Max Component Size,Compute Time (s),runScen2_2Random,,,,
1950,0.0171073,,1946.75,0.020660755,,1500
2000,0.0191471,,,,,
1950,0.0213556,,,,,
1950,0.0185708,,,,,
1950,0.0208171,,,,,
1550,0.0188566,,,,,
1950,0.0189377,,,,,
1950,0.0182894,,,,,
2000,0.0185786,,,,,
2000,0.0189203,,,,,
1700,0.0174871,,,,,
1950,0.019375,,,,,
2000,0.017964,,,,,
1800,0.0182693,,,,,
2000,0.0560334,,,,,
1950,0.0216217,,,,,
1950,0.0180357,,,,,
2000,0.016593,,,,,
1950,0.0177555,,,,,
1950,0.017802,,,,,
1600,0.0168474,,,,,
1950,0.0170106,,,,,
2000,0.0184973,,,,,
1950,0.017513,,,,,
1950,0.0196609,,,,,
2000,0.0209581,,,,,
1900,0.0179387,,,,,
1950,0.0188248,,,,,
1800,0.0201918,,,,,
2000,0.0180434,,,,,
2000,0.0236066,,,,,
1900,0.0190032,,,,,
1900,0.020964,,,,,
2000,0.0189232,,,,,
1950,0.0173149,,,,,
2000,0.0192389,,,,,
2000,0.0190284,,,,,
1850,0.0201163,,,,,
1950,0.019731,,,,,
1950,0.0195203,,,,,
1900,0.0228753,,,,,
1900,0.0205725,,,,,
2000,0.0225402,,,,,
2000,0.0391287,,,,,
1600,0.0181246,,,,,
2000,0.019754,,,,,
2000,0.0185365,,,,,
2000,0.0185268,,,,,
1850,0.0518188,,,,,
2000,0.0211067,,,,,
2000,0.020131,,,,,
1950,0.0196308,,,,,
2000,0.0184943,,,,,
1950,0.0429655,,,,,
2000,0.0204232,,,,,
1900,0.0211987,,,,,
1950,0.0194978,,,,,
1800,0.0213799,,,,,
2000,0.0203289,,,,,
1900,0.017579,,,,,
1900,0.0210323,,,,,
1850,0.0194335,,,,,
1950,0.0183405,,,,,
1850,0.0248993,,,,,
2000,0.0216412,,,,,
1950,0.0176966,,,,,
1950,0.0191935,,,,,
2000,0.0190081,,,,,
1950,0.0182991,,,,,
2000,0.0208143,,,,,
1950,0.020247,,,,,
2000,0.0202955,,,,,
2000,0.0188831,,,,,
2000,0.0204519,,,,,
2000,0.0204608,,,,,
2000,0.0192199,,,,,
2000,0.0198995,,,,,
2000,0.0190975,,,,,
2000,0.018925,,,,,
1900,0.018821,,,,,
2000,0.0194227,,,,,
1900,0.0187648,,,,,
1950,0.0562082,,,,,
2000,0.019167,,,,,
2000,0.0198336,,,,,
2000,0.018965,,,,,
2000,0.0190985,,,,,
1900,0.018933,,,,,
1950,0.0191347,,,,,
1950,0.0187246,,,,,
1900,0.0199495,,,,,
1500,0.0175198,,,,,
1950,0.0189532,,,,,
1950,0.0189906,,,,,
1900,0.0200323,,,,,
1950,0.0191811,,,,,
1900,0.0176131,,,,,
1850,0.0190772,,,,,
2000,0.0210951,,,,,
1950,0.020819,,,,,
2000,0.018626,,,,,
1900,0.0198016,,,,,
2000,0.0192171,,,,,
1700,0.0189503,,,,,
1950,0.018605,,,,,
2000,0.018937,,,,,
1950,0.0187727,,,,,
2000,0.019381,,,,,
2000,0.0190838,,,,,
1950,0.0198736,,,,,
2000,0.0198124,,,,,
2000,0.0194786,,,,,
1950,0.0232712,,,,,
1900,0.019055,,,,,
1950,0.0195572,,,,,
2000,0.0189249,,,,,
2000,0.0572167,,,,,
2000,0.019126,,,,,
2000,0.0202861,,,,,
2000,0.0186737,,,,,
1950,0.0188159,,,,,
1900,0.018693,,,,,
2000,0.0186355,,,,,
1950,0.0192915,,,,,
1800,0.0191754,,,,,
2000,0.0185334,,,,,
2000,0.0187806,,,,,
2000,0.0197507,,,,,
2000,0.0189365,,,,,
2000,0.0197358,,,,,
1950,0.0190569,,,,,
1950,0.019134,,,,,
1850,0.0190224,,,,,
2000,0.0190654,,,,,
1950,0.0197097,,,,,
1950,0.0199082,,,,,
1950,0.0204676,,,,,
1850,0.0202697,,,,,
1900,0.0192274,,,,,
1950,0.0192769,,,,,
2000,0.0189152,,,,,
2000,0.0190652,,,,,
1850,0.0193099,,,,,
1950,0.0189585,,,,,
1800,0.018289,,,,,
2000,0.0188055,,,,,
2000,0.019176,,,,,
1950,0.0197291,,,,,
2000,0.0197969,,,,,
1950,0.0193522,,,,,
2000,0.0575472,,,,,
1950,0.0206336,,,,,
1950,0.0188307,,,,,
2000,0.0196712,,,,,
1950,0.019269,,,,,
1950,0.0193295,,,,,
1950,0.0188156,,,,,
2000,0.0204226,,,,,
1950,0.0197963,,,,,
2000,0.0186593,,,,,
2000,0.0192762,,,,,
1900,0.0187098,,,,,
1900,0.018595,,,,,
1950,0.020642,,,,,
1850,0.0187382,,,,,
1950,0.0192096,,,,,
1950,0.0186917,,,,,
2000,0.020792,,,,,
1900,0.0184772,,,,,
2000,0.0199308,,,,,
2000,0.0209272,,,,,
2000,0.0193169,,,,,
1950,0.0193347,,,,,
2000,0.0193811,,,,,
1950,0.0189258,,,,,
2000,0.0195641,,,,,
2000,0.0192942,,,,,
2000,0.018112,,,,,
1950,0.0186921,,,,,
2000,0.0184724,,,,,
2000,0.0184964,,,,,
2000,0.0188143,,,,,
2000,0.0196883,,,,,
2000,0.0193938,,,,,
2000,0.0584709,,,,,
2000,0.0186277,,,,,
2000,0.0190574,,,,,
2000,0.0189742,,,,,
2000,0.01945,,,,,
1850,0.018556,,,,,
1900,0.0195174,,,,,
1950,0.0188053,,,,,
1900,0.0194923,,,,,
1700,0.0201415,,,,,
2000,0.0190847,,,,,
2000,0.0189502,,,,,
2000,0.0187955,,,,,
2000,0.020297,,,,,
2000,0.0194629,,,,,
1900,0.0192775,,,,,
