Max Component Size,Compute Time (s),runScen2_2Random,,,,
1000,0.0083226,,972.875,0.008930782,,625
975,0.0093945,,,,,
950,0.0081132,,,,,
1000,0.0081506,,,,,
1000,0.0082057,,,,,
1000,0.0084883,,,,,
950,0.0097148,,,,,
1000,0.0081625,,,,,
1000,0.0106499,,,,,
950,0.0094714,,,,,
975,0.0092476,,,,,
950,0.0157963,,,,,
1000,0.0081633,,,,,
875,0.0105893,,,,,
975,0.0105347,,,,,
1000,0.0096937,,,,,
975,0.0086243,,,,,
1000,0.0082137,,,,,
925,0.0081109,,,,,
1000,0.0081548,,,,,
950,0.0080526,,,,,
925,0.0077315,,,,,
825,0.0073838,,,,,
975,0.0091824,,,,,
975,0.0080304,,,,,
975,0.0079362,,,,,
975,0.0109624,,,,,
975,0.008147,,,,,
975,0.0090258,,,,,
975,0.0098381,,,,,
1000,0.0080655,,,,,
950,0.0081638,,,,,
975,0.0094192,,,,,
1000,0.0088681,,,,,
1000,0.0082369,,,,,
1000,0.0082592,,,,,
975,0.008052,,,,,
950,0.0079452,,,,,
1000,0.009166,,,,,
950,0.0084928,,,,,
1000,0.0084289,,,,,
1000,0.0093871,,,,,
1000,0.0082006,,,,,
875,0.0090069,,,,,
1000,0.0084283,,,,,
1000,0.0089321,,,,,
975,0.0080609,,,,,
950,0.0078371,,,,,
1000,0.0086544,,,,,
1000,0.0087349,,,,,
975,0.0082418,,,,,
1000,0.0124585,,,,,
1000,0.0085861,,,,,
950,0.0115952,,,,,
1000,0.008422,,,,,
975,0.0078404,,,,,
850,0.007893,,,,,
1000,0.0083116,,,,,
1000,0.0081249,,,,,
875,0.0077725,,,,,
975,0.0085082,,,,,
1000,0.0081006,,,,,
1000,0.0089122,,,,,
975,0.0094713,,,,,
1000,0.0080322,,,,,
1000,0.00897,,,,,
950,0.009215,,,,,
975,0.0100677,,,,,
1000,0.0092149,,,,,
1000,0.0087916,,,,,
1000,0.0097723,,,,,
975,0.008078,,,,,
975,0.008065,,,,,
1000,0.0088408,,,,,
1000,0.0087559,,,,,
1000,0.0083563,,,,,
950,0.0081622,,,,,
950,0.0086729,,,,,
1000,0.0097102,,,,,
925,0.0086343,,,,,
975,0.0085805,,,,,
1000,0.0087848,,,,,
950,0.0082801,,,,,
1000,0.0089662,,,,,
1000,0.0095726,,,,,
1000,0.009465,,,,,
925,0.00901,,,,,
1000,0.0094553,,,,,
1000,0.0077565,,,,,
925,0.0083758,,,,,
975,0.0093311,,,,,
1000,0.0090195,,,,,
950,0.0086854,,,,,
975,0.0084919,,,,,
975,0.0085437,,,,,
950,0.0084517,,,,,
1000,0.008121,,,,,
1000,0.0090792,,,,,
1000,0.0086136,,,,,
975,0.0085105,,,,,
975,0.0079516,,,,,
1000,0.0119297,,,,,
1000,0.0087777,,,,,
800,0.0073265,,,,,
1000,0.0095925,,,,,
1000,0.0081861,,,,,
950,0.0107812,,,,,
975,0.0086823,,,,,
1000,0.0082004,,,,,
1000,0.0082677,,,,,
750,0.0114231,,,,,
1000,0.0090975,,,,,
1000,0.0087638,,,,,
975,0.0113984,,,,,
1000,0.0091125,,,,,
975,0.0086618,,,,,
975,0.0088335,,,,,
975,0.0083174,,,,,
1000,0.0082392,,,,,
975,0.0102025,,,,,
975,0.0096688,,,,,
975,0.0096893,,,,,
1000,0.009467,,,,,
950,0.0091595,,,,,
1000,0.0080534,,,,,
975,0.0097211,,,,,
1000,0.009636,,,,,
1000,0.010424,,,,,
975,0.0082408,,,,,
975,0.0081275,,,,,
975,0.0083204,,,,,
975,0.0080694,,,,,
1000,0.0082981,,,,,
1000,0.0081851,,,,,
1000,0.0083778,,,,,
925,0.0087978,,,,,
1000,0.0086759,,,,,
975,0.0081934,,,,,
950,0.0086505,,,,,
950,0.0081657,,,,,
1000,0.0119213,,,,,
1000,0.0095189,,,,,
1000,0.009165,,,,,
975,0.0086992,,,,,
975,0.0081988,,,,,
1000,0.0082502,,,,,
1000,0.0079445,,,,,
975,0.0099062,,,,,
1000,0.0088601,,,,,
1000,0.0081879,,,,,
975,0.0092466,,,,,
1000,0.0088789,,,,,
950,0.0089316,,,,,
975,0.0080631,,,,,
1000,0.0106904,,,,,
1000,0.0090749,,,,,
1000,0.0086066,,,,,
975,0.0093116,,,,,
1000,0.0084031,,,,,
925,0.0091749,,,,,
975,0.0102995,,,,,
975,0.008015,,,,,
975,0.0083292,,,,,
700,0.0090227,,,,,
950,0.0099777,,,,,
1000,0.009224,,,,,
975,0.0081044,,,,,
625,0.0076335,,,,,
975,0.0086189,,,,,
975,0.0094515,,,,,
975,0.0094419,,,,,
975,0.0080609,,,,,
1000,0.0084405,,,,,
925,0.008033,,,,,
900,0.0090399,,,,,
975,0.0080746,,,,,
1000,0.0086994,,,,,
950,0.009325,,,,,
1000,0.0087409,,,,,
1000,0.0089232,,,,,
1000,0.0114356,,,,,
975,0.0094391,,,,,
1000,0.0089331,,,,,
1000,0.00985,,,,,
975,0.0094635,,,,,
975,0.0084988,,,,,
1000,0.0099607,,,,,
975,0.010998,,,,,
1000,0.0089912,,,,,
925,0.0094017,,,,,
975,0.0084481,,,,,
1000,0.0083075,,,,,
1000,0.0097716,,,,,
975,0.0085404,,,,,
1000,0.0106232,,,,,
1000,0.0088305,,,,,
950,0.0091397,,,,,
950,0.0079957,,,,,
1000,0.0089058,,,,,
975,0.0093616,,,,,
