Max Component Size,Compute Time (s),runScen2_2Random,,,,
32000,0.2929319,,31810,0.322320231,,29200
30800,0.2868117,,,,,
31600,0.2864722,,,,,
32000,0.2905843,,,,,
32000,0.2871591,,,,,
32000,0.2910293,,,,,
31600,0.2854607,,,,,
32000,0.2873156,,,,,
32000,0.2907637,,,,,
32000,0.2916125,,,,,
31600,0.2898603,,,,,
31600,0.2829597,,,,,
32000,0.2865666,,,,,
31600,0.4356097,,,,,
32000,0.2912182,,,,,
32000,0.2917703,,,,,
32000,0.277457,,,,,
31600,0.4377376,,,,,
32000,0.2878376,,,,,
31600,0.2880405,,,,,
32000,0.2897779,,,,,
32000,0.4341514,,,,,
32000,0.2828386,,,,,
31600,0.2895248,,,,,
32000,0.2827475,,,,,
31200,0.4312987,,,,,
30400,0.2820884,,,,,
32000,0.2888914,,,,,
31600,0.2837441,,,,,
32000,0.4323945,,,,,
32000,0.2894904,,,,,
32000,0.2855977,,,,,
32000,0.2877698,,,,,
32000,0.4285104,,,,,
30800,0.2893684,,,,,
31200,0.2874384,,,,,
32000,0.2938649,,,,,
31200,0.4308037,,,,,
32000,0.2872027,,,,,
32000,0.2875422,,,,,
30400,0.2836659,,,,,
31200,0.4344007,,,,,
32000,0.2812456,,,,,
32000,0.2935151,,,,,
32000,0.2912036,,,,,
32000,0.4353814,,,,,
32000,0.2821365,,,,,
32000,0.2890295,,,,,
31600,0.2886832,,,,,
31600,0.4353745,,,,,
32000,0.2908802,,,,,
32000,0.2895673,,,,,
32000,0.2907769,,,,,
32000,0.4328165,,,,,
32000,0.2885323,,,,,
32000,0.2927572,,,,,
32000,0.2927377,,,,,
32000,0.4355868,,,,,
32000,0.2875655,,,,,
31600,0.2911639,,,,,
32000,0.2903038,,,,,
32000,0.4318951,,,,,
32000,0.2902968,,,,,
32000,0.2924607,,,,,
31200,0.2753079,,,,,
32000,0.4201452,,,,,
32000,0.284875,,,,,
32000,0.2943784,,,,,
31200,0.2778086,,,,,
32000,0.4361719,,,,,
32000,0.2893963,,,,,
32000,0.2928888,,,,,
32000,0.2944252,,,,,
31600,0.4341482,,,,,
32000,0.2950413,,,,,
32000,0.2892117,,,,,
32000,0.2876987,,,,,
32000,0.4344178,,,,,
32000,0.2966981,,,,,
32000,0.2911972,,,,,
31600,0.2904512,,,,,
31600,0.4326708,,,,,
31200,0.2934582,,,,,
32000,0.2863827,,,,,
32000,0.2814877,,,,,
32000,0.4368349,,,,,
30000,0.2793772,,,,,
31600,0.290121,,,,,
32000,0.290421,,,,,
31600,0.433851,,,,,
31200,0.2818291,,,,,
31600,0.2827337,,,,,
32000,0.2877126,,,,,
32000,0.4338594,,,,,
31600,0.2862933,,,,,
32000,0.2906589,,,,,
32000,0.2895035,,,,,
31200,0.4237394,,,,,
32000,0.2903312,,,,,
31600,0.2857614,,,,,
32000,0.2915067,,,,,
32000,0.4435965,,,,,
32000,0.2921927,,,,,
32000,0.2843918,,,,,
32000,0.2942849,,,,,
32000,0.4376443,,,,,
31600,0.2760303,,,,,
32000,0.2937839,,,,,
32000,0.2849314,,,,,
32000,0.427093,,,,,
32000,0.2889783,,,,,
32000,0.2932203,,,,,
32000,0.288538,,,,,
32000,0.4292989,,,,,
32000,0.2941244,,,,,
31200,0.2916158,,,,,
32000,0.2777301,,,,,
32000,0.4353936,,,,,
32000,0.271864,,,,,
32000,0.2867258,,,,,
32000,0.2809035,,,,,
32000,0.4391573,,,,,
32000,0.2847862,,,,,
32000,0.2884377,,,,,
32000,0.2960053,,,,,
32000,0.4394309,,,,,
32000,0.295277,,,,,
31200,0.2850616,,,,,
32000,0.291011,,,,,
32000,0.4353622,,,,,
32000,0.2885475,,,,,
31200,0.2858875,,,,,
32000,0.2890498,,,,,
31600,0.434706,,,,,
32000,0.2825849,,,,,
31200,0.2769745,,,,,
32000,0.2855404,,,,,
32000,0.441824,,,,,
32000,0.2877837,,,,,
32000,0.293627,,,,,
32000,0.2955411,,,,,
32000,0.4374589,,,,,
32000,0.2929392,,,,,
31600,0.2956458,,,,,
30800,0.2863593,,,,,
32000,0.4376032,,,,,
31600,0.278846,,,,,
31600,0.2943036,,,,,
32000,0.2911097,,,,,
32000,0.4399488,,,,,
32000,0.2910175,,,,,
32000,0.2871853,,,,,
32000,0.2880701,,,,,
32000,0.4352532,,,,,
32000,0.2900469,,,,,
31600,0.2897547,,,,,
32000,0.2887449,,,,,
32000,0.4295017,,,,,
32000,0.2859447,,,,,
31600,0.2869795,,,,,
32000,0.2861163,,,,,
32000,0.4325669,,,,,
32000,0.2902475,,,,,
32000,0.2882104,,,,,
32000,0.2924054,,,,,
31600,0.4354362,,,,,
32000,0.2883198,,,,,
32000,0.2897613,,,,,
32000,0.2883847,,,,,
31600,0.4361512,,,,,
31200,0.2893073,,,,,
31600,0.2941247,,,,,
32000,0.2814235,,,,,
32000,0.4373552,,,,,
32000,0.2882899,,,,,
32000,0.2888262,,,,,
32000,0.2875646,,,,,
31600,0.4350153,,,,,
29200,0.2689951,,,,,
32000,0.2926117,,,,,
32000,0.2912392,,,,,
32000,0.4323843,,,,,
32000,0.2903123,,,,,
31600,0.2812294,,,,,
32000,0.2843805,,,,,
32000,0.4347595,,,,,
32000,0.2882111,,,,,
32000,0.2903732,,,,,
31600,0.2724331,,,,,
31600,0.4408548,,,,,
32000,0.2934115,,,,,
31600,0.2868457,,,,,
31600,0.2933806,,,,,
32000,0.4320907,,,,,
31600,0.288083,,,,,
32000,0.2813234,,,,,
31600,0.2802755,,,,,
32000,0.4311222,,,,,
32000,0.2874162,,,,,
32000,0.2881403,,,,,
