Max Component Size,Compute Time (s),partition_lgraph_louvain,,
400,2.9067488,,400,3.01493597
400,3.0458059,,,
400,2.9041639,,,
400,3.0373071,,,
400,3.0271431,,,
400,3.0503347,,,
400,3.0764834,,,
400,3.0786775,,,
400,2.8996142,,,
400,2.6581605,,,
400,3.0388632,,,
400,3.0921654,,,
400,3.0383776,,,
400,3.0909953,,,
400,3.0235527,,,
400,2.8928681,,,
400,3.0264719,,,
400,2.8965116,,,
400,3.0337532,,,
400,2.890728,,,
400,3.0181783,,,
400,3.0457275,,,
400,3.0502579,,,
400,3.0602755,,,
400,3.0783332,,,
400,3.0758263,,,
400,3.0097867,,,
400,3.0558352,,,
400,3.0422227,,,
400,3.075049,,,
400,3.0282501,,,
400,3.0415957,,,
400,3.0502845,,,
400,3.1470464,,,
400,3.0626143,,,
400,3.0532045,,,
400,3.0369736,,,
400,3.0788074,,,
400,2.9976796,,,
400,3.0405049,,,
400,3.0521368,,,
400,3.0651988,,,
400,3.0653496,,,
400,3.0730474,,,
400,3.0198004,,,
400,3.0689945,,,
400,3.0454072,,,
400,3.112828,,,
400,3.0123437,,,
400,2.8875534,,,
400,3.0322886,,,
400,2.8883992,,,
400,3.0457086,,,
400,3.0552734,,,
400,3.031139,,,
400,3.0719878,,,
400,2.8689121,,,
400,3.0482585,,,
400,3.0176305,,,
400,2.8977506,,,
400,3.0510785,,,
400,2.8928729,,,
400,3.0971773,,,
400,2.8864707,,,
400,3.0154981,,,
400,2.893322,,,
400,3.0330259,,,
400,3.046694,,,
400,3.0563414,,,
400,3.0544607,,,
400,3.1269106,,,
400,2.8945829,,,
400,3.0417847,,,
400,3.0441177,,,
400,2.8990859,,,
400,3.0218435,,,
400,2.8882444,,,
400,3.0274689,,,
400,2.8731472,,,
400,2.8755001,,,
400,2.9038701,,,
400,3.0035231,,,
400,2.8928071,,,
400,3.0532922,,,
400,3.0392727,,,
400,2.9056784,,,
400,3.0231989,,,
400,3.0747313,,,
400,2.9027379,,,
400,3.0375568,,,
400,3.030962,,,
400,3.0592914,,,
400,3.0557175,,,
400,3.0847093,,,
400,3.0757352,,,
400,3.0414392,,,
400,3.0682928,,,
400,3.0350704,,,
400,3.0527577,,,
400,3.0530255,,,
400,3.0627377,,,
400,3.0546369,,,
400,3.0488329,,,
400,3.0567345,,,
400,3.059237,,,
400,3.0683704,,,
400,3.0961364,,,
400,3.0444187,,,
400,3.0549529,,,
400,3.0927853,,,
400,3.0176265,,,
400,2.8828452,,,
400,3.0385228,,,
400,3.0394077,,,
400,3.0638303,,,
400,3.0674355,,,
400,3.0306377,,,
400,3.0610402,,,
400,3.0453686,,,
400,3.0895219,,,
400,3.038413,,,
400,3.0547614,,,
400,3.0683162,,,
400,3.0614922,,,
400,3.0040101,,,
400,3.0473541,,,
400,3.0560649,,,
400,3.0759503,,,
400,3.0327672,,,
400,2.9308379,,,
400,3.0214302,,,
400,2.8856171,,,
400,3.0355899,,,
400,3.0669286,,,
400,3.0662766,,,
400,3.0627786,,,
400,3.0710651,,,
400,3.0170422,,,
400,2.8667181,,,
400,3.060012,,,
400,3.0657506,,,
400,3.0455105,,,
400,2.9433003,,,
400,3.0394278,,,
400,3.0218658,,,
400,3.0482471,,,
400,3.0342431,,,
400,3.0559989,,,
400,3.0620173,,,
400,3.0677498,,,
400,3.0767308,,,
400,3.0382323,,,
400,3.0598983,,,
400,3.0436572,,,
400,3.0657569,,,
400,3.0604414,,,
400,2.8946471,,,
400,3.0441105,,,
400,3.0178006,,,
400,3.0371837,,,
400,3.0457444,,,
400,3.0636386,,,
400,3.1181378,,,
400,3.0767395,,,
400,3.0818754,,,
400,2.9522715,,,
400,3.0115894,,,
400,2.9002643,,,
400,3.0184929,,,
400,2.8957232,,,
400,3.0792692,,,
400,3.0459777,,,
400,3.0180616,,,
400,3.0366468,,,
400,3.0482215,,,
400,2.9093313,,,
400,3.0528912,,,
400,3.0873779,,,
400,2.9235295,,,
400,3.0266656,,,
400,2.9020415,,,
400,3.0267192,,,
400,2.9040606,,,
400,3.0422427,,,
400,3.0178727,,,
400,2.8827234,,,
400,2.9007692,,,
400,3.0471968,,,
400,2.9279887,,,
400,3.0199193,,,
400,2.5340015,,,
400,2.8591443,,,
400,2.8786046,,,
400,2.8865783,,,
400,3.0400305,,,
400,3.0379171,,,
400,3.0682202,,,
400,3.079013,,,
400,3.0669327,,,
400,3.0212091,,,
