Max Component Size,Compute Time (s),runScen3_1_rand,,,,
1000,0.0310855,,1000,0.03510531,,1000
1000,0.039117,,,,,
1000,0.0341668,,,,,
1000,0.0760717,,,,,
1000,0.0378673,,,,,
1000,0.0346095,,,,,
1000,0.0331374,,,,,
1000,0.0309119,,,,,
1000,0.0364945,,,,,
1000,0.0306329,,,,,
1000,0.0296372,,,,,
1000,0.0318016,,,,,
1000,0.035844,,,,,
1000,0.0358334,,,,,
1000,0.029226,,,,,
1000,0.0346029,,,,,
1000,0.0409426,,,,,
1000,0.0388065,,,,,
1000,0.0435064,,,,,
1000,0.0318372,,,,,
1000,0.0438295,,,,,
1000,0.0314314,,,,,
1000,0.0342331,,,,,
1000,0.0310704,,,,,
1000,0.0358718,,,,,
1000,0.0312145,,,,,
1000,0.0340934,,,,,
1000,0.0303727,,,,,
1000,0.0407086,,,,,
1000,0.0345196,,,,,
1000,0.0320235,,,,,
1000,0.0374794,,,,,
1000,0.0312846,,,,,
1000,0.0373382,,,,,
1000,0.0309546,,,,,
1000,0.0345712,,,,,
1000,0.0329876,,,,,
1000,0.0362318,,,,,
1000,0.0304413,,,,,
1000,0.0313091,,,,,
1000,0.0383346,,,,,
1000,0.0587977,,,,,
1000,0.0392569,,,,,
1000,0.0351451,,,,,
1000,0.0345897,,,,,
1000,0.034582,,,,,
1000,0.0330737,,,,,
1000,0.0390448,,,,,
1000,0.0399179,,,,,
1000,0.0312181,,,,,
1000,0.0307478,,,,,
1000,0.0311573,,,,,
1000,0.0325769,,,,,
1000,0.0344991,,,,,
1000,0.0362542,,,,,
1000,0.0358429,,,,,
1000,0.0361631,,,,,
1000,0.0330788,,,,,
1000,0.0311563,,,,,
1000,0.0331215,,,,,
1000,0.045239,,,,,
1000,0.0403772,,,,,
1000,0.0364248,,,,,
1000,0.0526494,,,,,
1000,0.0306471,,,,,
1000,0.0314956,,,,,
1000,0.0320574,,,,,
1000,0.0320476,,,,,
1000,0.0372029,,,,,
1000,0.0364491,,,,,
1000,0.0435955,,,,,
1000,0.0334485,,,,,
1000,0.0330089,,,,,
1000,0.0373939,,,,,
1000,0.0323697,,,,,
1000,0.0329394,,,,,
1000,0.0355856,,,,,
1000,0.0328919,,,,,
1000,0.03961,,,,,
1000,0.033781,,,,,
1000,0.0374425,,,,,
1000,0.0357788,,,,,
1000,0.0327722,,,,,
1000,0.0373159,,,,,
1000,0.0348049,,,,,
1000,0.0364849,,,,,
1000,0.0332788,,,,,
1000,0.0373876,,,,,
1000,0.0301754,,,,,
1000,0.0344652,,,,,
1000,0.0325015,,,,,
1000,0.0321625,,,,,
1000,0.032062,,,,,
1000,0.0308379,,,,,
1000,0.0303217,,,,,
1000,0.0303344,,,,,
1000,0.0307831,,,,,
1000,0.0301637,,,,,
1000,0.0338825,,,,,
1000,0.0324691,,,,,
1000,0.0304044,,,,,
1000,0.0309422,,,,,
1000,0.0303779,,,,,
1000,0.0323565,,,,,
1000,0.0418648,,,,,
1000,0.0299996,,,,,
1000,0.0307677,,,,,
1000,0.0346843,,,,,
1000,0.0300573,,,,,
1000,0.0314773,,,,,
1000,0.0312275,,,,,
1000,0.0316345,,,,,
1000,0.0306346,,,,,
1000,0.035121,,,,,
1000,0.0364081,,,,,
1000,0.0319699,,,,,
1000,0.0301935,,,,,
1000,0.0297246,,,,,
1000,0.0325465,,,,,
1000,0.0350356,,,,,
1000,0.0303565,,,,,
1000,0.031407,,,,,
1000,0.0311385,,,,,
1000,0.0314139,,,,,
1000,0.0342425,,,,,
1000,0.0371551,,,,,
1000,0.0301326,,,,,
1000,0.0293986,,,,,
1000,0.0360108,,,,,
1000,0.0305178,,,,,
1000,0.0316933,,,,,
1000,0.0313606,,,,,
1000,0.0309685,,,,,
1000,0.0310905,,,,,
1000,0.0313969,,,,,
1000,0.0310075,,,,,
1000,0.0361241,,,,,
1000,0.0302653,,,,,
1000,0.0344425,,,,,
1000,0.0327259,,,,,
1000,0.03468,,,,,
1000,0.0351167,,,,,
1000,0.0367496,,,,,
1000,0.0341091,,,,,
1000,0.0346672,,,,,
1000,0.0404322,,,,,
1000,0.0327259,,,,,
1000,0.0351085,,,,,
1000,0.0356269,,,,,
1000,0.0334873,,,,,
1000,0.0362231,,,,,
1000,0.0351998,,,,,
1000,0.0341911,,,,,
1000,0.0393751,,,,,
1000,0.0345057,,,,,
1000,0.0420354,,,,,
1000,0.0304786,,,,,
1000,0.0481714,,,,,
1000,0.0319473,,,,,
1000,0.0316527,,,,,
1000,0.0328918,,,,,
1000,0.0309408,,,,,
1000,0.0311601,,,,,
1000,0.0422423,,,,,
1000,0.0374758,,,,,
1000,0.0315027,,,,,
1000,0.0402051,,,,,
1000,0.0436186,,,,,
1000,0.0372606,,,,,
1000,0.035129,,,,,
1000,0.0311198,,,,,
1000,0.0364066,,,,,
1000,0.0319456,,,,,
1000,0.0322382,,,,,
1000,0.0310243,,,,,
1000,0.0356146,,,,,
1000,0.0346842,,,,,
1000,0.0370542,,,,,
1000,0.041796,,,,,
1000,0.038816,,,,,
1000,0.0386652,,,,,
1000,0.0516137,,,,,
1000,0.0345812,,,,,
1000,0.0377749,,,,,
1000,0.038457,,,,,
1000,0.0399239,,,,,
1000,0.0382506,,,,,
1000,0.0359392,,,,,
1000,0.0405227,,,,,
1000,0.0387142,,,,,
1000,0.0374611,,,,,
1000,0.0385344,,,,,
1000,0.0353042,,,,,
1000,0.036188,,,,,
1000,0.0381957,,,,,
1000,0.0328741,,,,,
1000,0.0354491,,,,,
1000,0.0339563,,,,,
1000,0.0478443,,,,,
1000,0.03963,,,,,
