Max Component Size,Compute Time (s),partition_lgraph_louvain,,
800,27.6765478,,800,28.2847193
800,27.3162298,,,
800,27.5855484,,,
800,27.8586302,,,
800,27.4409408,,,
800,27.5600064,,,
800,30.6666889,,,
800,27.4538442,,,
800,28.3371925,,,
800,27.4518591,,,
800,27.6750347,,,
800,27.974739,,,
800,27.8632913,,,
800,27.5097657,,,
800,27.7929668,,,
800,27.2662632,,,
800,27.5653351,,,
800,27.4126044,,,
800,27.4481728,,,
800,28.4812724,,,
800,28.3750015,,,
800,27.5516375,,,
800,27.5994943,,,
800,28.651779,,,
800,28.5178953,,,
800,27.3861844,,,
800,27.5331672,,,
800,28.5852682,,,
800,28.5938265,,,
800,27.4156885,,,
800,27.3723973,,,
800,27.1815502,,,
800,27.4841764,,,
800,27.4994725,,,
800,27.8705048,,,
800,27.9560437,,,
800,30.7850157,,,
800,28.6057454,,,
800,27.562857,,,
800,28.6627033,,,
800,28.3915558,,,
800,27.3939386,,,
800,27.4620863,,,
800,27.7852372,,,
800,27.6390518,,,
800,27.5134112,,,
800,28.0251368,,,
800,27.4189696,,,
800,27.3957303,,,
800,27.7787885,,,
800,27.2850918,,,
800,27.3206142,,,
800,27.4098835,,,
800,27.4307239,,,
800,27.4192486,,,
800,27.5673362,,,
800,27.6630555,,,
800,28.5060873,,,
800,27.5053763,,,
800,27.6010512,,,
800,27.4697087,,,
800,28.3624772,,,
800,28.4338544,,,
800,27.427713,,,
800,27.3433271,,,
800,27.4087664,,,
800,28.4162704,,,
800,27.5643155,,,
800,27.8128572,,,
800,27.5530864,,,
800,27.1011372,,,
800,27.4905221,,,
800,27.4748879,,,
800,27.3210879,,,
800,27.5462441,,,
800,28.5481761,,,
800,27.681678,,,
800,27.4585372,,,
800,27.4532412,,,
800,27.6293921,,,
800,27.5179809,,,
800,27.2842004,,,
800,27.1921479,,,
800,28.5634095,,,
800,27.4047422,,,
800,27.4759519,,,
800,27.3763208,,,
800,28.4730754,,,
800,27.2204452,,,
800,28.205345,,,
800,27.5160965,,,
800,28.441088,,,
800,27.476865,,,
800,28.5639279,,,
800,28.394398,,,
800,27.1852531,,,
800,27.6294921,,,
800,28.5339009,,,
800,27.6455137,,,
800,27.8023407,,,
800,27.4205439,,,
800,27.39667,,,
800,28.5464014,,,
800,27.3787301,,,
800,27.5541991,,,
800,27.4434726,,,
800,27.3695391,,,
800,27.5138847,,,
800,28.3868283,,,
800,27.3377723,,,
800,27.4055133,,,
800,27.5192969,,,
800,27.779216,,,
800,27.3101391,,,
800,28.3433501,,,
800,28.5116304,,,
800,27.3995483,,,
800,27.5692061,,,
800,27.5364497,,,
800,28.3045165,,,
800,27.3819668,,,
800,27.3004096,,,
800,27.1859597,,,
800,27.4117919,,,
800,27.4839377,,,
800,27.4158871,,,
800,27.4200049,,,
800,27.4191592,,,
800,27.3693641,,,
800,27.4574605,,,
800,28.6170782,,,
800,27.5325462,,,
800,27.5479651,,,
800,27.4733309,,,
800,28.4132726,,,
800,27.4058935,,,
800,27.2617897,,,
800,27.3809588,,,
800,28.4069362,,,
800,27.6017979,,,
800,27.7938017,,,
800,27.4665682,,,
800,28.4368191,,,
800,27.5022951,,,
800,27.4359247,,,
800,28.5875282,,,
800,27.2726392,,,
800,27.4147596,,,
800,27.4541705,,,
800,27.3417652,,,
800,27.5332145,,,
800,27.6660984,,,
800,27.5729126,,,
800,28.5123614,,,
800,30.4756198,,,
800,29.4867849,,,
800,33.2362078,,,
800,29.4448649,,,
800,28.711563,,,
800,29.2935754,,,
800,31.1299197,,,
800,30.9059905,,,
800,31.1573986,,,
800,30.6113218,,,
800,31.6744092,,,
800,30.3846229,,,
800,27.970256,,,
800,32.620418,,,
800,31.6468703,,,
800,32.6779933,,,
800,30.5176771,,,
800,29.1630997,,,
800,28.3323161,,,
800,27.8052343,,,
800,29.0291347,,,
800,28.4294089,,,
800,32.9939138,,,
800,32.9961228,,,
800,33.3833664,,,
800,32.8237442,,,
800,33.0075906,,,
800,32.6079631,,,
800,33.7793966,,,
800,32.0690354,,,
800,28.7627694,,,
800,30.8941196,,,
800,28.826489,,,
800,30.399026,,,
800,28.4788868,,,
800,27.3833962,,,
800,28.3962163,,,
800,27.2893092,,,
800,28.3018789,,,
800,27.4129589,,,
800,28.3351466,,,
800,27.4251306,,,
800,30.7238616,,,
800,27.4736104,,,
800,27.5745966,,,
800,27.9558742,,,
