Max Component Size,Compute Time (s),partition_lgraph_louvain,,,,
1600,0.1823273,,1599.8,0.192945601,,1560
1600,0.2257691,,,,,
1600,0.200547,,,,,
1600,0.2163728,,,,,
1600,0.2131309,,,,,
1600,0.1803056,,,,,
1600,0.1629264,,,,,
1600,0.1752259,,,,,
1600,0.1827282,,,,,
1600,0.2214986,,,,,
1600,0.2147142,,,,,
1600,0.1846525,,,,,
1600,0.1834134,,,,,
1600,0.200545,,,,,
1600,0.2219143,,,,,
1600,0.184635,,,,,
1600,0.1859661,,,,,
1600,0.18388,,,,,
1600,0.1809806,,,,,
1600,0.181486,,,,,
1600,0.1752686,,,,,
1600,0.1887609,,,,,
1600,0.1875159,,,,,
1600,0.1885205,,,,,
1600,0.2205182,,,,,
1600,0.1837419,,,,,
1600,0.1897902,,,,,
1600,0.1844532,,,,,
1600,0.1838033,,,,,
1600,0.1803224,,,,,
1600,0.2186813,,,,,
1600,0.2036467,,,,,
1600,0.181352,,,,,
1600,0.1824559,,,,,
1600,0.2059818,,,,,
1600,0.1820348,,,,,
1600,0.2244125,,,,,
1600,0.1812014,,,,,
1600,0.18228,,,,,
1600,0.1801123,,,,,
1600,0.1992238,,,,,
1600,0.1840383,,,,,
1600,0.2172659,,,,,
1600,0.1692652,,,,,
1600,0.2045083,,,,,
1600,0.1831935,,,,,
1600,0.1852923,,,,,
1600,0.1862962,,,,,
1600,0.2210648,,,,,
1600,0.1861039,,,,,
1600,0.2005461,,,,,
1600,0.2094467,,,,,
1600,0.2322691,,,,,
1600,0.2164205,,,,,
1600,0.1975931,,,,,
1600,0.1804946,,,,,
1600,0.2206577,,,,,
1600,0.2174742,,,,,
1600,0.1815391,,,,,
1600,0.1871873,,,,,
1600,0.1627162,,,,,
1600,0.2176014,,,,,
1600,0.1829841,,,,,
1600,0.2058881,,,,,
1600,0.1837869,,,,,
1600,0.1837639,,,,,
1600,0.2168345,,,,,
1600,0.2223154,,,,,
1600,0.1771844,,,,,
1600,0.1631516,,,,,
1600,0.167556,,,,,
1600,0.1825821,,,,,
1600,0.219478,,,,,
1600,0.201455,,,,,
1600,0.1843345,,,,,
1600,0.1671588,,,,,
1600,0.1829268,,,,,
1600,0.1786995,,,,,
1600,0.2197182,,,,,
