Max Component Size,Compute Time (s),runScen2_2Random,,,,
40,0.0005895,,39.4,0.00061966,,20
40,0.0006408,,,,,
40,0.0007727,,,,,
40,0.0006034,,,,,
40,0.0005447,,,,,
40,0.0005974,,,,,
40,0.000576,,,,,
40,0.0008156,,,,,
40,0.0005634,,,,,
40,0.0005566,,,,,
40,0.0006108,,,,,
40,0.000723,,,,,
40,0.0005547,,,,,
40,0.0005776,,,,,
40,0.0007254,,,,,
40,0.0006176,,,,,
40,0.0008268,,,,,
40,0.0006236,,,,,
40,0.0005975,,,,,
40,0.0005857,,,,,
40,0.00061,,,,,
40,0.0005687,,,,,
40,0.0005772,,,,,
40,0.0005789,,,,,
40,0.000623,,,,,
40,0.0005746,,,,,
40,0.0005672,,,,,
40,0.0005582,,,,,
29,0.0005493,,,,,
40,0.0005782,,,,,
40,0.0005484,,,,,
40,0.0007504,,,,,
40,0.0006771,,,,,
40,0.0006401,,,,,
40,0.0005302,,,,,
40,0.0005584,,,,,
40,0.0005622,,,,,
35,0.0005269,,,,,
40,0.0005797,,,,,
40,0.0006759,,,,,
40,0.0005728,,,,,
40,0.000642,,,,,
40,0.0006311,,,,,
40,0.0005831,,,,,
40,0.0007137,,,,,
40,0.0006194,,,,,
40,0.0005989,,,,,
40,0.0005616,,,,,
40,0.0005979,,,,,
40,0.0005909,,,,,
40,0.0005667,,,,,
40,0.0006927,,,,,
40,0.0008635,,,,,
40,0.0005618,,,,,
40,0.0006873,,,,,
40,0.0005718,,,,,
40,0.0006045,,,,,
40,0.0006846,,,,,
40,0.0006331,,,,,
40,0.0005619,,,,,
40,0.0005773,,,,,
40,0.0005525,,,,,
40,0.0005921,,,,,
40,0.0005809,,,,,
40,0.0005839,,,,,
40,0.0006348,,,,,
40,0.000681,,,,,
40,0.0005619,,,,,
40,0.0005789,,,,,
40,0.0006377,,,,,
40,0.0005739,,,,,
40,0.0007968,,,,,
40,0.0005713,,,,,
30,0.0005299,,,,,
40,0.0005777,,,,,
40,0.0005924,,,,,
40,0.0006678,,,,,
40,0.0007958,,,,,
40,0.0006288,,,,,
40,0.0005852,,,,,
40,0.0005712,,,,,
40,0.0005611,,,,,
20,0.0005794,,,,,
40,0.0005734,,,,,
40,0.0006412,,,,,
40,0.0005646,,,,,
40,0.0005533,,,,,
40,0.0005628,,,,,
40,0.00067,,,,,
40,0.0005695,,,,,
40,0.0006299,,,,,
29,0.0005669,,,,,
40,0.0005645,,,,,
40,0.0005687,,,,,
40,0.0005812,,,,,
40,0.0007511,,,,,
40,0.0005711,,,,,
40,0.0005315,,,,,
40,0.0005584,,,,,
40,0.0005521,,,,,
40,0.0005548,,,,,
40,0.0006217,,,,,
35,0.0006238,,,,,
40,0.0006189,,,,,
40,0.0010596,,,,,
40,0.0005858,,,,,
40,0.0005855,,,,,
40,0.0005608,,,,,
40,0.0007492,,,,,
40,0.0005815,,,,,
40,0.0008133,,,,,
40,0.0005943,,,,,
40,0.0005918,,,,,
40,0.0005717,,,,,
40,0.0005939,,,,,
40,0.0005835,,,,,
40,0.000583,,,,,
40,0.0005794,,,,,
40,0.0005923,,,,,
40,0.0005855,,,,,
40,0.0005564,,,,,
40,0.0005672,,,,,
40,0.0006254,,,,,
40,0.0006064,,,,,
40,0.0006052,,,,,
40,0.0005868,,,,,
40,0.0007311,,,,,
40,0.0005889,,,,,
40,0.0005654,,,,,
40,0.0005824,,,,,
40,0.0005932,,,,,
40,0.0005892,,,,,
40,0.0006322,,,,,
40,0.0006761,,,,,
40,0.0005661,,,,,
40,0.0006001,,,,,
40,0.0005448,,,,,
40,0.0005652,,,,,
40,0.0008451,,,,,
40,0.0005995,,,,,
40,0.0005981,,,,,
40,0.0005896,,,,,
40,0.0012943,,,,,
40,0.000583,,,,,
40,0.0005746,,,,,
29,0.0005547,,,,,
40,0.000597,,,,,
40,0.0005711,,,,,
40,0.0005611,,,,,
40,0.0005597,,,,,
40,0.0006081,,,,,
40,0.0005921,,,,,
35,0.0005621,,,,,
40,0.000631,,,,,
40,0.0005508,,,,,
40,0.0005513,,,,,
40,0.0005884,,,,,
40,0.0005652,,,,,
40,0.0007023,,,,,
40,0.0006071,,,,,
40,0.0005561,,,,,
40,0.0014692,,,,,
40,0.0005912,,,,,
40,0.0007293,,,,,
40,0.0006372,,,,,
40,0.0005617,,,,,
40,0.0005662,,,,,
40,0.0005699,,,,,
40,0.0005738,,,,,
28,0.0005456,,,,,
40,0.0006051,,,,,
40,0.000921,,,,,
40,0.0005632,,,,,
40,0.0005885,,,,,
40,0.0005573,,,,,
40,0.0007367,,,,,
40,0.0007695,,,,,
40,0.0007341,,,,,
40,0.0006298,,,,,
40,0.0005438,,,,,
40,0.0005793,,,,,
40,0.0007685,,,,,
40,0.0005717,,,,,
40,0.0006349,,,,,
40,0.0005616,,,,,
40,0.0005648,,,,,
29,0.0005298,,,,,
40,0.0005844,,,,,
40,0.0006619,,,,,
40,0.0007354,,,,,
40,0.0005662,,,,,
40,0.000619,,,,,
35,0.0005345,,,,,
40,0.0005355,,,,,
40,0.0005989,,,,,
26,0.0006189,,,,,
40,0.0005643,,,,,
40,0.0006764,,,,,
40,0.0006408,,,,,
40,0.0005383,,,,,
