Max Component Size,Compute Time (s),partition_lgraph_louvain,,,,
400,0.0460157,,387.365,0.052229885,,76
400,0.0546992,,,,,
400,0.0520164,,,,,
380,0.0458613,,,,,
400,0.0488081,,,,,
238,0.0841835,,,,,
400,0.0707291,,,,,
400,0.0469841,,,,,
400,0.046019,,,,,
400,0.0401783,,,,,
400,0.0416102,,,,,
400,0.0457204,,,,,
400,0.0509167,,,,,
400,0.0439541,,,,,
400,0.0521144,,,,,
400,0.053875,,,,,
400,0.0489542,,,,,
400,0.0438932,,,,,
400,0.0487845,,,,,
400,0.079778,,,,,
400,0.0499419,,,,,
400,0.0445838,,,,,
400,0.0496066,,,,,
360,0.0485473,,,,,
400,0.0443372,,,,,
400,0.0447611,,,,,
400,0.0533108,,,,,
400,0.0799501,,,,,
400,0.0442123,,,,,
400,0.0446076,,,,,
379,0.0481169,,,,,
400,0.0472721,,,,,
400,0.0537517,,,,,
400,0.0782354,,,,,
400,0.0410227,,,,,
400,0.0465299,,,,,
400,0.042009,,,,,
380,0.0457284,,,,,
400,0.045746,,,,,
400,0.0758816,,,,,
400,0.0552449,,,,,
400,0.0587202,,,,,
400,0.0445919,,,,,
400,0.0488424,,,,,
400,0.0539906,,,,,
379,0.0757979,,,,,
400,0.0503524,,,,,
380,0.043939,,,,,
380,0.0440014,,,,,
400,0.0401334,,,,,
198,0.063576,,,,,
400,0.0805271,,,,,
338,0.0519133,,,,,
400,0.0492568,,,,,
400,0.0482262,,,,,
400,0.0546013,,,,,
400,0.0493351,,,,,
400,0.0453813,,,,,
400,0.050151,,,,,
400,0.0452396,,,,,
400,0.0723589,,,,,
400,0.0415695,,,,,
400,0.0545904,,,,,
400,0.0438396,,,,,
400,0.0579211,,,,,
380,0.0490302,,,,,
400,0.0441567,,,,,
400,0.0434228,,,,,
380,0.0865638,,,,,
380,0.0457985,,,,,
400,0.046823,,,,,
380,0.0489572,,,,,
339,0.0582224,,,,,
380,0.0487964,,,,,
400,0.0442454,,,,,
400,0.0434978,,,,,
400,0.0515232,,,,,
400,0.0548511,,,,,
359,0.0598507,,,,,
400,0.0765779,,,,,
400,0.0468924,,,,,
380,0.0510219,,,,,
400,0.0450261,,,,,
400,0.0457607,,,,,
400,0.0449721,,,,,
400,0.0750352,,,,,
380,0.0480054,,,,,
380,0.0526886,,,,,
400,0.0460775,,,,,
400,0.0498384,,,,,
380,0.0403615,,,,,
400,0.0910793,,,,,
400,0.0447483,,,,,
400,0.0479262,,,,,
400,0.0440089,,,,,
400,0.0417146,,,,,
400,0.0483154,,,,,
400,0.0841523,,,,,
400,0.0437721,,,,,
379,0.0544,,,,,
400,0.0506771,,,,,
400,0.0448288,,,,,
400,0.0434401,,,,,
400,0.0445789,,,,,
400,0.084302,,,,,
400,0.043894,,,,,
400,0.0487933,,,,,
400,0.0548108,,,,,
341,0.0443278,,,,,
400,0.0499976,,,,,
380,0.0537881,,,,,
400,0.0749919,,,,,
339,0.0485296,,,,,
380,0.0450844,,,,,
380,0.0493329,,,,,
400,0.054081,,,,,
400,0.0536847,,,,,
400,0.049252,,,,,
400,0.045439,,,,,
316,0.0888839,,,,,
400,0.0453375,,,,,
379,0.0441848,,,,,
76,0.0680196,,,,,
400,0.0514062,,,,,
400,0.0503295,,,,,
400,0.0513513,,,,,
400,0.0495502,,,,,
400,0.0750055,,,,,
380,0.0523069,,,,,
359,0.0596299,,,,,
400,0.0439233,,,,,
380,0.0481642,,,,,
379,0.0446315,,,,,
400,0.0607078,,,,,
359,0.0451823,,,,,
400,0.0469635,,,,,
379,0.048309,,,,,
400,0.0459981,,,,,
400,0.0464269,,,,,
400,0.0540185,,,,,
380,0.0532478,,,,,
400,0.0446546,,,,,
400,0.0500042,,,,,
400,0.0445652,,,,,
400,0.050043,,,,,
400,0.0489584,,,,,
200,0.0579198,,,,,
400,0.0438153,,,,,
400,0.0444265,,,,,
400,0.0432953,,,,,
400,0.0481122,,,,,
400,0.0519866,,,,,
400,0.0449541,,,,,
400,0.0451023,,,,,
380,0.0543904,,,,,
400,0.0537402,,,,,
400,0.0495461,,,,,
400,0.0457251,,,,,
400,0.0445792,,,,,
380,0.0492865,,,,,
400,0.0791634,,,,,
400,0.0485622,,,,,
400,0.0500924,,,,,
400,0.0556054,,,,,
380,0.0494955,,,,,
400,0.0449412,,,,,
400,0.0454704,,,,,
400,0.0437135,,,,,
400,0.0441712,,,,,
400,0.0448421,,,,,
400,0.0451351,,,,,
400,0.0800798,,,,,
400,0.0496155,,,,,
380,0.043595,,,,,
400,0.0516195,,,,,
400,0.0500822,,,,,
400,0.0438905,,,,,
400,0.0826656,,,,,
400,0.0584426,,,,,
400,0.0493532,,,,,
185,0.0425163,,,,,
400,0.043699,,,,,
400,0.0609308,,,,,
380,0.0843188,,,,,
400,0.0500903,,,,,
298,0.0475836,,,,,
360,0.0485069,,,,,
380,0.0552251,,,,,
339,0.0525515,,,,,
400,0.0758896,,,,,
379,0.0535491,,,,,
400,0.0459812,,,,,
380,0.0440773,,,,,
400,0.053246,,,,,
400,0.0449857,,,,,
400,0.0805476,,,,,
400,0.0455337,,,,,
379,0.0433571,,,,,
357,0.0492672,,,,,
400,0.0456037,,,,,
