Max Component Size,Compute Time (s),partition_lgraph_louvain,,,,
12,0.0051099,,24.88,0.00597966,,6
15,0.0052531,,,,,
35,0.0058796,,,,,
35,0.0051033,,,,,
12,0.0057286,,,,,
35,0.0054612,,,,,
21,0.0051945,,,,,
18,0.0060341,,,,,
7,0.009552,,,,,
23,0.0043651,,,,,
30,0.0047462,,,,,
15,0.005142,,,,,
28,0.0043927,,,,,
35,0.0051802,,,,,
35,0.0056667,,,,,
18,0.0057136,,,,,
20,0.0044712,,,,,
35,0.0051223,,,,,
35,0.0043232,,,,,
7,0.0075511,,,,,
18,0.0050337,,,,,
35,0.006434,,,,,
12,0.0078014,,,,,
28,0.0060733,,,,,
12,0.0051796,,,,,
18,0.0048115,,,,,
30,0.0052877,,,,,
15,0.004616,,,,,
28,0.0045974,,,,,
7,0.0057586,,,,,
28,0.0050135,,,,,
13,0.004919,,,,,
23,0.0056845,,,,,
35,0.0052978,,,,,
35,0.004736,,,,,
22,0.0053909,,,,,
35,0.0044699,,,,,
35,0.0049824,,,,,
28,0.0053463,,,,,
35,0.0043321,,,,,
35,0.0097518,,,,,
12,0.0053525,,,,,
22,0.010979,,,,,
35,0.0045788,,,,,
35,0.0045464,,,,,
35,0.0080538,,,,,
11,0.0062392,,,,,
35,0.0054868,,,,,
22,0.0069045,,,,,
7,0.0063976,,,,,
35,0.0053511,,,,,
35,0.0158386,,,,,
28,0.0051567,,,,,
20,0.004617,,,,,
35,0.005147,,,,,
28,0.0064576,,,,,
19,0.0047737,,,,,
18,0.0043522,,,,,
28,0.0041877,,,,,
23,0.0057823,,,,,
28,0.0055695,,,,,
35,0.0053791,,,,,
14,0.005553,,,,,
10,0.0058956,,,,,
12,0.0055306,,,,,
35,0.0058152,,,,,
11,0.0055961,,,,,
35,0.0055634,,,,,
23,0.0104985,,,,,
35,0.0056678,,,,,
35,0.0054801,,,,,
6,0.0047402,,,,,
23,0.0042397,,,,,
18,0.0043218,,,,,
12,0.0043767,,,,,
35,0.0049717,,,,,
28,0.0049373,,,,,
35,0.0049991,,,,,
35,0.00618,,,,,
35,0.0057457,,,,,
7,0.0070182,,,,,
12,0.0051459,,,,,
10,0.0062034,,,,,
18,0.0057634,,,,,
35,0.006792,,,,,
35,0.005831,,,,,
35,0.0051695,,,,,
35,0.0055079,,,,,
20,0.026816,,,,,
12,0.0150393,,,,,
28,0.0060624,,,,,
26,0.006042,,,,,
35,0.0064584,,,,,
35,0.005765,,,,,
30,0.0054467,,,,,
18,0.0064383,,,,,
11,0.0078578,,,,,
12,0.0049711,,,,,
12,0.006511,,,,,
35,0.0045569,,,,,
6,0.0056345,,,,,
28,0.0055007,,,,,
25,0.0047109,,,,,
7,0.0064684,,,,,
7,0.0066234,,,,,
28,0.0059203,,,,,
35,0.0052474,,,,,
35,0.0051681,,,,,
35,0.0047384,,,,,
28,0.0064408,,,,,
35,0.005103,,,,,
18,0.0047199,,,,,
28,0.0050104,,,,,
35,0.0051506,,,,,
35,0.0059331,,,,,
19,0.0045958,,,,,
28,0.0062526,,,,,
35,0.0048115,,,,,
28,0.004845,,,,,
35,0.0055176,,,,,
28,0.0084293,,,,,
28,0.0057006,,,,,
28,0.0054866,,,,,
7,0.0091949,,,,,
18,0.0066796,,,,,
35,0.0055079,,,,,
35,0.0056446,,,,,
28,0.007849,,,,,
28,0.0057684,,,,,
35,0.0054699,,,,,
7,0.0075251,,,,,
23,0.0066592,,,,,
35,0.0157729,,,,,
29,0.0050401,,,,,
19,0.005247,,,,,
16,0.0065015,,,,,
22,0.0054826,,,,,
12,0.0050661,,,,,
35,0.006031,,,,,
35,0.0050288,,,,,
35,0.004911,,,,,
35,0.0050024,,,,,
15,0.0045502,,,,,
35,0.0045266,,,,,
35,0.0060949,,,,,
18,0.0068871,,,,,
21,0.0048439,,,,,
19,0.0049789,,,,,
11,0.005604,,,,,
29,0.0051576,,,,,
11,0.0060724,,,,,
13,0.006635,,,,,
12,0.0055479,,,,,
25,0.0054292,,,,,
28,0.004522,,,,,
25,0.0043275,,,,,
7,0.0123394,,,,,
22,0.0047254,,,,,
29,0.0053766,,,,,
28,0.0044277,,,,,
15,0.0056614,,,,,
29,0.005185,,,,,
15,0.0058168,,,,,
7,0.0060972,,,,,
15,0.007981,,,,,
28,0.0046738,,,,,
35,0.0047552,,,,,
35,0.0050375,,,,,
28,0.0056724,,,,,
35,0.0060986,,,,,
7,0.0257254,,,,,
35,0.00538,,,,,
35,0.0056844,,,,,
35,0.0051009,,,,,
35,0.0054778,,,,,
35,0.0061646,,,,,
14,0.0052942,,,,,
35,0.0046539,,,,,
35,0.0064389,,,,,
17,0.0057294,,,,,
35,0.0044993,,,,,
7,0.0050172,,,,,
35,0.0050085,,,,,
35,0.0053061,,,,,
18,0.0049692,,,,,
35,0.0047669,,,,,
28,0.004206,,,,,
28,0.0042803,,,,,
35,0.0052235,,,,,
35,0.0051174,,,,,
28,0.0053713,,,,,
28,0.0053373,,,,,
35,0.00627,,,,,
18,0.0051217,,,,,
28,0.0054963,,,,,
27,0.0051409,,,,,
35,0.0051556,,,,,
12,0.0052308,,,,,
7,0.0058007,,,,,
14,0.0053796,,,,,
