Max Component Size,Compute Time (s),partition_lgraph_spectral,,,,
30,0.2000442,,26.68,0.198649982,,6
30,0.1969088,,,,,
30,0.198392,,,,,
30,0.1946736,,,,,
30,0.2004847,,,,,
6,0.2214047,,,,,
30,0.2002573,,,,,
30,0.1961415,,,,,
30,0.2022972,,,,,
30,0.2001387,,,,,
30,0.1992791,,,,,
30,0.1971645,,,,,
30,0.1942248,,,,,
17,0.2022671,,,,,
30,0.198117,,,,,
30,0.1970501,,,,,
30,0.2009758,,,,,
17,0.1987228,,,,,
30,0.1998724,,,,,
30,0.1955206,,,,,
24,0.1958458,,,,,
30,0.2000522,,,,,
30,0.1971188,,,,,
30,0.1936356,,,,,
18,0.1998136,,,,,
14,0.1965248,,,,,
18,0.1988318,,,,,
23,0.2032657,,,,,
17,0.1926264,,,,,
30,0.1989046,,,,,
30,0.1990643,,,,,
30,0.1962322,,,,,
13,0.2011297,,,,,
30,0.2021051,,,,,
24,0.199032,,,,,
23,0.1974632,,,,,
30,0.1938614,,,,,
30,0.1994809,,,,,
30,0.1992739,,,,,
30,0.1970501,,,,,
30,0.1972978,,,,,
30,0.2031915,,,,,
18,0.1977239,,,,,
16,0.1923542,,,,,
30,0.2005858,,,,,
22,0.1974523,,,,,
30,0.2017217,,,,,
30,0.1992543,,,,,
24,0.1993045,,,,,
18,0.1928998,,,,,
30,0.2005716,,,,,
19,0.1998394,,,,,
25,0.1943814,,,,,
30,0.1965866,,,,,
30,0.1962899,,,,,
13,0.199291,,,,,
30,0.1938745,,,,,
18,0.2000306,,,,,
30,0.2037677,,,,,
30,0.1955786,,,,,
30,0.1968857,,,,,
17,0.1993294,,,,,
30,0.2014388,,,,,
17,0.2009506,,,,,
30,0.2052715,,,,,
30,0.1988549,,,,,
30,0.1974271,,,,,
19,0.2014338,,,,,
30,0.2012875,,,,,
30,0.2017928,,,,,
30,0.2010454,,,,,
30,0.1971146,,,,,
30,0.2017214,,,,,
30,0.1916447,,,,,
19,0.2030155,,,,,
30,0.1973245,,,,,
18,0.2001064,,,,,
30,0.1966686,,,,,
30,0.2040977,,,,,
30,0.1971184,,,,,
18,0.199721,,,,,
19,0.1953587,,,,,
12,0.1972773,,,,,
30,0.2002315,,,,,
30,0.1978797,,,,,
30,0.193337,,,,,
17,0.2031345,,,,,
30,0.2023511,,,,,
30,0.2012541,,,,,
30,0.1962197,,,,,
30,0.2005069,,,,,
30,0.1983752,,,,,
30,0.2047285,,,,,
17,0.197166,,,,,
30,0.1927133,,,,,
30,0.1946066,,,,,
30,0.2029662,,,,,
30,0.2072612,,,,,
30,0.1958487,,,,,
18,0.199109,,,,,
30,0.1989137,,,,,
30,0.1977452,,,,,
30,0.20138,,,,,
30,0.1990179,,,,,
13,0.194215,,,,,
30,0.2002745,,,,,
30,0.2020624,,,,,
30,0.1984427,,,,,
30,0.1977191,,,,,
30,0.1964217,,,,,
30,0.1958879,,,,,
30,0.1979441,,,,,
19,0.201776,,,,,
18,0.1983175,,,,,
30,0.1970115,,,,,
30,0.1959985,,,,,
30,0.1958957,,,,,
30,0.1996985,,,,,
30,0.1988094,,,,,
30,0.1960652,,,,,
30,0.2048607,,,,,
30,0.1975042,,,,,
30,0.2010478,,,,,
30,0.1938709,,,,,
17,0.196903,,,,,
30,0.1933857,,,,,
30,0.1992536,,,,,
30,0.2008606,,,,,
16,0.1934197,,,,,
30,0.2031636,,,,,
18,0.1956095,,,,,
30,0.1988442,,,,,
18,0.1978076,,,,,
30,0.1977305,,,,,
12,0.2028127,,,,,
30,0.1970519,,,,,
30,0.1923785,,,,,
30,0.2043105,,,,,
18,0.1980745,,,,,
30,0.1963677,,,,,
30,0.1956938,,,,,
30,0.2008691,,,,,
30,0.1991522,,,,,
24,0.2026471,,,,,
30,0.1979754,,,,,
18,0.1963868,,,,,
18,0.1976812,,,,,
30,0.2046416,,,,,
30,0.2014371,,,,,
30,0.2034405,,,,,
30,0.197056,,,,,
30,0.1943359,,,,,
30,0.2020106,,,,,
19,0.1982684,,,,,
30,0.196199,,,,,
30,0.1973329,,,,,
30,0.196656,,,,,
30,0.2018128,,,,,
30,0.197579,,,,,
30,0.1916557,,,,,
30,0.1999417,,,,,
30,0.1973444,,,,,
30,0.2006589,,,,,
30,0.1970223,,,,,
30,0.1964912,,,,,
30,0.1986765,,,,,
30,0.201841,,,,,
30,0.1961111,,,,,
30,0.1951122,,,,,
23,0.1992124,,,,,
30,0.1953534,,,,,
30,0.2020978,,,,,
13,0.1984354,,,,,
30,0.1978799,,,,,
30,0.2018836,,,,,
30,0.198207,,,,,
30,0.1968387,,,,,
14,0.195618,,,,,
30,0.2044856,,,,,
30,0.1975247,,,,,
16,0.2032223,,,,,
30,0.1953142,,,,,
30,0.195244,,,,,
18,0.195408,,,,,
30,0.195813,,,,,
30,0.2011566,,,,,
30,0.2019594,,,,,
30,0.1962514,,,,,
13,0.200916,,,,,
30,0.2009362,,,,,
30,0.1959411,,,,,
17,0.1961171,,,,,
30,0.196457,,,,,
30,0.1977317,,,,,
30,0.1986066,,,,,
30,0.1987523,,,,,
30,0.1992912,,,,,
24,0.1987275,,,,,
12,0.1982861,,,,,
30,0.1996223,,,,,
