Max Component Size,Compute Time (s),partition_lgraph_spectral,,,,
50,0.2901785,,46.955,0.294105337,,24
32,0.2828801,,,,,
50,0.3290466,,,,,
50,0.2855648,,,,,
36,0.2967334,,,,,
50,0.293712,,,,,
44,0.2914819,,,,,
50,0.2819425,,,,,
50,0.2825351,,,,,
50,0.2796464,,,,,
50,0.2806199,,,,,
50,0.2780646,,,,,
50,0.2817314,,,,,
50,0.2803963,,,,,
50,0.2874693,,,,,
50,0.289624,,,,,
50,0.2901014,,,,,
29,0.2785957,,,,,
50,0.2893522,,,,,
50,0.287697,,,,,
50,0.2799277,,,,,
50,0.285404,,,,,
50,0.2884756,,,,,
50,0.2849061,,,,,
50,0.2798604,,,,,
50,0.2782894,,,,,
50,0.2922254,,,,,
50,0.2832728,,,,,
50,0.2834639,,,,,
50,0.2793218,,,,,
44,0.2878402,,,,,
50,0.2843664,,,,,
31,0.2793594,,,,,
50,0.2797455,,,,,
50,0.2928841,,,,,
40,0.2882166,,,,,
50,0.283612,,,,,
50,0.2949696,,,,,
50,0.2911674,,,,,
25,0.2867044,,,,,
50,0.2930197,,,,,
50,0.43693,,,,,
27,0.5812122,,,,,
50,0.343375,,,,,
29,0.897129,,,,,
50,0.2841593,,,,,
50,0.2893494,,,,,
50,0.6389481,,,,,
44,0.287022,,,,,
50,0.27993,,,,,
50,0.2830252,,,,,
50,0.2944846,,,,,
50,0.2819704,,,,,
50,0.2864506,,,,,
50,0.2782052,,,,,
50,0.2808785,,,,,
50,0.2977536,,,,,
50,0.276392,,,,,
50,0.293129,,,,,
50,0.2806379,,,,,
44,0.2981855,,,,,
50,0.2849486,,,,,
50,0.2892036,,,,,
50,0.2925539,,,,,
36,0.2817186,,,,,
50,0.2820121,,,,,
50,0.2798271,,,,,
27,0.2886005,,,,,
50,0.2821065,,,,,
50,0.2938355,,,,,
50,0.2853182,,,,,
50,0.2804852,,,,,
50,0.2835469,,,,,
50,0.2824149,,,,,
50,0.280132,,,,,
50,0.2845188,,,,,
50,0.2832902,,,,,
50,0.2872745,,,,,
50,0.2860902,,,,,
50,0.2826603,,,,,
50,0.2873169,,,,,
50,0.2827739,,,,,
50,0.3027186,,,,,
50,0.2871086,,,,,
50,0.2824675,,,,,
50,0.2777203,,,,,
50,0.2894463,,,,,
50,0.2806722,,,,,
50,0.2867963,,,,,
50,0.2847359,,,,,
50,0.3070093,,,,,
50,0.2773093,,,,,
30,0.2770448,,,,,
50,0.2989185,,,,,
50,0.2811776,,,,,
50,0.281216,,,,,
50,0.2827975,,,,,
50,0.2874177,,,,,
50,0.2897595,,,,,
50,0.284108,,,,,
50,0.2823635,,,,,
50,0.2843834,,,,,
50,0.2979834,,,,,
50,0.2916391,,,,,
50,0.2835099,,,,,
50,0.284853,,,,,
50,0.2910628,,,,,
50,0.2853255,,,,,
50,0.2886486,,,,,
50,0.2818929,,,,,
30,0.2843365,,,,,
29,0.286087,,,,,
50,0.286639,,,,,
50,0.2904114,,,,,
33,0.2917318,,,,,
50,0.2980717,,,,,
50,0.2840051,,,,,
31,0.2837565,,,,,
50,0.2792054,,,,,
50,0.2909169,,,,,
50,0.2822073,,,,,
50,0.2858293,,,,,
50,0.2861663,,,,,
50,0.2844307,,,,,
50,0.2896591,,,,,
50,0.2861286,,,,,
26,0.2799467,,,,,
50,0.2821006,,,,,
28,0.2838328,,,,,
50,0.2810838,,,,,
50,0.2997229,,,,,
50,0.2857554,,,,,
50,0.2790571,,,,,
50,0.282755,,,,,
50,0.3081954,,,,,
30,0.2930859,,,,,
50,0.290727,,,,,
50,0.2808296,,,,,
50,0.2969262,,,,,
50,0.2771662,,,,,
26,0.2858731,,,,,
50,0.2835819,,,,,
50,0.2914808,,,,,
50,0.2944805,,,,,
50,0.2887598,,,,,
50,0.288876,,,,,
50,0.2805637,,,,,
50,0.3180214,,,,,
50,0.2809565,,,,,
50,0.2825719,,,,,
50,0.2824227,,,,,
50,0.2800705,,,,,
27,0.2822072,,,,,
32,0.2917605,,,,,
50,0.2917768,,,,,
50,0.2815387,,,,,
50,0.2925324,,,,,
50,0.2825541,,,,,
50,0.2840896,,,,,
50,0.2914448,,,,,
37,0.2881702,,,,,
38,0.2830141,,,,,
50,0.2892118,,,,,
50,0.2888779,,,,,
50,0.2855931,,,,,
32,0.2884972,,,,,
50,0.2803728,,,,,
45,0.2883786,,,,,
50,0.2862174,,,,,
50,0.2931306,,,,,
50,0.2892012,,,,,
50,0.2849278,,,,,
50,0.2846434,,,,,
24,0.2776389,,,,,
30,0.3058771,,,,,
29,0.3054667,,,,,
50,0.2792638,,,,,
50,0.2887887,,,,,
50,0.287801,,,,,
50,0.2882575,,,,,
50,0.2863382,,,,,
50,0.2921918,,,,,
50,0.2816397,,,,,
50,0.2845085,,,,,
50,0.2842656,,,,,
50,0.2950726,,,,,
50,0.2840843,,,,,
50,0.2867191,,,,,
31,0.2743369,,,,,
50,0.2830732,,,,,
50,0.2926255,,,,,
50,0.2847449,,,,,
50,0.2871537,,,,,
50,0.2963243,,,,,
50,0.2865543,,,,,
38,0.2872873,,,,,
50,0.2866158,,,,,
50,0.2868678,,,,,
27,0.2837619,,,,,
50,0.2929548,,,,,
