Max Component Size,Compute Time (s),runScen3_1_rand,,,,
17,0.0009186,,30.665,0.002194525,,6
12,0.0009565,,,,,
20,0.0014168,,,,,
35,0.0012105,,,,,
35,0.0011554,,,,,
35,0.0066404,,,,,
20,0.0044422,,,,,
35,0.0055293,,,,,
35,0.0010338,,,,,
25,0.0010546,,,,,
35,0.0009983,,,,,
35,0.0011314,,,,,
35,0.0015274,,,,,
35,0.0010833,,,,,
35,0.0011519,,,,,
35,0.0014277,,,,,
35,0.001147,,,,,
35,0.0011392,,,,,
18,0.001475,,,,,
35,0.0011966,,,,,
35,0.0015712,,,,,
35,0.0049817,,,,,
24,0.0011065,,,,,
13,0.0010338,,,,,
29,0.001229,,,,,
35,0.0013196,,,,,
35,0.029627,,,,,
23,0.0011128,,,,,
28,0.0010154,,,,,
35,0.0011379,,,,,
35,0.0019793,,,,,
35,0.0073959,,,,,
35,0.0049698,,,,,
17,0.0044669,,,,,
35,0.001111,,,,,
35,0.0015195,,,,,
35,0.0011798,,,,,
35,0.0010604,,,,,
19,0.0010642,,,,,
35,0.001114,,,,,
20,0.0009891,,,,,
35,0.0012064,,,,,
35,0.0010858,,,,,
35,0.0012631,,,,,
35,0.0010951,,,,,
35,0.0011256,,,,,
35,0.00345,,,,,
35,0.0062862,,,,,
35,0.0038399,,,,,
17,0.0009485,,,,,
35,0.0018658,,,,,
18,0.0008184,,,,,
17,0.00098,,,,,
30,0.001124,,,,,
6,0.0010484,,,,,
35,0.0011106,,,,,
35,0.0033397,,,,,
18,0.0010144,,,,,
35,0.001067,,,,,
22,0.0060625,,,,,
35,0.0044278,,,,,
35,0.005926,,,,,
35,0.0012935,,,,,
18,0.0011329,,,,,
35,0.0010993,,,,,
23,0.0028862,,,,,
35,0.0010324,,,,,
35,0.0011273,,,,,
35,0.0033829,,,,,
35,0.001108,,,,,
30,0.0009448,,,,,
35,0.001863,,,,,
35,0.0011849,,,,,
35,0.0023476,,,,,
35,0.0046686,,,,,
35,0.0059149,,,,,
35,0.0013997,,,,,
35,0.0010709,,,,,
35,0.0011078,,,,,
35,0.002934,,,,,
29,0.0009833,,,,,
19,0.0012106,,,,,
35,0.0036446,,,,,
35,0.001092,,,,,
35,0.0009639,,,,,
35,0.0017881,,,,,
35,0.0010175,,,,,
35,0.0023484,,,,,
35,0.0039663,,,,,
35,0.0052996,,,,,
35,0.0045255,,,,,
35,0.0010543,,,,,
35,0.0010355,,,,,
35,0.0009895,,,,,
23,0.0019946,,,,,
35,0.0010397,,,,,
12,0.0009395,,,,,
35,0.0029781,,,,,
13,0.0010557,,,,,
35,0.0010829,,,,,
23,0.0024101,,,,,
35,0.0010267,,,,,
11,0.0010039,,,,,
23,0.0027322,,,,,
29,0.0009449,,,,,
18,0.0009767,,,,,
24,0.0012209,,,,,
24,0.000959,,,,,
35,0.003452,,,,,
35,0.0049202,,,,,
35,0.0044493,,,,,
35,0.0015387,,,,,
35,0.000973,,,,,
35,0.0011432,,,,,
24,0.0012286,,,,,
30,0.0010702,,,,,
35,0.0011175,,,,,
35,0.0011907,,,,,
19,0.0010405,,,,,
35,0.001083,,,,,
35,0.0012648,,,,,
35,0.0010205,,,,,
35,0.0031,,,,,
24,0.0050067,,,,,
35,0.0050011,,,,,
35,0.0017037,,,,,
35,0.0009699,,,,,
24,0.0008862,,,,,
35,0.0022216,,,,,
35,0.0011071,,,,,
18,0.0009222,,,,,
28,0.0010349,,,,,
35,0.0010082,,,,,
30,0.0050786,,,,,
35,0.0189551,,,,,
35,0.0011368,,,,,
35,0.0123861,,,,,
35,0.0011891,,,,,
35,0.0013727,,,,,
19,0.000936,,,,,
35,0.0009053,,,,,
19,0.0008459,,,,,
35,0.0018679,,,,,
35,0.0010245,,,,,
35,0.0029155,,,,,
35,0.0010225,,,,,
35,0.0008642,,,,,
29,0.0008931,,,,,
35,0.0041796,,,,,
35,0.0009519,,,,,
35,0.0010183,,,,,
29,0.0012614,,,,,
35,0.0011864,,,,,
35,0.0010178,,,,,
13,0.0012994,,,,,
15,0.0010528,,,,,
12,0.001295,,,,,
17,0.0008591,,,,,
35,0.0010026,,,,,
35,0.0037614,,,,,
35,0.0010442,,,,,
22,0.001018,,,,,
35,0.0034075,,,,,
35,0.0013122,,,,,
35,0.0010589,,,,,
17,0.0009201,,,,,
35,0.0015092,,,,,
35,0.002277,,,,,
17,0.0009924,,,,,
35,0.0010172,,,,,
35,0.0012936,,,,,
35,0.0010454,,,,,
35,0.0011009,,,,,
35,0.0011126,,,,,
35,0.003266,,,,,
35,0.0011173,,,,,
12,0.0009537,,,,,
35,0.003335,,,,,
35,0.0011178,,,,,
35,0.0010676,,,,,
35,0.0072266,,,,,
35,0.0165758,,,,,
18,0.0009203,,,,,
35,0.0017703,,,,,
18,0.000873,,,,,
35,0.0010763,,,,,
24,0.0020552,,,,,
29,0.001398,,,,,
35,0.0011215,,,,,
35,0.00112,,,,,
35,0.00182,,,,,
29,0.0010671,,,,,
35,0.0009872,,,,,
35,0.0015388,,,,,
35,0.0012398,,,,,
35,0.001107,,,,,
35,0.001266,,,,,
35,0.0010618,,,,,
35,0.0012182,,,,,
35,0.0012742,,,,,
