Max Component Size,Compute Time (s),runScen3_1_rand,,
800,0.0283507,,800,0.029016285
800,0.0308441,,,
800,0.0293568,,,
800,0.0397306,,,
800,0.0295932,,,
800,0.0294107,,,
800,0.0290893,,,
800,0.0283182,,,
800,0.0264113,,,
800,0.030645,,,
800,0.0281689,,,
800,0.0276847,,,
800,0.0277162,,,
800,0.0301993,,,
800,0.0258481,,,
800,0.0286767,,,
800,0.0264762,,,
800,0.0287481,,,
800,0.0288414,,,
800,0.0292209,,,
800,0.0318808,,,
800,0.0287029,,,
800,0.0272483,,,
800,0.0282887,,,
800,0.0292548,,,
800,0.02803,,,
800,0.0280682,,,
800,0.0271177,,,
800,0.0280218,,,
800,0.0298086,,,
800,0.0294181,,,
800,0.0288602,,,
800,0.0314675,,,
800,0.0296954,,,
800,0.0299235,,,
800,0.0301174,,,
800,0.0274566,,,
800,0.0281086,,,
800,0.0286477,,,
800,0.0281441,,,
800,0.0298667,,,
800,0.0272411,,,
800,0.0285109,,,
800,0.0287001,,,
800,0.0279207,,,
800,0.0284024,,,
800,0.0281557,,,
800,0.0284827,,,
800,0.0287372,,,
800,0.030945,,,
800,0.0277833,,,
800,0.0277606,,,
800,0.0271419,,,
800,0.0309608,,,
800,0.0597071,,,
800,0.0286103,,,
800,0.0290138,,,
800,0.0279957,,,
800,0.0294083,,,
800,0.0285679,,,
800,0.0278966,,,
800,0.0302861,,,
800,0.0321287,,,
800,0.027711,,,
800,0.0291465,,,
800,0.0303361,,,
800,0.0277225,,,
800,0.0281811,,,
800,0.0289166,,,
800,0.0270688,,,
800,0.028748,,,
800,0.0303023,,,
800,0.0288087,,,
800,0.0299359,,,
800,0.0342997,,,
800,0.0305729,,,
800,0.029119,,,
800,0.0288788,,,
800,0.0285378,,,
800,0.0279761,,,
800,0.0279784,,,
800,0.0306391,,,
800,0.0277913,,,
800,0.0305073,,,
800,0.0287186,,,
800,0.0266703,,,
800,0.0270886,,,
800,0.0302158,,,
800,0.0296194,,,
800,0.0279051,,,
800,0.0296527,,,
800,0.0314988,,,
800,0.0305256,,,
800,0.0274299,,,
800,0.0294139,,,
800,0.0271986,,,
800,0.0301987,,,
800,0.0270908,,,
800,0.0284011,,,
800,0.0284404,,,
800,0.0286626,,,
800,0.0297834,,,
800,0.0293881,,,
800,0.0316356,,,
800,0.0282996,,,
800,0.0272739,,,
800,0.0269975,,,
800,0.0284232,,,
800,0.0309602,,,
800,0.0281073,,,
800,0.0294103,,,
800,0.0298828,,,
800,0.0276996,,,
800,0.0282805,,,
800,0.0293621,,,
800,0.0292784,,,
800,0.0282026,,,
800,0.0249377,,,
800,0.0306761,,,
800,0.0296676,,,
800,0.0278047,,,
800,0.0302978,,,
800,0.0302012,,,
800,0.0300728,,,
800,0.028295,,,
800,0.0264047,,,
800,0.0301195,,,
800,0.0278417,,,
800,0.0290072,,,
800,0.0304035,,,
800,0.0282074,,,
800,0.0283427,,,
800,0.0300039,,,
800,0.0289418,,,
800,0.0282487,,,
800,0.027619,,,
800,0.0252083,,,
800,0.0263434,,,
800,0.0313303,,,
800,0.0276248,,,
800,0.0282654,,,
800,0.0305736,,,
800,0.0273936,,,
800,0.0286406,,,
800,0.0286825,,,
800,0.0284216,,,
800,0.0299139,,,
800,0.0278217,,,
800,0.0279542,,,
800,0.0296076,,,
800,0.0295752,,,
800,0.0300782,,,
800,0.0295268,,,
800,0.0286333,,,
800,0.0299982,,,
800,0.029104,,,
800,0.0286919,,,
800,0.0304484,,,
800,0.0294376,,,
800,0.0287401,,,
800,0.0295365,,,
800,0.0286679,,,
800,0.0271348,,,
800,0.0294266,,,
800,0.0294329,,,
800,0.0283827,,,
800,0.0275004,,,
800,0.0297987,,,
800,0.0301503,,,
800,0.0302671,,,
800,0.0298048,,,
800,0.0312852,,,
800,0.0279653,,,
800,0.0268997,,,
800,0.0308333,,,
800,0.0263918,,,
800,0.0255361,,,
800,0.0268207,,,
800,0.0256145,,,
800,0.0279072,,,
800,0.028811,,,
800,0.0303536,,,
800,0.0287108,,,
800,0.0276395,,,
800,0.0290998,,,
800,0.0299686,,,
800,0.0273525,,,
800,0.0282931,,,
800,0.0280113,,,
800,0.0286657,,,
800,0.0304174,,,
800,0.0308485,,,
800,0.0295294,,,
800,0.0265317,,,
800,0.0306732,,,
800,0.0283903,,,
800,0.0276428,,,
800,0.0263985,,,
800,0.0281714,,,
800,0.0285743,,,
