Max Component Size,Compute Time (s),partition_lgraph_louvain,,,,
13,0.0060159,,19.95,0.007233401,,6
6,0.0052409,,,,,
40,0.0066593,,,,,
40,0.0072607,,,,,
40,0.0058239,,,,,
12,0.0062619,,,,,
17,0.0080774,,,,,
28,0.0066268,,,,,
40,0.0085043,,,,,
6,0.0070891,,,,,
16,0.0062963,,,,,
24,0.0061481,,,,,
40,0.0066331,,,,,
22,0.0061987,,,,,
24,0.005783,,,,,
20,0.0067908,,,,,
22,0.005981,,,,,
34,0.0056471,,,,,
6,0.0211341,,,,,
10,0.0051401,,,,,
26,0.0071498,,,,,
6,0.0069311,,,,,
22,0.0060756,,,,,
22,0.007025,,,,,
6,0.0048513,,,,,
17,0.0056143,,,,,
40,0.0057355,,,,,
40,0.0057274,,,,,
6,0.0051674,,,,,
25,0.006077,,,,,
21,0.0070546,,,,,
6,0.0066734,,,,,
19,0.0064647,,,,,
21,0.0071994,,,,,
22,0.007634,,,,,
19,0.0062569,,,,,
6,0.0059733,,,,,
13,0.0064502,,,,,
22,0.0069691,,,,,
40,0.0070546,,,,,
6,0.0075814,,,,,
6,0.0074726,,,,,
40,0.0051899,,,,,
34,0.0056647,,,,,
17,0.0060228,,,,,
40,0.008288,,,,,
28,0.0062539,,,,,
17,0.0064644,,,,,
21,0.0058181,,,,,
26,0.006581,,,,,
6,0.0077461,,,,,
16,0.0080725,,,,,
40,0.0078108,,,,,
11,0.0065434,,,,,
6,0.0084245,,,,,
14,0.0092677,,,,,
34,0.007307,,,,,
24,0.00627,,,,,
28,0.0060892,,,,,
22,0.0080274,,,,,
40,0.005473,,,,,
22,0.0082101,,,,,
22,0.0071817,,,,,
22,0.006666,,,,,
12,0.0063922,,,,,
23,0.0066879,,,,,
6,0.0071511,,,,,
18,0.0058473,,,,,
21,0.0065001,,,,,
22,0.006426,,,,,
17,0.0072556,,,,,
40,0.0068018,,,,,
6,0.0054543,,,,,
6,0.0059846,,,,,
40,0.0066614,,,,,
19,0.006637,,,,,
40,0.0067858,,,,,
6,0.0059228,,,,,
6,0.0076707,,,,,
17,0.0069362,,,,,
6,0.0064683,,,,,
6,0.0071384,,,,,
6,0.0176193,,,,,
40,0.0179869,,,,,
6,0.0092225,,,,,
6,0.0063319,,,,,
23,0.0080144,,,,,
23,0.0065095,,,,,
6,0.0051183,,,,,
22,0.0077632,,,,,
6,0.0057001,,,,,
6,0.0061085,,,,,
40,0.0060212,,,,,
22,0.0057159,,,,,
40,0.006876,,,,,
23,0.0082805,,,,,
34,0.0062566,,,,,
6,0.0058743,,,,,
40,0.0059629,,,,,
10,0.0060463,,,,,
40,0.0053029,,,,,
34,0.0062485,,,,,
22,0.0078638,,,,,
40,0.0052378,,,,,
40,0.0069119,,,,,
6,0.0062053,,,,,
6,0.0078741,,,,,
6,0.0062646,,,,,
36,0.0066168,,,,,
24,0.0065181,,,,,
22,0.0070439,,,,,
19,0.0069479,,,,,
34,0.0052784,,,,,
22,0.0074106,,,,,
20,0.0062548,,,,,
6,0.0061715,,,,,
10,0.0061775,,,,,
6,0.0067557,,,,,
6,0.006096,,,,,
18,0.0070622,,,,,
6,0.006043,,,,,
22,0.007883,,,,,
20,0.0051702,,,,,
26,0.0065781,,,,,
40,0.0064606,,,,,
18,0.008063,,,,,
11,0.0066736,,,,,
40,0.0068629,,,,,
22,0.0100266,,,,,
16,0.011728,,,,,
22,0.0085263,,,,,
34,0.0066387,,,,,
19,0.0068824,,,,,
12,0.0060916,,,,,
28,0.0050455,,,,,
17,0.0070248,,,,,
12,0.0078055,,,,,
6,0.0063747,,,,,
29,0.0073086,,,,,
6,0.0095627,,,,,
35,0.0074746,,,,,
6,0.008458,,,,,
11,0.0096999,,,,,
6,0.0053593,,,,,
22,0.006465,,,,,
22,0.006824,,,,,
21,0.0061375,,,,,
12,0.0070215,,,,,
40,0.006022,,,,,
6,0.0061411,,,,,
14,0.0071259,,,,,
12,0.0059678,,,,,
34,0.0158964,,,,,
40,0.0088678,,,,,
6,0.005577,,,,,
34,0.0075128,,,,,
6,0.0057097,,,,,
12,0.008924,,,,,
19,0.0068692,,,,,
6,0.0065377,,,,,
6,0.0072955,,,,,
13,0.0061869,,,,,
6,0.0084172,,,,,
6,0.0073055,,,,,
40,0.0095491,,,,,
13,0.0057908,,,,,
23,0.0053023,,,,,
40,0.0082766,,,,,
10,0.0072106,,,,,
12,0.0086032,,,,,
7,0.0055967,,,,,
6,0.0071251,,,,,
21,0.0084234,,,,,
6,0.0061377,,,,,
6,0.0101198,,,,,
21,0.0062481,,,,,
40,0.0443405,,,,,
34,0.0052482,,,,,
12,0.0056163,,,,,
40,0.0070554,,,,,
24,0.0069235,,,,,
6,0.0079801,,,,,
6,0.0053422,,,,,
21,0.005816,,,,,
34,0.0053677,,,,,
6,0.0055898,,,,,
6,0.0070984,,,,,
40,0.0055893,,,,,
6,0.0077728,,,,,
13,0.0117215,,,,,
6,0.0141106,,,,,
19,0.0058054,,,,,
14,0.0070257,,,,,
29,0.0072999,,,,,
23,0.0056821,,,,,
40,0.0067088,,,,,
34,0.0062416,,,,,
11,0.0078919,,,,,
16,0.00582,,,,,
16,0.0055075,,,,,
