Max Component Size,Compute Time (s),runScen3_1_rand,,,,
40,0.0011734,,34.77,0.001793949,,12
40,0.0013106,,,,,
23,0.0011585,,,,,
40,0.0013221,,,,,
40,0.0012369,,,,,
40,0.001252,,,,,
23,0.0123685,,,,,
18,0.0085844,,,,,
40,0.001229,,,,,
40,0.0011614,,,,,
40,0.0012102,,,,,
40,0.0012409,,,,,
35,0.0010188,,,,,
40,0.0012544,,,,,
24,0.0017464,,,,,
40,0.0016897,,,,,
40,0.0011373,,,,,
40,0.0011128,,,,,
40,0.0022058,,,,,
34,0.0012877,,,,,
26,0.0010443,,,,,
40,0.0097607,,,,,
40,0.0178344,,,,,
40,0.0010234,,,,,
40,0.0044009,,,,,
40,0.0032671,,,,,
34,0.0009984,,,,,
40,0.0016223,,,,,
23,0.003639,,,,,
29,0.0021298,,,,,
40,0.0010726,,,,,
26,0.0011435,,,,,
40,0.0014485,,,,,
23,0.001676,,,,,
40,0.0014466,,,,,
40,0.0014816,,,,,
40,0.0012188,,,,,
40,0.0012751,,,,,
17,0.0010384,,,,,
40,0.0011926,,,,,
40,0.0011704,,,,,
23,0.0033129,,,,,
27,0.0012469,,,,,
40,0.0030775,,,,,
40,0.0011679,,,,,
40,0.0014481,,,,,
20,0.0013368,,,,,
26,0.0013352,,,,,
40,0.0011283,,,,,
40,0.001137,,,,,
29,0.0011584,,,,,
23,0.0012893,,,,,
40,0.0009951,,,,,
40,0.0011548,,,,,
40,0.0012972,,,,,
40,0.0034764,,,,,
19,0.0015523,,,,,
40,0.0010892,,,,,
40,0.0011088,,,,,
27,0.0013315,,,,,
24,0.0014925,,,,,
40,0.0012019,,,,,
40,0.0014131,,,,,
40,0.001196,,,,,
40,0.001386,,,,,
40,0.001213,,,,,
40,0.001189,,,,,
34,0.0012688,,,,,
19,0.0010849,,,,,
40,0.0014923,,,,,
40,0.0012649,,,,,
40,0.0010289,,,,,
27,0.0010805,,,,,
40,0.0012923,,,,,
13,0.0018955,,,,,
40,0.0012406,,,,,
40,0.0012431,,,,,
40,0.0011513,,,,,
40,0.0010578,,,,,
23,0.0012154,,,,,
22,0.00119,,,,,
40,0.002494,,,,,
40,0.0028341,,,,,
40,0.002016,,,,,
40,0.0012278,,,,,
40,0.0012687,,,,,
35,0.0011802,,,,,
40,0.0012988,,,,,
34,0.0020822,,,,,
40,0.0016046,,,,,
40,0.0013229,,,,,
23,0.0019413,,,,,
40,0.0013779,,,,,
40,0.0066508,,,,,
40,0.003281,,,,,
40,0.0028548,,,,,
16,0.0010264,,,,,
40,0.0012594,,,,,
18,0.005336,,,,,
22,0.0010627,,,,,
23,0.0013433,,,,,
21,0.0015081,,,,,
40,0.001401,,,,,
40,0.0013547,,,,,
40,0.0012902,,,,,
40,0.0046042,,,,,
40,0.0026762,,,,,
18,0.0013562,,,,,
40,0.0012095,,,,,
40,0.0013486,,,,,
40,0.0013286,,,,,
14,0.001226,,,,,
40,0.0011119,,,,,
23,0.0010032,,,,,
23,0.0010136,,,,,
40,0.0014444,,,,,
40,0.0013681,,,,,
35,0.0013568,,,,,
40,0.0048226,,,,,
40,0.0033252,,,,,
27,0.0025472,,,,,
40,0.0018028,,,,,
40,0.0011446,,,,,
40,0.0012586,,,,,
40,0.0013309,,,,,
31,0.0011476,,,,,
23,0.0012975,,,,,
40,0.0012556,,,,,
40,0.001275,,,,,
40,0.0012699,,,,,
40,0.0010098,,,,,
29,0.005997,,,,,
40,0.0011128,,,,,
40,0.001676,,,,,
40,0.0010899,,,,,
40,0.0010319,,,,,
24,0.0009365,,,,,
40,0.0010557,,,,,
34,0.0069116,,,,,
40,0.0010123,,,,,
24,0.0009924,,,,,
40,0.0011421,,,,,
40,0.0011524,,,,,
40,0.0015391,,,,,
40,0.0011893,,,,,
40,0.0015353,,,,,
23,0.001255,,,,,
40,0.0014044,,,,,
22,0.001255,,,,,
40,0.0014246,,,,,
40,0.0035866,,,,,
23,0.0013552,,,,,
40,0.0016076,,,,,
40,0.001302,,,,,
40,0.0013156,,,,,
40,0.0013637,,,,,
40,0.0012964,,,,,
27,0.0013796,,,,,
40,0.0014605,,,,,
40,0.0011176,,,,,
40,0.0012678,,,,,
40,0.0013639,,,,,
24,0.0012226,,,,,
40,0.0014518,,,,,
19,0.0015478,,,,,
29,0.0011874,,,,,
40,0.0012764,,,,,
30,0.0012458,,,,,
40,0.0012772,,,,,
25,0.0011289,,,,,
19,0.0010687,,,,,
40,0.001133,,,,,
40,0.0056493,,,,,
40,0.0038324,,,,,
40,0.0009823,,,,,
29,0.0009768,,,,,
24,0.0009314,,,,,
40,0.0010386,,,,,
18,0.0009284,,,,,
22,0.0009667,,,,,
40,0.0011522,,,,,
24,0.0011826,,,,,
40,0.0016992,,,,,
34,0.0012395,,,,,
40,0.001402,,,,,
23,0.0010163,,,,,
40,0.0012602,,,,,
24,0.0010718,,,,,
40,0.0011752,,,,,
40,0.0013273,,,,,
40,0.001185,,,,,
40,0.001316,,,,,
40,0.0010989,,,,,
40,0.0012871,,,,,
40,0.001168,,,,,
40,0.0015206,,,,,
35,0.0010459,,,,,
40,0.001151,,,,,
12,0.0010177,,,,,
40,0.00112,,,,,
