Max Component Size,Compute Time (s),partition_lgraph_spectral,,,,
14,0.395315,,22.05,0.215493992,,10
25,0.2730635,,,,,
25,0.2104561,,,,,
25,0.2069008,,,,,
17,0.1994138,,,,,
25,0.211403,,,,,
25,0.4196309,,,,,
25,0.2125387,,,,,
19,0.1987326,,,,,
15,0.5771932,,,,,
25,0.3136264,,,,,
25,0.1984987,,,,,
25,0.2017226,,,,,
15,0.207539,,,,,
25,0.2049861,,,,,
25,0.2937454,,,,,
25,0.2221269,,,,,
25,0.4192528,,,,,
20,0.3314045,,,,,
25,0.1946954,,,,,
11,0.2003945,,,,,
25,0.1973255,,,,,
25,0.1937064,,,,,
25,0.2118251,,,,,
25,0.1981679,,,,,
15,0.2000626,,,,,
25,0.2019413,,,,,
25,0.1985851,,,,,
14,0.198787,,,,,
18,0.2032027,,,,,
25,0.2022035,,,,,
14,0.2022411,,,,,
25,0.1995265,,,,,
25,0.2011725,,,,,
25,0.1949599,,,,,
25,0.2037692,,,,,
19,0.1973763,,,,,
25,0.1984742,,,,,
25,0.1998484,,,,,
12,0.2022011,,,,,
25,0.207454,,,,,
25,0.2028761,,,,,
25,0.2002884,,,,,
25,0.2181125,,,,,
25,0.1991242,,,,,
25,0.2040752,,,,,
25,0.2028195,,,,,
25,0.1979928,,,,,
25,0.2028852,,,,,
25,0.2168529,,,,,
25,0.2009554,,,,,
25,0.2015122,,,,,
13,0.210689,,,,,
25,0.2010412,,,,,
15,0.2039934,,,,,
25,0.1994699,,,,,
25,0.2000052,,,,,
25,0.2002139,,,,,
12,0.2068756,,,,,
25,0.2101786,,,,,
25,0.2046489,,,,,
15,0.2001968,,,,,
25,0.1986488,,,,,
25,0.2045558,,,,,
15,0.2021717,,,,,
25,0.2059717,,,,,
25,0.2030423,,,,,
25,0.2028077,,,,,
25,0.1980345,,,,,
15,0.1977331,,,,,
25,0.2014134,,,,,
19,0.1996283,,,,,
25,0.212214,,,,,
25,0.2038377,,,,,
25,0.1973723,,,,,
25,0.1974072,,,,,
14,0.2027564,,,,,
25,0.2087137,,,,,
15,0.1999884,,,,,
25,0.2182323,,,,,
25,0.2061491,,,,,
25,0.2018958,,,,,
25,0.206877,,,,,
10,0.2003606,,,,,
25,0.2041827,,,,,
25,0.2117994,,,,,
25,0.2002631,,,,,
25,0.2047263,,,,,
14,0.2008668,,,,,
25,0.2003892,,,,,
14,0.199792,,,,,
25,0.2056201,,,,,
15,0.2012723,,,,,
25,0.2110551,,,,,
13,0.2127392,,,,,
10,0.2111155,,,,,
25,0.2065501,,,,,
25,0.2003434,,,,,
13,0.1977837,,,,,
25,0.2032398,,,,,
25,0.2028794,,,,,
25,0.2047862,,,,,
13,0.1969034,,,,,
25,0.2027337,,,,,
25,0.2044984,,,,,
25,0.1997077,,,,,
25,0.2083444,,,,,
25,0.2006986,,,,,
25,0.2023387,,,,,
25,0.2123916,,,,,
14,0.1972659,,,,,
21,0.2025443,,,,,
19,0.1986758,,,,,
25,0.2046355,,,,,
25,0.2021173,,,,,
20,0.2154128,,,,,
13,0.2063488,,,,,
25,0.1971764,,,,,
25,0.2024569,,,,,
25,0.2239866,,,,,
25,0.2011943,,,,,
25,0.20121,,,,,
25,0.203877,,,,,
16,0.199877,,,,,
25,0.1970924,,,,,
11,0.1972757,,,,,
25,0.2088027,,,,,
14,0.2093998,,,,,
15,0.1966846,,,,,
25,0.201294,,,,,
25,0.2055234,,,,,
25,0.2120928,,,,,
25,0.201962,,,,,
25,0.2040356,,,,,
16,0.1954568,,,,,
25,0.1963414,,,,,
20,0.2000015,,,,,
12,0.2069511,,,,,
15,0.197642,,,,,
25,0.1946382,,,,,
13,0.2092435,,,,,
25,0.2011293,,,,,
25,0.2130039,,,,,
25,0.1922414,,,,,
25,0.2047487,,,,,
25,0.2073295,,,,,
25,0.1997374,,,,,
25,0.1986607,,,,,
25,0.2025607,,,,,
19,0.2175624,,,,,
16,0.1973919,,,,,
25,0.2002335,,,,,
25,0.2027807,,,,,
25,0.504517,,,,,
25,0.2006126,,,,,
15,0.4547054,,,,,
25,0.3598287,,,,,
15,0.2001977,,,,,
25,0.4916174,,,,,
25,0.1978425,,,,,
25,0.4393246,,,,,
25,0.2021543,,,,,
25,0.1984955,,,,,
15,0.1961084,,,,,
10,0.199584,,,,,
11,0.20125,,,,,
25,0.2014487,,,,,
10,0.2046864,,,,,
25,0.1997114,,,,,
25,0.1942276,,,,,
15,0.2008571,,,,,
25,0.1990714,,,,,
15,0.1973979,,,,,
25,0.1988937,,,,,
25,0.1955662,,,,,
25,0.1999743,,,,,
25,0.1988887,,,,,
25,0.1995291,,,,,
25,0.2014842,,,,,
25,0.205788,,,,,
25,0.1999054,,,,,
25,0.2028516,,,,,
15,0.196155,,,,,
25,0.1952477,,,,,
25,0.1971426,,,,,
25,0.2009129,,,,,
25,0.1989509,,,,,
25,0.2047519,,,,,
25,0.2016466,,,,,
25,0.1990845,,,,,
25,0.2028967,,,,,
25,0.1940807,,,,,
17,0.1925904,,,,,
25,0.1950846,,,,,
25,0.1979758,,,,,
25,0.1987147,,,,,
25,0.199758,,,,,
15,0.1915187,,,,,
15,0.1958709,,,,,
25,0.1941901,,,,,
