Max Component Size,Compute Time (s),partition_lgraph_spectral,,,,
40,0.2613246,,35.23,0.26859224,,14
28,0.254058,,,,,
24,0.2487819,,,,,
40,0.4431236,,,,,
40,0.260805,,,,,
40,0.2506723,,,,,
40,0.2506229,,,,,
24,0.2597183,,,,,
40,0.2539656,,,,,
40,0.2471809,,,,,
40,0.2418475,,,,,
40,0.2680255,,,,,
40,0.2481117,,,,,
40,0.2580682,,,,,
40,0.2590494,,,,,
40,0.2529654,,,,,
18,0.2507365,,,,,
35,0.2457218,,,,,
40,0.2488335,,,,,
22,0.2498456,,,,,
40,0.2520297,,,,,
34,0.2551374,,,,,
40,0.2701441,,,,,
23,0.2513549,,,,,
40,0.2507119,,,,,
40,0.2484802,,,,,
40,0.2737033,,,,,
21,0.2555782,,,,,
26,0.2594827,,,,,
40,0.2649104,,,,,
40,0.3014486,,,,,
16,0.2518237,,,,,
24,0.2529415,,,,,
40,0.2568713,,,,,
40,0.2619955,,,,,
19,0.2462536,,,,,
40,0.2585444,,,,,
40,0.2561488,,,,,
29,0.2510577,,,,,
40,0.2476105,,,,,
40,0.2720204,,,,,
34,0.5653034,,,,,
40,0.2517399,,,,,
29,0.2459317,,,,,
40,0.4682791,,,,,
40,0.7081285,,,,,
24,0.2770064,,,,,
27,1.3533132,,,,,
40,0.2684345,,,,,
22,0.2510904,,,,,
40,0.2632362,,,,,
40,0.2473374,,,,,
27,0.2501493,,,,,
35,0.2518997,,,,,
40,0.2536868,,,,,
23,0.253445,,,,,
22,0.2578843,,,,,
40,0.2562262,,,,,
40,0.2531478,,,,,
35,0.2759044,,,,,
40,0.2648603,,,,,
40,0.2615779,,,,,
40,0.2503897,,,,,
40,0.2603531,,,,,
24,0.2662383,,,,,
34,0.2541921,,,,,
40,0.2486717,,,,,
40,0.2690008,,,,,
40,0.248625,,,,,
18,0.2496244,,,,,
40,0.2655128,,,,,
40,0.2561903,,,,,
40,0.2748733,,,,,
40,0.2673513,,,,,
40,0.2482351,,,,,
40,0.2639142,,,,,
21,0.2500879,,,,,
35,0.2702279,,,,,
40,0.2468582,,,,,
40,0.2509248,,,,,
40,0.2491286,,,,,
40,0.2527728,,,,,
22,0.2480542,,,,,
40,0.2428807,,,,,
40,0.2578744,,,,,
28,0.25767,,,,,
15,0.2545444,,,,,
40,0.2673773,,,,,
40,0.2468256,,,,,
40,0.2532031,,,,,
40,0.2474958,,,,,
40,0.2504287,,,,,
40,0.2451637,,,,,
23,0.2956243,,,,,
19,0.2545705,,,,,
34,0.2517186,,,,,
40,0.2479324,,,,,
40,0.2495906,,,,,
40,0.2495577,,,,,
14,0.2546772,,,,,
40,0.2539311,,,,,
40,0.2584886,,,,,
40,0.2502798,,,,,
40,0.2635009,,,,,
40,0.2436834,,,,,
40,0.2529273,,,,,
40,0.2492064,,,,,
40,0.2595295,,,,,
40,0.2555731,,,,,
23,0.2493993,,,,,
23,0.2520077,,,,,
24,0.2536694,,,,,
40,0.2449143,,,,,
40,0.2556327,,,,,
40,0.2629552,,,,,
40,0.2533359,,,,,
28,0.2501523,,,,,
40,0.754204,,,,,
40,0.2559914,,,,,
40,0.2473262,,,,,
40,0.2527966,,,,,
40,0.2511128,,,,,
40,0.2567276,,,,,
40,0.252801,,,,,
24,0.2520252,,,,,
21,0.2519594,,,,,
40,0.2603196,,,,,
40,0.2521146,,,,,
40,0.2502436,,,,,
28,0.2584085,,,,,
40,0.2497571,,,,,
40,0.2514834,,,,,
25,0.2445914,,,,,
19,0.2454601,,,,,
40,0.2612633,,,,,
40,0.2511381,,,,,
34,0.2538776,,,,,
40,0.2480608,,,,,
40,0.2471588,,,,,
40,0.2539635,,,,,
21,0.2524221,,,,,
30,0.2691415,,,,,
40,0.2604314,,,,,
40,0.2455813,,,,,
27,0.2562257,,,,,
24,0.2548283,,,,,
40,0.2627578,,,,,
40,0.257262,,,,,
40,0.245165,,,,,
40,0.2482162,,,,,
29,0.2524437,,,,,
40,0.2460036,,,,,
40,0.2588456,,,,,
40,0.2522961,,,,,
21,0.2514355,,,,,
21,0.2691104,,,,,
24,0.2463345,,,,,
40,0.246548,,,,,
40,0.2595959,,,,,
26,0.2667232,,,,,
40,0.2520409,,,,,
40,0.2552214,,,,,
18,0.2516605,,,,,
40,0.2445997,,,,,
40,0.2597858,,,,,
40,0.2521197,,,,,
40,0.2532449,,,,,
25,0.2607299,,,,,
40,0.2533727,,,,,
40,0.2513908,,,,,
40,0.2507017,,,,,
40,0.2444602,,,,,
40,0.2465288,,,,,
40,0.2531339,,,,,
40,0.2589531,,,,,
35,0.2507521,,,,,
40,0.2494407,,,,,
40,0.2470634,,,,,
40,0.2543192,,,,,
40,0.2488853,,,,,
40,0.2534155,,,,,
40,0.2537546,,,,,
40,0.2646767,,,,,
40,0.2483141,,,,,
24,0.2457413,,,,,
24,0.2595932,,,,,
40,0.2550817,,,,,
22,0.2519445,,,,,
35,0.2494798,,,,,
40,0.248668,,,,,
40,0.2584546,,,,,
40,0.2573324,,,,,
40,0.2535313,,,,,
21,0.259007,,,,,
40,0.2527631,,,,,
22,0.2561472,,,,,
40,0.2651618,,,,,
40,0.2485448,,,,,
40,0.2483892,,,,,
40,0.2480523,,,,,
