Max Component Size,Compute Time (s),partition_lgraph_louvain,,,,
14,0.0081272,,17.905,0.008859853,,7
7,0.0101795,,,,,
43,0.008728,,,,,
26,0.0062122,,,,,
34,0.0074461,,,,,
13,0.0085332,,,,,
7,0.0094801,,,,,
7,0.0063971,,,,,
7,0.0105153,,,,,
24,0.0077989,,,,,
50,0.0087045,,,,,
34,0.0062662,,,,,
50,0.0068409,,,,,
8,0.0074615,,,,,
50,0.0070958,,,,,
34,0.0072453,,,,,
7,0.0180076,,,,,
14,0.0087085,,,,,
7,0.0089495,,,,,
13,0.0079672,,,,,
28,0.0071843,,,,,
7,0.0082002,,,,,
7,0.0084636,,,,,
7,0.0096869,,,,,
25,0.011144,,,,,
7,0.0092206,,,,,
17,0.0064831,,,,,
7,0.007439,,,,,
11,0.0064489,,,,,
33,0.0073973,,,,,
7,0.0100308,,,,,
7,0.0079805,,,,,
7,0.0070706,,,,,
13,0.0071854,,,,,
7,0.007863,,,,,
7,0.0090717,,,,,
7,0.0079445,,,,,
7,0.0094605,,,,,
7,0.0084876,,,,,
7,0.0087924,,,,,
31,0.0070727,,,,,
15,0.0080161,,,,,
7,0.0096377,,,,,
24,0.0113703,,,,,
43,0.0082248,,,,,
26,0.0075672,,,,,
14,0.0077838,,,,,
7,0.014616,,,,,
7,0.0153192,,,,,
29,0.0096101,,,,,
16,0.0064599,,,,,
7,0.0078891,,,,,
28,0.0096559,,,,,
50,0.0093623,,,,,
13,0.0075669,,,,,
12,0.0083585,,,,,
23,0.0072225,,,,,
7,0.0083608,,,,,
14,0.009234,,,,,
7,0.007864,,,,,
7,0.01123,,,,,
7,0.0056104,,,,,
23,0.0082923,,,,,
50,0.0081362,,,,,
7,0.0079772,,,,,
11,0.0077455,,,,,
44,0.0069247,,,,,
7,0.035638,,,,,
7,0.0126125,,,,,
7,0.0079043,,,,,
13,0.0072047,,,,,
28,0.0069715,,,,,
29,0.0077268,,,,,
7,0.0088624,,,,,
7,0.007961,,,,,
14,0.0077051,,,,,
13,0.0065431,,,,,
7,0.0081379,,,,,
7,0.0073357,,,,,
14,0.0101262,,,,,
7,0.0080969,,,,,
7,0.0084807,,,,,
16,0.0103165,,,,,
25,0.0109064,,,,,
7,0.0081233,,,,,
7,0.0075477,,,,,
50,0.0078109,,,,,
7,0.0083999,,,,,
50,0.0071267,,,,,
7,0.0493842,,,,,
12,0.0070251,,,,,
7,0.0067777,,,,,
7,0.0074434,,,,,
7,0.0071692,,,,,
30,0.0096338,,,,,
13,0.0080247,,,,,
7,0.0086219,,,,,
7,0.017086,,,,,
14,0.0079553,,,,,
7,0.0060232,,,,,
7,0.0063034,,,,,
23,0.0091929,,,,,
32,0.0365284,,,,,
24,0.0066543,,,,,
44,0.0085131,,,,,
15,0.0134353,,,,,
7,0.0079363,,,,,
17,0.0089591,,,,,
13,0.0062841,,,,,
7,0.0068234,,,,,
18,0.0071902,,,,,
45,0.0083107,,,,,
50,0.0091918,,,,,
7,0.0082204,,,,,
50,0.0065818,,,,,
7,0.0097169,,,,,
12,0.0071312,,,,,
7,0.0072002,,,,,
50,0.0069129,,,,,
29,0.0102847,,,,,
44,0.0105883,,,,,
17,0.0093302,,,,,
7,0.0086841,,,,,
30,0.0093143,,,,,
7,0.0081289,,,,,
14,0.0064586,,,,,
14,0.007621,,,,,
13,0.0075046,,,,,
31,0.0111411,,,,,
29,0.0094509,,,,,
43,0.0066719,,,,,
29,0.0088883,,,,,
7,0.0070823,,,,,
7,0.0094327,,,,,
36,0.0070586,,,,,
7,0.0067682,,,,,
14,0.0069236,,,,,
20,0.0093999,,,,,
7,0.0081347,,,,,
50,0.0069161,,,,,
13,0.0067956,,,,,
28,0.0077047,,,,,
30,0.006792,,,,,
7,0.007958,,,,,
7,0.0114503,,,,,
7,0.0067405,,,,,
29,0.007966,,,,,
7,0.0094119,,,,,
15,0.0080703,,,,,
16,0.0074883,,,,,
7,0.0069201,,,,,
7,0.0079559,,,,,
27,0.0091739,,,,,
29,0.0070751,,,,,
29,0.0072227,,,,,
14,0.0087073,,,,,
7,0.0061588,,,,,
7,0.0074887,,,,,
7,0.0080098,,,,,
12,0.010433,,,,,
50,0.0083312,,,,,
7,0.0088332,,,,,
37,0.0068528,,,,,
23,0.0081603,,,,,
8,0.0104158,,,,,
7,0.0075046,,,,,
7,0.0065991,,,,,
7,0.0083873,,,,,
7,0.0094523,,,,,
30,0.0103122,,,,,
44,0.0072206,,,,,
7,0.0121159,,,,,
31,0.0080714,,,,,
14,0.0072552,,,,,
14,0.0064428,,,,,
7,0.008981,,,,,
31,0.0115439,,,,,
50,0.0087902,,,,,
16,0.0090697,,,,,
7,0.0095298,,,,,
29,0.006809,,,,,
16,0.0069429,,,,,
7,0.009011,,,,,
35,0.0061285,,,,,
16,0.0085538,,,,,
7,0.0130836,,,,,
20,0.0097394,,,,,
7,0.0086921,,,,,
7,0.0074489,,,,,
7,0.0072431,,,,,
24,0.0080565,,,,,
7,0.0077693,,,,,
12,0.0072617,,,,,
29,0.0076005,,,,,
7,0.0077134,,,,,
24,0.0091711,,,,,
7,0.0081473,,,,,
34,0.0067524,,,,,
7,0.0092773,,,,,
23,0.0062968,,,,,
