Max Component Size,Compute Time (s),runScen3_1_rand,,,,
30,0.0009665,,27.11,0.002362127,,6
30,0.0010019,,,,,
30,0.0010205,,,,,
13,0.0009887,,,,,
18,0.0009366,,,,,
30,0.0010262,,,,,
17,0.0009166,,,,,
30,0.0010374,,,,,
30,0.0009952,,,,,
30,0.0009521,,,,,
30,0.0021612,,,,,
30,0.0183357,,,,,
30,0.0135494,,,,,
23,0.0013558,,,,,
24,0.0010071,,,,,
22,0.0009944,,,,,
30,0.0030792,,,,,
30,0.0011297,,,,,
14,0.0009807,,,,,
30,0.0009473,,,,,
24,0.0012904,,,,,
30,0.0009265,,,,,
30,0.0018343,,,,,
30,0.0011259,,,,,
30,0.0009317,,,,,
16,0.0019428,,,,,
30,0.000835,,,,,
18,0.0008867,,,,,
30,0.0012043,,,,,
30,0.0136759,,,,,
30,0.0011347,,,,,
30,0.0010932,,,,,
30,0.0011568,,,,,
30,0.0011371,,,,,
30,0.0035747,,,,,
30,0.0012369,,,,,
30,0.0011204,,,,,
6,0.0023864,,,,,
17,0.0011694,,,,,
30,0.0035292,,,,,
30,0.0012832,,,,,
30,0.0015031,,,,,
17,0.0010761,,,,,
30,0.0017459,,,,,
30,0.0011688,,,,,
13,0.0010035,,,,,
17,0.0011575,,,,,
30,0.003228,,,,,
30,0.0011609,,,,,
30,0.0032999,,,,,
17,0.0011605,,,,,
30,0.002424,,,,,
30,0.0011927,,,,,
30,0.0025797,,,,,
30,0.0010959,,,,,
19,0.0010555,,,,,
30,0.0010126,,,,,
30,0.0010665,,,,,
17,0.0010504,,,,,
30,0.0018005,,,,,
30,0.0011273,,,,,
30,0.0066193,,,,,
30,0.0010882,,,,,
30,0.0008924,,,,,
30,0.0009585,,,,,
30,0.0173524,,,,,
30,0.0052637,,,,,
30,0.0008962,,,,,
30,0.0034653,,,,,
17,0.0014031,,,,,
30,0.0009448,,,,,
30,0.0036136,,,,,
30,0.0011553,,,,,
26,0.001004,,,,,
30,0.0076622,,,,,
30,0.001077,,,,,
30,0.001062,,,,,
30,0.0012941,,,,,
30,0.0011193,,,,,
30,0.0014375,,,,,
30,0.0012093,,,,,
30,0.001382,,,,,
30,0.0011119,,,,,
30,0.001343,,,,,
30,0.0009571,,,,,
30,0.0010223,,,,,
30,0.0034662,,,,,
30,0.0011171,,,,,
30,0.0013665,,,,,
30,0.001346,,,,,
23,0.0018473,,,,,
30,0.017094,,,,,
30,0.0081025,,,,,
30,0.0009156,,,,,
30,0.0239655,,,,,
30,0.0009244,,,,,
17,0.0008425,,,,,
30,0.0011603,,,,,
24,0.001104,,,,,
30,0.0017671,,,,,
30,0.000938,,,,,
30,0.0012146,,,,,
30,0.0009789,,,,,
30,0.0026412,,,,,
30,0.0010169,,,,,
18,0.0030642,,,,,
30,0.0009482,,,,,
22,0.0012044,,,,,
30,0.008135,,,,,
30,0.0010915,,,,,
30,0.0011231,,,,,
30,0.0015228,,,,,
30,0.0010346,,,,,
30,0.0029393,,,,,
30,0.0009128,,,,,
30,0.0013609,,,,,
17,0.001019,,,,,
30,0.0036415,,,,,
30,0.0012959,,,,,
30,0.0010617,,,,,
30,0.001084,,,,,
30,0.0009761,,,,,
30,0.0011817,,,,,
30,0.000929,,,,,
30,0.0014692,,,,,
30,0.0010219,,,,,
30,0.0010373,,,,,
30,0.0010959,,,,,
30,0.0010292,,,,,
18,0.0011925,,,,,
30,0.0011089,,,,,
30,0.0011565,,,,,
30,0.0010703,,,,,
30,0.0011196,,,,,
30,0.0012199,,,,,
30,0.0012097,,,,,
24,0.0023529,,,,,
30,0.0012319,,,,,
30,0.0018572,,,,,
18,0.0010275,,,,,
30,0.001829,,,,,
24,0.0009716,,,,,
30,0.001291,,,,,
24,0.000931,,,,,
30,0.0009949,,,,,
18,0.0010208,,,,,
30,0.0010411,,,,,
30,0.001118,,,,,
30,0.0011047,,,,,
30,0.0258491,,,,,
14,0.0352829,,,,,
30,0.0060216,,,,,
17,0.0009004,,,,,
13,0.0008469,,,,,
30,0.0030524,,,,,
30,0.000892,,,,,
30,0.0022164,,,,,
30,0.0012252,,,,,
30,0.0025096,,,,,
20,0.0011118,,,,,
19,0.0008638,,,,,
30,0.0008813,,,,,
30,0.000813,,,,,
30,0.0010157,,,,,
6,0.0008931,,,,,
13,0.0030447,,,,,
30,0.0008857,,,,,
30,0.0009606,,,,,
30,0.0010685,,,,,
20,0.0010487,,,,,
17,0.0010515,,,,,
13,0.0010558,,,,,
30,0.0016448,,,,,
30,0.0010742,,,,,
30,0.0029387,,,,,
30,0.0010344,,,,,
18,0.0011153,,,,,
30,0.0012684,,,,,
30,0.001247,,,,,
30,0.0011255,,,,,
30,0.0010001,,,,,
30,0.0010676,,,,,
30,0.0010676,,,,,
12,0.0010276,,,,,
30,0.0011,,,,,
12,0.0015202,,,,,
30,0.0010746,,,,,
24,0.0032511,,,,,
30,0.0010073,,,,,
30,0.0045758,,,,,
30,0.0010119,,,,,
30,0.0024961,,,,,
24,0.0010341,,,,,
30,0.0010917,,,,,
30,0.0042919,,,,,
30,0.0010043,,,,,
30,0.0010395,,,,,
30,0.0029155,,,,,
30,0.0009843,,,,,
18,0.0049869,,,,,
