Max Component Size,Compute Time (s),partition_lgraph_louvain,,,,
40,0.0176816,,55.06,0.01467576,,10
27,0.014374,,,,,
100,0.0145313,,,,,
30,0.0153894,,,,,
41,0.011851,,,,,
62,0.0126203,,,,,
54,0.0121584,,,,,
100,0.0129043,,,,,
20,0.0248981,,,,,
32,0.0151047,,,,,
100,0.0136005,,,,,
71,0.0132327,,,,,
100,0.0122888,,,,,
27,0.013364,,,,,
91,0.01341,,,,,
52,0.013163,,,,,
30,0.0145908,,,,,
18,0.0201484,,,,,
20,0.0194286,,,,,
10,0.016276,,,,,
17,0.0166886,,,,,
100,0.0146573,,,,,
100,0.0145118,,,,,
10,0.0182135,,,,,
59,0.0143029,,,,,
100,0.0136704,,,,,
30,0.0189649,,,,,
44,0.0127895,,,,,
20,0.0161563,,,,,
41,0.0129567,,,,,
88,0.0128924,,,,,
100,0.0129131,,,,,
100,0.0123468,,,,,
100,0.0124396,,,,,
10,0.0122774,,,,,
69,0.0141391,,,,,
100,0.0120464,,,,,
100,0.0127995,,,,,
89,0.014771,,,,,
10,0.0179016,,,,,
70,0.0120153,,,,,
27,0.0115989,,,,,
18,0.0150384,,,,,
52,0.012971,,,,,
44,0.013535,,,,,
11,0.0188667,,,,,
29,0.0118833,,,,,
100,0.0127577,,,,,
19,0.0168629,,,,,
11,0.0140565,,,,,
100,0.0134149,,,,,
100,0.0124041,,,,,
100,0.0124258,,,,,
10,0.0142444,,,,,
20,0.0148088,,,,,
89,0.0123869,,,,,
37,0.0116764,,,,,
100,0.0111159,,,,,
100,0.0122884,,,,,
10,0.023072,,,,,
60,0.0111365,,,,,
79,0.0124798,,,,,
40,0.0129862,,,,,
18,0.0136748,,,,,
59,0.0140434,,,,,
10,0.0205898,,,,,
100,0.0112913,,,,,
10,0.0164855,,,,,
100,0.0121862,,,,,
88,0.0118933,,,,,
10,0.0129896,,,,,
42,0.0127342,,,,,
41,0.0142559,,,,,
11,0.0202396,,,,,
10,0.0137336,,,,,
90,0.0114241,,,,,
88,0.01291,,,,,
89,0.0144224,,,,,
100,0.0114844,,,,,
100,0.0124736,,,,,
10,0.0157798,,,,,
10,0.0165356,,,,,
29,0.0155038,,,,,
70,0.0153767,,,,,
62,0.0128825,,,,,
11,0.0132566,,,,,
54,0.0137659,,,,,
60,0.0184007,,,,,
100,0.0142033,,,,,
28,0.0175552,,,,,
74,0.0140244,,,,,
70,0.0124898,,,,,
10,0.0166043,,,,,
100,0.0144722,,,,,
20,0.0140382,,,,,
88,0.0111477,,,,,
23,0.0137559,,,,,
68,0.0163229,,,,,
100,0.0169969,,,,,
11,0.0124837,,,,,
11,0.0156652,,,,,
100,0.0124152,,,,,
100,0.0132425,,,,,
11,0.0190411,,,,,
90,0.0151116,,,,,
100,0.0127935,,,,,
11,0.0168163,,,,,
20,0.0133238,,,,,
40,0.0130066,,,,,
100,0.0121586,,,,,
11,0.0190932,,,,,
19,0.0160344,,,,,
100,0.0129016,,,,,
59,0.0148426,,,,,
30,0.0160222,,,,,
61,0.0133295,,,,,
42,0.0130478,,,,,
11,0.0119661,,,,,
10,0.0165541,,,,,
10,0.0130139,,,,,
39,0.0142861,,,,,
100,0.0128868,,,,,
61,0.0140664,,,,,
20,0.0138674,,,,,
100,0.0163867,,,,,
51,0.0166161,,,,,
10,0.0134445,,,,,
100,0.0157936,,,,,
30,0.0135514,,,,,
10,0.018996,,,,,
38,0.0158828,,,,,
20,0.0176908,,,,,
90,0.0136839,,,,,
79,0.0135176,,,,,
100,0.0153867,,,,,
11,0.0181814,,,,,
90,0.0131056,,,,,
57,0.0132841,,,,,
78,0.0109522,,,,,
89,0.0116532,,,,,
100,0.0120327,,,,,
39,0.0124103,,,,,
79,0.0149039,,,,,
100,0.0112347,,,,,
90,0.0133979,,,,,
100,0.011492,,,,,
100,0.0124641,,,,,
90,0.0118003,,,,,
100,0.0122706,,,,,
100,0.0134641,,,,,
100,0.0120812,,,,,
28,0.0460215,,,,,
61,0.0152309,,,,,
44,0.0133845,,,,,
11,0.0198512,,,,,
100,0.0120719,,,,,
18,0.0148278,,,,,
12,0.0138358,,,,,
38,0.0117152,,,,,
100,0.0134889,,,,,
100,0.012278,,,,,
40,0.0153438,,,,,
100,0.0119047,,,,,
20,0.0168879,,,,,
63,0.0153613,,,,,
11,0.016273,,,,,
10,0.0145815,,,,,
68,0.0134319,,,,,
10,0.0168251,,,,,
100,0.0125299,,,,,
100,0.0149506,,,,,
100,0.0124917,,,,,
19,0.0138657,,,,,
10,0.0142335,,,,,
12,0.0159771,,,,,
19,0.0201232,,,,,
32,0.0211311,,,,,
10,0.0145646,,,,,
100,0.0157904,,,,,
37,0.0179118,,,,,
22,0.0144003,,,,,
100,0.0143178,,,,,
17,0.0266088,,,,,
10,0.0223086,,,,,
42,0.0183904,,,,,
10,0.0138874,,,,,
19,0.0192159,,,,,
100,0.0121512,,,,,
18,0.017018,,,,,
12,0.0123675,,,,,
100,0.013297,,,,,
100,0.0135066,,,,,
21,0.0151284,,,,,
22,0.0162227,,,,,
59,0.0144667,,,,,
71,0.0137214,,,,,
90,0.0154939,,,,,
17,0.013632,,,,,
100,0.0117299,,,,,
100,0.0143298,,,,,
