Max Component Size,Compute Time (s),runScen3_1_rand,,
1600,0.0647699,,1600,0.066940848
1600,0.0945694,,,
1600,0.0619688,,,
1600,0.0660161,,,
1600,0.0605226,,,
1600,0.0672567,,,
1600,0.063402,,,
1600,0.0614804,,,
1600,0.0661164,,,
1600,0.0660088,,,
1600,0.0641774,,,
1600,0.0627597,,,
1600,0.0684076,,,
1600,0.0684062,,,
1600,0.0667089,,,
1600,0.0649624,,,
1600,0.0709724,,,
1600,0.0651703,,,
1600,0.0690563,,,
1600,0.0628839,,,
1600,0.0637302,,,
1600,0.0631656,,,
1600,0.0713054,,,
1600,0.0618577,,,
1600,0.0683377,,,
1600,0.0689233,,,
1600,0.0697851,,,
1600,0.0642248,,,
1600,0.0651759,,,
1600,0.0602848,,,
1600,0.0697495,,,
1600,0.070685,,,
1600,0.0634709,,,
1600,0.0645526,,,
1600,0.0673009,,,
1600,0.0638446,,,
1600,0.0677745,,,
1600,0.06727,,,
1600,0.066833,,,
1600,0.0635867,,,
1600,0.0667161,,,
1600,0.0691904,,,
1600,0.0659344,,,
1600,0.0706659,,,
1600,0.063346,,,
1600,0.0641936,,,
1600,0.0669647,,,
1600,0.0631961,,,
1600,0.0714153,,,
1600,0.0659436,,,
1600,0.0660795,,,
1600,0.0633834,,,
1600,0.0666645,,,
1600,0.0671628,,,
1600,0.0646896,,,
1600,0.0648162,,,
1600,0.0687777,,,
1600,0.0710292,,,
1600,0.062225,,,
1600,0.0688765,,,
1600,0.0732216,,,
1600,0.0643948,,,
1600,0.0608379,,,
1600,0.065085,,,
1600,0.0659813,,,
1600,0.0623623,,,
1600,0.0682105,,,
1600,0.0691252,,,
1600,0.0650347,,,
1600,0.066195,,,
1600,0.0646462,,,
1600,0.066017,,,
1600,0.0657634,,,
1600,0.0710829,,,
1600,0.069408,,,
1600,0.0668843,,,
1600,0.0598341,,,
1600,0.0650995,,,
1600,0.0681458,,,
1600,0.063171,,,
1600,0.0647431,,,
1600,0.0677127,,,
1600,0.0652278,,,
1600,0.069815,,,
1600,0.074892,,,
1600,0.0657328,,,
1600,0.0724119,,,
1600,0.0717821,,,
1600,0.0690077,,,
1600,0.0707035,,,
1600,0.0652549,,,
1600,0.0657756,,,
1600,0.065762,,,
1600,0.0647153,,,
1600,0.0674518,,,
1600,0.0672611,,,
1600,0.0638507,,,
1600,0.0679768,,,
1600,0.0654125,,,
1600,0.0666156,,,
1600,0.0642056,,,
1600,0.0626648,,,
1600,0.0655477,,,
1600,0.0694089,,,
1600,0.0705448,,,
1600,0.0719758,,,
1600,0.0638331,,,
1600,0.0697461,,,
1600,0.0651597,,,
1600,0.0676648,,,
1600,0.0701151,,,
1600,0.0625527,,,
1600,0.0649803,,,
1600,0.0638899,,,
1600,0.0654528,,,
1600,0.0674874,,,
1600,0.0630759,,,
1600,0.069319,,,
1600,0.0663128,,,
1600,0.0695588,,,
1600,0.0697576,,,
1600,0.0664349,,,
1600,0.0657149,,,
1600,0.0649202,,,
1600,0.0618568,,,
1600,0.0693207,,,
1600,0.071644,,,
1600,0.0678326,,,
1600,0.0684538,,,
1600,0.0690387,,,
1600,0.0671626,,,
1600,0.0716481,,,
1600,0.061418,,,
1600,0.0664062,,,
1600,0.0640391,,,
1600,0.0656624,,,
1600,0.0695852,,,
1600,0.0628361,,,
1600,0.0635299,,,
1600,0.0659803,,,
1600,0.0648045,,,
1600,0.0680119,,,
1600,0.069425,,,
1600,0.0715342,,,
1600,0.0677834,,,
1600,0.0664457,,,
1600,0.0738597,,,
1600,0.0666464,,,
1600,0.0657477,,,
1600,0.0695113,,,
1600,0.0687878,,,
1600,0.0618173,,,
1600,0.0675382,,,
1600,0.0673089,,,
1600,0.0662743,,,
1600,0.0708852,,,
1600,0.0665074,,,
1600,0.0657437,,,
1600,0.0679834,,,
1600,0.0641351,,,
1600,0.0669516,,,
1600,0.0695401,,,
1600,0.0667124,,,
1600,0.0669416,,,
1600,0.0631472,,,
1600,0.0688481,,,
1600,0.0742566,,,
1600,0.0602287,,,
1600,0.0702391,,,
1600,0.0685332,,,
1600,0.0631827,,,
1600,0.0701055,,,
1600,0.0669627,,,
1600,0.0594192,,,
1600,0.0716148,,,
1600,0.0679254,,,
1600,0.0678914,,,
1600,0.0682293,,,
1600,0.0641194,,,
1600,0.0709277,,,
1600,0.0722886,,,
1600,0.0658244,,,
1600,0.0678093,,,
1600,0.069245,,,
1600,0.0719644,,,
1600,0.0690068,,,
1600,0.0677963,,,
1600,0.0736502,,,
1600,0.0652527,,,
1600,0.0707323,,,
1600,0.0621524,,,
1600,0.0724337,,,
1600,0.0699994,,,
1600,0.0660777,,,
1600,0.0689129,,,
1600,0.0646495,,,
1600,0.0688721,,,
1600,0.0622619,,,
1600,0.0675,,,
1600,0.0671239,,,
