Max Component Size,Compute Time (s),runScen3_1_rand,,,,
50,0.0016737,,47.73,0.002139967,,18
50,0.0014528,,,,,
50,0.0015896,,,,,
50,0.0013387,,,,,
50,0.001533,,,,,
50,0.001362,,,,,
44,0.0014166,,,,,
50,0.0015365,,,,,
18,0.0054574,,,,,
50,0.0014188,,,,,
50,0.0029704,,,,,
50,0.0014093,,,,,
50,0.0016104,,,,,
50,0.0021499,,,,,
50,0.0037535,,,,,
50,0.0079244,,,,,
50,0.002798,,,,,
50,0.0014466,,,,,
50,0.0060374,,,,,
50,0.0016547,,,,,
25,0.0012729,,,,,
50,0.0030234,,,,,
50,0.0014829,,,,,
50,0.0017673,,,,,
50,0.0012647,,,,,
50,0.0013301,,,,,
50,0.0014228,,,,,
50,0.0014233,,,,,
50,0.0012935,,,,,
50,0.0012646,,,,,
50,0.0013875,,,,,
50,0.0015725,,,,,
50,0.0012185,,,,,
26,0.0012684,,,,,
26,0.0054911,,,,,
50,0.0015511,,,,,
50,0.0015073,,,,,
50,0.0015192,,,,,
50,0.0015363,,,,,
50,0.0015186,,,,,
50,0.0059862,,,,,
50,0.0047311,,,,,
50,0.0069126,,,,,
50,0.0015183,,,,,
50,0.0013052,,,,,
50,0.0036882,,,,,
50,0.0012675,,,,,
50,0.0012994,,,,,
50,0.0014359,,,,,
50,0.0014575,,,,,
50,0.001622,,,,,
50,0.001734,,,,,
29,0.0020224,,,,,
50,0.0015879,,,,,
44,0.0013252,,,,,
50,0.0185288,,,,,
50,0.0012493,,,,,
50,0.0014562,,,,,
50,0.0013602,,,,,
50,0.001474,,,,,
50,0.0015119,,,,,
50,0.0015889,,,,,
50,0.0014588,,,,,
50,0.0017294,,,,,
50,0.0021023,,,,,
50,0.0052297,,,,,
50,0.0015748,,,,,
50,0.0015773,,,,,
50,0.0016658,,,,,
31,0.0013565,,,,,
50,0.0014794,,,,,
44,0.0043256,,,,,
50,0.0062078,,,,,
50,0.0014478,,,,,
50,0.0013046,,,,,
50,0.0060779,,,,,
50,0.00139,,,,,
50,0.0031461,,,,,
50,0.0015669,,,,,
50,0.0036011,,,,,
50,0.0014221,,,,,
50,0.0045773,,,,,
50,0.0013899,,,,,
50,0.0018284,,,,,
50,0.0015401,,,,,
29,0.0013514,,,,,
50,0.0014499,,,,,
33,0.0013827,,,,,
50,0.00142,,,,,
39,0.0016743,,,,,
50,0.0018096,,,,,
50,0.0015548,,,,,
50,0.0018128,,,,,
50,0.0013478,,,,,
50,0.0015156,,,,,
50,0.0013435,,,,,
50,0.0015713,,,,,
50,0.0016908,,,,,
50,0.0014494,,,,,
50,0.0015711,,,,,
50,0.0014891,,,,,
50,0.001544,,,,,
50,0.0015374,,,,,
50,0.0014061,,,,,
50,0.0014189,,,,,
22,0.0013668,,,,,
50,0.0015446,,,,,
32,0.0014622,,,,,
50,0.0015571,,,,,
50,0.0015388,,,,,
50,0.0014331,,,,,
50,0.0014177,,,,,
45,0.0013455,,,,,
50,0.0015891,,,,,
50,0.0015351,,,,,
50,0.0014926,,,,,
50,0.0016168,,,,,
32,0.001615,,,,,
50,0.0017663,,,,,
50,0.001411,,,,,
50,0.0018931,,,,,
50,0.0014615,,,,,
50,0.0013725,,,,,
50,0.0034764,,,,,
50,0.0013878,,,,,
38,0.0013021,,,,,
28,0.001337,,,,,
50,0.001385,,,,,
50,0.0019852,,,,,
50,0.0015363,,,,,
50,0.0014722,,,,,
50,0.0014124,,,,,
50,0.0014895,,,,,
50,0.0034928,,,,,
50,0.0014242,,,,,
50,0.0013213,,,,,
50,0.0020069,,,,,
50,0.0013882,,,,,
50,0.0013514,,,,,
50,0.0022009,,,,,
50,0.0015364,,,,,
50,0.0018285,,,,,
50,0.0013822,,,,,
50,0.0013942,,,,,
50,0.0023464,,,,,
50,0.0015336,,,,,
50,0.0015076,,,,,
50,0.0014934,,,,,
44,0.0014815,,,,,
50,0.0015719,,,,,
33,0.0014034,,,,,
50,0.0016659,,,,,
50,0.0016758,,,,,
50,0.0015969,,,,,
50,0.0015502,,,,,
50,0.0015533,,,,,
50,0.0015125,,,,,
50,0.0014223,,,,,
50,0.0015184,,,,,
50,0.0014392,,,,,
50,0.0013739,,,,,
50,0.0013906,,,,,
37,0.0018301,,,,,
50,0.0015742,,,,,
50,0.0016386,,,,,
50,0.0014057,,,,,
50,0.0013463,,,,,
50,0.0015728,,,,,
50,0.0016771,,,,,
50,0.0015945,,,,,
50,0.0014598,,,,,
50,0.0015028,,,,,
50,0.0015098,,,,,
50,0.001935,,,,,
50,0.0014288,,,,,
50,0.0052672,,,,,
50,0.0026288,,,,,
25,0.0042403,,,,,
27,0.0013074,,,,,
50,0.0028856,,,,,
37,0.0013171,,,,,
50,0.0014266,,,,,
50,0.0013393,,,,,
50,0.0013102,,,,,
50,0.0014692,,,,,
50,0.0013936,,,,,
50,0.0016018,,,,,
36,0.0013911,,,,,
44,0.0015148,,,,,
50,0.0019162,,,,,
50,0.0015216,,,,,
50,0.0017658,,,,,
50,0.0015894,,,,,
50,0.0016742,,,,,
50,0.0188895,,,,,
50,0.0063306,,,,,
50,0.0041054,,,,,
28,0.002393,,,,,
50,0.0014878,,,,,
50,0.0071324,,,,,
