Max Component Size,Compute Time (s),partition_lgraph_spectral,,,,
200,0.8026269,,200,0.774333879,,200
200,0.9879236,,,,,
200,0.6851688,,,,,
200,0.7170717,,,,,
200,0.72349,,,,,
200,0.6821252,,,,,
200,0.8040439,,,,,
200,0.6928277,,,,,
200,0.7441441,,,,,
200,0.6942853,,,,,
200,0.6916709,,,,,
200,0.7269235,,,,,
200,0.7205632,,,,,
200,0.6977736,,,,,
200,0.7335517,,,,,
200,0.7082562,,,,,
200,0.7555814,,,,,
200,0.7711443,,,,,
200,0.7636309,,,,,
200,0.7073392,,,,,
200,0.8131732,,,,,
200,0.7335015,,,,,
200,0.6853873,,,,,
200,0.7027759,,,,,
200,0.8153542,,,,,
200,0.7126879,,,,,
200,0.6775015,,,,,
200,0.7180845,,,,,
200,0.7015527,,,,,
200,0.6943121,,,,,
200,0.7972275,,,,,
200,0.7756774,,,,,
200,0.7604508,,,,,
200,0.6923134,,,,,
200,0.6849401,,,,,
200,0.7797732,,,,,
200,0.7589333,,,,,
200,0.6832285,,,,,
200,0.7729019,,,,,
200,2.7936902,,,,,
200,0.8074724,,,,,
200,0.7098241,,,,,
200,0.7123599,,,,,
200,0.8116967,,,,,
200,0.6790534,,,,,
200,0.7317177,,,,,
200,0.7461976,,,,,
200,0.67948,,,,,
200,0.678614,,,,,
200,0.6884648,,,,,
200,0.7077792,,,,,
200,0.7352266,,,,,
200,0.6922608,,,,,
200,0.7876053,,,,,
200,0.7173586,,,,,
200,0.8264289,,,,,
200,0.679219,,,,,
200,0.6856539,,,,,
200,0.7182313,,,,,
200,0.7021688,,,,,
200,0.7737111,,,,,
200,0.6958411,,,,,
200,0.7238861,,,,,
200,0.6961528,,,,,
200,0.7817473,,,,,
200,0.7602119,,,,,
200,0.7140064,,,,,
200,0.7735081,,,,,
200,0.6793631,,,,,
200,0.7390926,,,,,
200,0.713332,,,,,
200,0.7342316,,,,,
200,0.7617183,,,,,
200,0.708918,,,,,
200,0.7270659,,,,,
200,0.7127864,,,,,
200,0.7022377,,,,,
200,0.7215214,,,,,
200,0.6845411,,,,,
200,0.7292191,,,,,
200,0.7611892,,,,,
200,0.7537073,,,,,
200,0.7366006,,,,,
200,0.7013627,,,,,
200,0.7568258,,,,,
200,0.6823291,,,,,
200,0.7233934,,,,,
200,0.7499139,,,,,
200,0.6811018,,,,,
200,0.7308923,,,,,
200,0.6983692,,,,,
200,0.7050001,,,,,
200,0.7134262,,,,,
200,0.7671585,,,,,
200,0.7233683,,,,,
200,0.7184951,,,,,
200,0.6939651,,,,,
200,0.7788361,,,,,
200,0.738482,,,,,
200,0.7652974,,,,,
200,0.7567505,,,,,
200,0.6837604,,,,,
200,0.7208301,,,,,
200,0.7665277,,,,,
200,0.7313643,,,,,
200,0.7221611,,,,,
200,0.6885428,,,,,
200,0.7024766,,,,,
200,3.960271,,,,,
200,0.7795429,,,,,
200,0.7121174,,,,,
200,0.7217127,,,,,
200,0.7499748,,,,,
200,0.7339656,,,,,
200,0.7291244,,,,,
200,0.6864776,,,,,
200,0.7427585,,,,,
200,0.7383597,,,,,
200,0.8194661,,,,,
200,0.7794604,,,,,
200,0.6963761,,,,,
200,0.7373786,,,,,
200,0.7190113,,,,,
200,0.7936291,,,,,
200,0.7464924,,,,,
200,0.7066911,,,,,
200,0.6907998,,,,,
200,0.745496,,,,,
200,0.7658361,,,,,
200,0.7098537,,,,,
200,0.7181897,,,,,
200,0.8454238,,,,,
200,0.7342697,,,,,
200,0.7169497,,,,,
200,0.8224491,,,,,
200,0.7036155,,,,,
200,0.7483573,,,,,
200,0.6897488,,,,,
200,0.7128661,,,,,
200,0.68157,,,,,
200,0.7809002,,,,,
200,0.8522008,,,,,
200,0.7447564,,,,,
200,0.6855113,,,,,
200,0.6765935,,,,,
200,0.7798806,,,,,
200,0.7775659,,,,,
200,0.7603956,,,,,
200,0.7340862,,,,,
200,0.7198295,,,,,
200,0.7258564,,,,,
200,0.7327577,,,,,
200,0.7047533,,,,,
200,0.7498967,,,,,
200,0.7432207,,,,,
200,0.7645649,,,,,
200,0.7054115,,,,,
200,0.7433368,,,,,
200,0.6988916,,,,,
200,0.7289555,,,,,
200,0.7191069,,,,,
200,0.6896927,,,,,
200,0.6846046,,,,,
200,0.7437749,,,,,
200,0.7255037,,,,,
200,0.7286364,,,,,
200,0.6747259,,,,,
200,0.7429473,,,,,
200,0.7214723,,,,,
200,0.752159,,,,,
200,0.7046232,,,,,
200,0.6959726,,,,,
200,0.7234508,,,,,
200,0.8132295,,,,,
200,0.7241298,,,,,
200,0.7401349,,,,,
200,3.5226925,,,,,
200,0.7521469,,,,,
200,0.7055255,,,,,
200,0.7052216,,,,,
200,0.8242825,,,,,
200,0.7889955,,,,,
200,0.7165128,,,,,
200,0.7346256,,,,,
200,0.6743569,,,,,
200,0.7819705,,,,,
200,0.7109752,,,,,
200,0.7836507,,,,,
200,0.7010755,,,,,
200,0.7215296,,,,,
200,0.876503,,,,,
200,0.7519515,,,,,
200,0.7525971,,,,,
200,0.730255,,,,,
200,0.6969079,,,,,
200,0.7794954,,,,,
200,0.7108101,,,,,
200,0.803483,,,,,
200,0.7146069,,,,,
200,0.7491981,,,,,
