Max Component Size,Compute Time (s),runScen3_1_rand,,,,
25,0.0008208,,22.35,0.001397058,,9
13,0.000797,,,,,
25,0.001017,,,,,
25,0.0008106,,,,,
25,0.0066022,,,,,
25,0.0007635,,,,,
14,0.0007736,,,,,
25,0.0008116,,,,,
25,0.0008586,,,,,
21,0.0013089,,,,,
25,0.0008632,,,,,
15,0.0007614,,,,,
25,0.0008202,,,,,
25,0.0016389,,,,,
25,0.0007897,,,,,
25,0.0008081,,,,,
25,0.0008366,,,,,
25,0.0021704,,,,,
25,0.000813,,,,,
25,0.0008721,,,,,
14,0.0008441,,,,,
25,0.0009741,,,,,
25,0.0037784,,,,,
25,0.0007597,,,,,
25,0.0100488,,,,,
13,0.0007002,,,,,
25,0.0008353,,,,,
25,0.0008049,,,,,
25,0.0014616,,,,,
25,0.000827,,,,,
25,0.0023132,,,,,
25,0.0007407,,,,,
25,0.0007901,,,,,
25,0.0008264,,,,,
25,0.0018396,,,,,
25,0.0261392,,,,,
25,0.0008505,,,,,
25,0.0018488,,,,,
17,0.0008215,,,,,
25,0.0007539,,,,,
25,0.0068082,,,,,
25,0.0008683,,,,,
25,0.00335,,,,,
25,0.0008471,,,,,
25,0.0008332,,,,,
25,0.0023745,,,,,
25,0.0008561,,,,,
13,0.0008061,,,,,
15,0.0007421,,,,,
25,0.0031209,,,,,
25,0.0008239,,,,,
10,0.0008343,,,,,
25,0.0009761,,,,,
15,0.0016897,,,,,
11,0.000866,,,,,
25,0.0009798,,,,,
25,0.0009176,,,,,
10,0.0013158,,,,,
25,0.0011404,,,,,
25,0.0022,,,,,
13,0.0009449,,,,,
13,0.0007,,,,,
25,0.000827,,,,,
25,0.0013599,,,,,
25,0.0008233,,,,,
13,0.0007833,,,,,
25,0.0008,,,,,
25,0.0013006,,,,,
25,0.0008392,,,,,
15,0.0008521,,,,,
15,0.0007836,,,,,
15,0.0011766,,,,,
25,0.0010107,,,,,
16,0.000963,,,,,
25,0.0009698,,,,,
25,0.0008327,,,,,
25,0.001053,,,,,
25,0.0009056,,,,,
19,0.001048,,,,,
25,0.0017534,,,,,
25,0.0009452,,,,,
25,0.0009204,,,,,
25,0.0008357,,,,,
25,0.001053,,,,,
20,0.0008138,,,,,
14,0.0007884,,,,,
19,0.0007842,,,,,
25,0.001686,,,,,
10,0.000855,,,,,
25,0.0009332,,,,,
25,0.000994,,,,,
25,0.0010491,,,,,
20,0.0009246,,,,,
25,0.0010448,,,,,
25,0.0011961,,,,,
16,0.0007877,,,,,
10,0.0007692,,,,,
25,0.0009654,,,,,
25,0.0018846,,,,,
25,0.0009296,,,,,
25,0.0009745,,,,,
25,0.000846,,,,,
14,0.0012686,,,,,
25,0.0009605,,,,,
25,0.0009356,,,,,
25,0.0009135,,,,,
15,0.0009094,,,,,
21,0.0008771,,,,,
25,0.0008228,,,,,
25,0.0008418,,,,,
25,0.0017352,,,,,
25,0.0008912,,,,,
25,0.0009098,,,,,
15,0.0008445,,,,,
25,0.0020394,,,,,
13,0.0008001,,,,,
25,0.0009671,,,,,
25,0.0008498,,,,,
25,0.0021468,,,,,
25,0.0009411,,,,,
25,0.0008638,,,,,
25,0.0009079,,,,,
25,0.0013297,,,,,
25,0.0007938,,,,,
20,0.0009721,,,,,
25,0.0009066,,,,,
19,0.0020113,,,,,
11,0.0007935,,,,,
25,0.0009425,,,,,
25,0.0009979,,,,,
25,0.0019175,,,,,
17,0.000928,,,,,
15,0.0008647,,,,,
15,0.0008222,,,,,
25,0.001179,,,,,
25,0.0008411,,,,,
25,0.0010247,,,,,
25,0.0039131,,,,,
15,0.000949,,,,,
25,0.0008783,,,,,
25,0.0013113,,,,,
25,0.0009206,,,,,
25,0.0009289,,,,,
15,0.000856,,,,,
25,0.0016686,,,,,
25,0.0008729,,,,,
25,0.0009382,,,,,
25,0.0008436,,,,,
25,0.0012707,,,,,
25,0.0008651,,,,,
25,0.0009335,,,,,
19,0.0008906,,,,,
25,0.0012534,,,,,
25,0.0007928,,,,,
25,0.0009028,,,,,
15,0.000858,,,,,
25,0.000968,,,,,
25,0.0010462,,,,,
25,0.001019,,,,,
25,0.0009479,,,,,
25,0.0010281,,,,,
12,0.0012007,,,,,
25,0.0031365,,,,,
25,0.0008591,,,,,
25,0.0010014,,,,,
25,0.0007938,,,,,
25,0.0011303,,,,,
14,0.0014346,,,,,
25,0.0009228,,,,,
25,0.0008942,,,,,
25,0.0007565,,,,,
25,0.0022344,,,,,
25,0.0008186,,,,,
25,0.0009045,,,,,
25,0.000987,,,,,
25,0.0014968,,,,,
15,0.0008492,,,,,
25,0.0008831,,,,,
19,0.0007741,,,,,
25,0.0023824,,,,,
25,0.0011046,,,,,
25,0.0008449,,,,,
19,0.0009678,,,,,
25,0.0016631,,,,,
25,0.0008549,,,,,
25,0.0010554,,,,,
14,0.0008957,,,,,
25,0.0067789,,,,,
15,0.0081802,,,,,
25,0.0008806,,,,,
15,0.0009442,,,,,
15,0.0008597,,,,,
25,0.0008754,,,,,
25,0.0009044,,,,,
25,0.002346,,,,,
25,0.0008774,,,,,
25,0.0008946,,,,,
9,0.0008467,,,,,
25,0.0016986,,,,,
25,0.0009185,,,,,
