Max Component Size,Compute Time (s),partition_lgraph_spectral,,,,
60,0.4003149,,99.655,0.420536819,,60
100,0.3799387,,,,,
100,0.4680472,,,,,
100,0.4204073,,,,,
100,0.4114813,,,,,
100,0.3848488,,,,,
100,0.375343,,,,,
100,0.3685446,,,,,
100,0.395267,,,,,
100,0.4004581,,,,,
100,0.3681379,,,,,
100,0.3633097,,,,,
100,0.3852729,,,,,
100,0.370704,,,,,
100,0.429952,,,,,
100,0.3737659,,,,,
100,0.4283513,,,,,
100,2.5714068,,,,,
100,1.2350082,,,,,
100,0.3710763,,,,,
100,0.3801334,,,,,
100,0.3746399,,,,,
100,0.3957006,,,,,
100,0.3664022,,,,,
100,0.3828005,,,,,
100,0.4197669,,,,,
100,0.4585368,,,,,
100,0.3768688,,,,,
100,0.3601257,,,,,
100,0.3936038,,,,,
100,0.4744198,,,,,
100,0.4063917,,,,,
100,0.4009648,,,,,
100,0.3681365,,,,,
100,0.3591124,,,,,
100,0.4499573,,,,,
100,0.4242559,,,,,
100,0.4087016,,,,,
100,0.3691284,,,,,
100,0.4575682,,,,,
100,0.3849905,,,,,
100,0.4010052,,,,,
100,0.3820066,,,,,
100,0.3638585,,,,,
100,0.3863263,,,,,
100,0.3908581,,,,,
100,0.3755704,,,,,
100,0.3927855,,,,,
100,0.3637578,,,,,
100,0.4097452,,,,,
100,0.3626303,,,,,
100,0.3754168,,,,,
100,0.3644425,,,,,
100,0.3765473,,,,,
100,0.3839162,,,,,
100,0.3738578,,,,,
100,0.3732266,,,,,
100,0.427699,,,,,
100,0.4212665,,,,,
100,0.4271841,,,,,
100,0.5053003,,,,,
100,0.3843284,,,,,
100,0.3825494,,,,,
100,0.3732144,,,,,
100,0.3803862,,,,,
100,0.4326364,,,,,
100,0.3775258,,,,,
100,0.3887781,,,,,
100,0.4130138,,,,,
100,0.3820374,,,,,
100,0.3918202,,,,,
100,0.3941795,,,,,
100,0.3781805,,,,,
100,0.3741508,,,,,
100,0.4179837,,,,,
100,0.4021739,,,,,
100,0.3948148,,,,,
100,0.3798201,,,,,
100,0.4355061,,,,,
100,0.3672515,,,,,
100,0.3715631,,,,,
100,0.377984,,,,,
100,0.4480191,,,,,
100,0.4716368,,,,,
100,0.3884433,,,,,
100,0.3596783,,,,,
100,0.3652379,,,,,
100,0.4666073,,,,,
100,0.3654695,,,,,
100,0.3997495,,,,,
100,0.3621134,,,,,
100,0.3650182,,,,,
100,0.4019059,,,,,
100,0.4187543,,,,,
100,0.4548386,,,,,
100,0.4341959,,,,,
100,0.3880179,,,,,
100,0.407626,,,,,
100,0.4181162,,,,,
100,0.4148974,,,,,
100,0.3779962,,,,,
100,0.3906149,,,,,
100,0.4231199,,,,,
100,0.3820197,,,,,
100,0.4003692,,,,,
100,0.3726731,,,,,
100,0.3598589,,,,,
100,0.4114903,,,,,
100,0.373874,,,,,
100,0.3676623,,,,,
100,0.3623809,,,,,
100,0.4270222,,,,,
100,0.3663884,,,,,
100,0.4030299,,,,,
100,0.3994163,,,,,
100,0.3935311,,,,,
100,0.4020407,,,,,
100,0.4158394,,,,,
100,0.3964731,,,,,
100,0.3887684,,,,,
100,0.3604588,,,,,
100,0.3819951,,,,,
100,0.402693,,,,,
100,0.4240562,,,,,
100,0.3778993,,,,,
100,0.4047172,,,,,
100,0.3723462,,,,,
100,0.431339,,,,,
100,0.3706795,,,,,
100,0.3788497,,,,,
100,0.3770895,,,,,
100,0.4461864,,,,,
100,0.4110535,,,,,
100,0.4443575,,,,,
100,0.3737699,,,,,
100,0.3701386,,,,,
100,0.3738289,,,,,
100,0.3701274,,,,,
100,0.4458739,,,,,
100,0.3685783,,,,,
100,0.4066558,,,,,
100,0.3939866,,,,,
100,0.4294325,,,,,
100,0.389014,,,,,
100,1.1964388,,,,,
100,0.9516078,,,,,
100,1.2949514,,,,,
100,0.408769,,,,,
100,0.4286615,,,,,
100,0.3839241,,,,,
100,0.3616213,,,,,
100,0.3768149,,,,,
100,0.4166669,,,,,
100,0.361402,,,,,
71,0.3670907,,,,,
100,0.4389152,,,,,
100,0.3750976,,,,,
100,0.4057212,,,,,
100,0.3753728,,,,,
100,0.3834855,,,,,
100,0.3680616,,,,,
100,0.3854089,,,,,
100,0.3890501,,,,,
100,0.3786382,,,,,
100,0.381924,,,,,
100,0.4203029,,,,,
100,0.3644408,,,,,
100,0.3678896,,,,,
100,0.3617956,,,,,
100,0.4100257,,,,,
100,0.3869086,,,,,
100,0.4487904,,,,,
100,0.3602026,,,,,
100,0.3630326,,,,,
100,0.3975162,,,,,
100,0.3647987,,,,,
100,0.414632,,,,,
100,0.3680306,,,,,
100,0.3688455,,,,,
100,0.4057831,,,,,
100,0.4042694,,,,,
100,0.3784986,,,,,
100,0.3741223,,,,,
100,0.4238814,,,,,
100,0.3972207,,,,,
100,0.3803075,,,,,
100,0.3655202,,,,,
100,0.4046177,,,,,
100,0.4429931,,,,,
100,0.3685314,,,,,
100,0.3603373,,,,,
100,0.3683883,,,,,
100,0.4066114,,,,,
100,0.3971212,,,,,
100,0.3778581,,,,,
100,0.3640805,,,,,
100,0.4151179,,,,,
100,0.4385606,,,,,
100,0.4181071,,,,,
100,0.3674388,,,,,
