Max Component Size,Compute Time (s),runScen3_1_rand,,,,
34,0.0012769,,47.76,0.001425208,,26
50,0.0010612,,,,,
50,0.0012511,,,,,
50,0.0012066,,,,,
50,0.0011265,,,,,
50,0.0013627,,,,,
50,0.0013776,,,,,
50,0.0012814,,,,,
50,0.0012413,,,,,
50,0.0012262,,,,,
50,0.0012107,,,,,
50,0.0013932,,,,,
50,0.0012699,,,,,
26,0.0010417,,,,,
50,0.0013425,,,,,
50,0.0013434,,,,,
50,0.0012466,,,,,
50,0.0013344,,,,,
50,0.0013526,,,,,
50,0.0013392,,,,,
50,0.0012213,,,,,
50,0.0026754,,,,,
50,0.0184593,,,,,
50,0.0027163,,,,,
50,0.002242,,,,,
50,0.0040163,,,,,
50,0.0055016,,,,,
50,0.0011061,,,,,
50,0.001102,,,,,
50,0.0011128,,,,,
50,0.0013947,,,,,
50,0.0015186,,,,,
50,0.0013484,,,,,
50,0.0012748,,,,,
50,0.0013427,,,,,
50,0.0012036,,,,,
50,0.0013368,,,,,
50,0.0020004,,,,,
50,0.0012264,,,,,
50,0.0015613,,,,,
50,0.0012169,,,,,
26,0.0009996,,,,,
50,0.001263,,,,,
50,0.0013459,,,,,
50,0.0013282,,,,,
50,0.0012475,,,,,
50,0.0012169,,,,,
50,0.0011006,,,,,
50,0.0015361,,,,,
50,0.0012369,,,,,
50,0.0013353,,,,,
50,0.001212,,,,,
50,0.0011919,,,,,
34,0.0011128,,,,,
50,0.0013395,,,,,
50,0.0011885,,,,,
50,0.0013442,,,,,
26,0.0011613,,,,,
50,0.0010914,,,,,
50,0.0011628,,,,,
50,0.0012204,,,,,
50,0.0012377,,,,,
50,0.0013886,,,,,
50,0.0011707,,,,,
50,0.0010619,,,,,
50,0.001417,,,,,
50,0.0011422,,,,,
50,0.0012623,,,,,
50,0.0016021,,,,,
50,0.0013781,,,,,
34,0.0010675,,,,,
34,0.0011687,,,,,
34,0.0011796,,,,,
50,0.0013622,,,,,
34,0.0011509,,,,,
50,0.0011191,,,,,
50,0.0012252,,,,,
50,0.0014415,,,,,
50,0.0012192,,,,,
26,0.0009986,,,,,
50,0.0012366,,,,,
50,0.0012907,,,,,
26,0.0010241,,,,,
50,0.0013075,,,,,
50,0.0012397,,,,,
50,0.0013436,,,,,
50,0.0013016,,,,,
50,0.0012922,,,,,
50,0.0013593,,,,,
26,0.0014229,,,,,
50,0.0012874,,,,,
50,0.0013684,,,,,
50,0.0014081,,,,,
50,0.0012183,,,,,
50,0.0011599,,,,,
34,0.0010467,,,,,
50,0.0013898,,,,,
50,0.0014091,,,,,
50,0.0011586,,,,,
50,0.0010212,,,,,
50,0.0011306,,,,,
50,0.0013699,,,,,
50,0.0012115,,,,,
50,0.0011242,,,,,
50,0.001082,,,,,
50,0.0013034,,,,,
50,0.0012933,,,,,
50,0.0014333,,,,,
34,0.0011707,,,,,
50,0.0012136,,,,,
26,0.0012041,,,,,
50,0.0012428,,,,,
50,0.0013727,,,,,
50,0.0012958,,,,,
50,0.0012739,,,,,
34,0.002218,,,,,
50,0.00121,,,,,
50,0.0011876,,,,,
50,0.0014237,,,,,
50,0.0013819,,,,,
50,0.0012637,,,,,
50,0.0011602,,,,,
50,0.0014175,,,,,
50,0.0011451,,,,,
50,0.0013945,,,,,
50,0.0013047,,,,,
50,0.0012735,,,,,
50,0.0013206,,,,,
50,0.0012705,,,,,
50,0.0013597,,,,,
50,0.0013802,,,,,
50,0.0013272,,,,,
50,0.0012035,,,,,
50,0.0013677,,,,,
50,0.0014514,,,,,
50,0.001218,,,,,
50,0.0012309,,,,,
26,0.0012808,,,,,
50,0.0012392,,,,,
50,0.0013879,,,,,
50,0.0013652,,,,,
50,0.0013217,,,,,
50,0.0013904,,,,,
50,0.0012404,,,,,
50,0.0012433,,,,,
50,0.0012912,,,,,
50,0.0013568,,,,,
50,0.0014872,,,,,
50,0.0012603,,,,,
50,0.0014205,,,,,
50,0.0012722,,,,,
50,0.001291,,,,,
50,0.0012815,,,,,
50,0.0012128,,,,,
50,0.0013912,,,,,
50,0.0011809,,,,,
50,0.0011288,,,,,
50,0.0012106,,,,,
50,0.0012406,,,,,
50,0.0012099,,,,,
50,0.0012197,,,,,
50,0.00127,,,,,
50,0.0012754,,,,,
50,0.001588,,,,,
50,0.0011312,,,,,
50,0.0013938,,,,,
34,0.0011188,,,,,
50,0.0012934,,,,,
34,0.0011918,,,,,
50,0.001468,,,,,
50,0.0012969,,,,,
50,0.0019084,,,,,
50,0.0013605,,,,,
50,0.0011498,,,,,
50,0.0011703,,,,,
50,0.0011963,,,,,
50,0.0013465,,,,,
50,0.001434,,,,,
50,0.0013473,,,,,
50,0.0014203,,,,,
34,0.0011055,,,,,
50,0.0011712,,,,,
50,0.0011909,,,,,
50,0.0015295,,,,,
50,0.0016572,,,,,
50,0.0013998,,,,,
50,0.0014364,,,,,
26,0.0010695,,,,,
34,0.0010433,,,,,
50,0.0019614,,,,,
50,0.0012483,,,,,
50,0.0012065,,,,,
50,0.0013247,,,,,
50,0.0011755,,,,,
26,0.0011351,,,,,
50,0.0012298,,,,,
50,0.0012108,,,,,
50,0.0013999,,,,,
50,0.0013196,,,,,
50,0.0013329,,,,,
