Max Component Size,Compute Time (s),partition_lgraph_louvain,,,,
7,0.0059887,,9.03,0.004712067,,7
7,0.0040005,,,,,
7,0.0035908,,,,,
7,0.0033715,,,,,
7,0.004306,,,,,
7,0.0048706,,,,,
7,0.004426,,,,,
7,0.004444,,,,,
7,0.0053787,,,,,
7,0.0036197,,,,,
7,0.004668,,,,,
7,0.0044135,,,,,
7,0.0047635,,,,,
28,0.0035903,,,,,
7,0.0064402,,,,,
7,0.0044612,,,,,
7,0.006185,,,,,
7,0.0045172,,,,,
7,0.0058556,,,,,
7,0.0040171,,,,,
7,0.0065624,,,,,
7,0.0039209,,,,,
7,0.0035869,,,,,
7,0.0040785,,,,,
7,0.0035232,,,,,
7,0.0041607,,,,,
7,0.0065681,,,,,
7,0.0036736,,,,,
7,0.0209105,,,,,
7,0.0039637,,,,,
7,0.0062497,,,,,
7,0.003619,,,,,
7,0.0041992,,,,,
7,0.0040398,,,,,
7,0.0056926,,,,,
7,0.0039347,,,,,
7,0.0042225,,,,,
7,0.0048294,,,,,
7,0.0050615,,,,,
7,0.0040989,,,,,
7,0.0051782,,,,,
7,0.004126,,,,,
7,0.0051696,,,,,
7,0.0033818,,,,,
7,0.0059584,,,,,
7,0.0044781,,,,,
7,0.0048633,,,,,
7,0.0044232,,,,,
7,0.0058708,,,,,
7,0.0063504,,,,,
7,0.0045653,,,,,
7,0.0039359,,,,,
7,0.0040694,,,,,
7,0.0049858,,,,,
28,0.0046235,,,,,
7,0.0059848,,,,,
7,0.0071578,,,,,
7,0.0054049,,,,,
28,0.0035621,,,,,
7,0.0037851,,,,,
7,0.0040682,,,,,
7,0.0037696,,,,,
7,0.0046984,,,,,
28,0.0036975,,,,,
7,0.0052105,,,,,
7,0.0043824,,,,,
7,0.005107,,,,,
7,0.0044165,,,,,
7,0.0050325,,,,,
7,0.004143,,,,,
7,0.0059545,,,,,
7,0.0043631,,,,,
7,0.004839,,,,,
7,0.0041522,,,,,
7,0.0049088,,,,,
7,0.0045053,,,,,
14,0.0070413,,,,,
7,0.0046217,,,,,
7,0.0049981,,,,,
7,0.0056126,,,,,
7,0.0044701,,,,,
7,0.0045567,,,,,
7,0.0044303,,,,,
7,0.0044608,,,,,
7,0.0051404,,,,,
7,0.0043914,,,,,
28,0.0055088,,,,,
7,0.0041694,,,,,
7,0.003704,,,,,
7,0.0048379,,,,,
28,0.0036848,,,,,
7,0.0048217,,,,,
35,0.0057242,,,,,
28,0.0043612,,,,,
7,0.005784,,,,,
7,0.0037332,,,,,
7,0.0059334,,,,,
7,0.0052532,,,,,
7,0.0058305,,,,,
7,0.0038817,,,,,
7,0.0051277,,,,,
7,0.0056606,,,,,
7,0.0045459,,,,,
7,0.0048408,,,,,
7,0.00605,,,,,
7,0.0042774,,,,,
7,0.0051917,,,,,
28,0.0039012,,,,,
7,0.0050693,,,,,
7,0.00366,,,,,
7,0.003901,,,,,
7,0.0038976,,,,,
7,0.0053912,,,,,
28,0.0041201,,,,,
7,0.0063033,,,,,
28,0.0036746,,,,,
7,0.0039334,,,,,
7,0.003556,,,,,
7,0.0048748,,,,,
7,0.0040958,,,,,
7,0.0040123,,,,,
7,0.0044295,,,,,
7,0.0043348,,,,,
7,0.0049466,,,,,
7,0.0035776,,,,,
7,0.0046577,,,,,
7,0.0039533,,,,,
35,0.004145,,,,,
7,0.0044261,,,,,
7,0.0039984,,,,,
7,0.0040479,,,,,
7,0.004376,,,,,
7,0.0040896,,,,,
7,0.0037835,,,,,
7,0.0039501,,,,,
7,0.0032616,,,,,
7,0.0043722,,,,,
28,0.004531,,,,,
7,0.0056355,,,,,
7,0.0043391,,,,,
7,0.0052363,,,,,
7,0.0039402,,,,,
7,0.0049856,,,,,
7,0.0043445,,,,,
7,0.0034956,,,,,
7,0.0047458,,,,,
7,0.0048313,,,,,
28,0.003836,,,,,
7,0.0044673,,,,,
7,0.0049397,,,,,
7,0.0050716,,,,,
7,0.005089,,,,,
7,0.0044252,,,,,
7,0.0062882,,,,,
7,0.0048242,,,,,
7,0.005462,,,,,
7,0.004144,,,,,
7,0.0044508,,,,,
7,0.0041391,,,,,
28,0.0038024,,,,,
7,0.0045146,,,,,
7,0.0039221,,,,,
7,0.0051095,,,,,
7,0.0041621,,,,,
7,0.0050051,,,,,
7,0.0044908,,,,,
7,0.0044525,,,,,
7,0.0035455,,,,,
7,0.0037873,,,,,
7,0.004832,,,,,
7,0.0041761,,,,,
7,0.0044512,,,,,
7,0.0040586,,,,,
7,0.0047411,,,,,
7,0.0037735,,,,,
7,0.0064756,,,,,
7,0.0035046,,,,,
7,0.0039333,,,,,
7,0.0043004,,,,,
7,0.0039429,,,,,
7,0.0048655,,,,,
7,0.0051718,,,,,
7,0.0044819,,,,,
7,0.0044814,,,,,
7,0.0063323,,,,,
7,0.0049049,,,,,
7,0.0053045,,,,,
7,0.0037804,,,,,
7,0.0044375,,,,,
7,0.0041307,,,,,
7,0.0063351,,,,,
7,0.0045062,,,,,
7,0.0043091,,,,,
7,0.0052852,,,,,
28,0.0057698,,,,,
28,0.0042174,,,,,
7,0.0057849,,,,,
7,0.0044699,,,,,
28,0.0052372,,,,,
14,0.0040917,,,,,
