Max Component Size,Compute Time (s),runScen3_1_rand,,,,
35,0.0033161,,34.44,0.001071223,,21
35,0.0008523,,,,,
35,0.0008943,,,,,
35,0.0009005,,,,,
35,0.0009282,,,,,
35,0.002298,,,,,
35,0.0008494,,,,,
35,0.0008113,,,,,
35,0.0009467,,,,,
35,0.0009608,,,,,
35,0.001096,,,,,
35,0.0008179,,,,,
35,0.0009455,,,,,
35,0.0009643,,,,,
35,0.0009305,,,,,
35,0.0010027,,,,,
35,0.000875,,,,,
35,0.000873,,,,,
35,0.0009011,,,,,
35,0.0008036,,,,,
35,0.0011829,,,,,
35,0.0009586,,,,,
35,0.000808,,,,,
35,0.0009343,,,,,
35,0.0009255,,,,,
35,0.0010753,,,,,
35,0.0008202,,,,,
35,0.0009904,,,,,
35,0.0009164,,,,,
35,0.0008645,,,,,
35,0.0009649,,,,,
35,0.0008156,,,,,
35,0.000929,,,,,
35,0.0184775,,,,,
35,0.0012749,,,,,
35,0.0009307,,,,,
35,0.0036798,,,,,
35,0.0009287,,,,,
35,0.0036678,,,,,
35,0.0010165,,,,,
35,0.0020053,,,,,
35,0.0008206,,,,,
35,0.0008076,,,,,
35,0.0009364,,,,,
35,0.0009701,,,,,
35,0.0009505,,,,,
35,0.0009068,,,,,
35,0.0010183,,,,,
35,0.0008944,,,,,
35,0.0009763,,,,,
35,0.0009673,,,,,
35,0.0008429,,,,,
21,0.0009818,,,,,
35,0.0007883,,,,,
21,0.0008678,,,,,
35,0.0009956,,,,,
35,0.0007965,,,,,
35,0.0010872,,,,,
35,0.000789,,,,,
35,0.0009534,,,,,
35,0.0008664,,,,,
35,0.0009979,,,,,
35,0.0028334,,,,,
35,0.0008454,,,,,
35,0.0007664,,,,,
35,0.0007168,,,,,
35,0.0008849,,,,,
35,0.0007186,,,,,
35,0.0007227,,,,,
35,0.0027969,,,,,
35,0.0023654,,,,,
35,0.000782,,,,,
35,0.000747,,,,,
35,0.000667,,,,,
35,0.0006399,,,,,
35,0.000804,,,,,
35,0.000912,,,,,
35,0.0032479,,,,,
35,0.0007419,,,,,
35,0.0007979,,,,,
35,0.0007802,,,,,
35,0.0009075,,,,,
35,0.0009817,,,,,
35,0.0008745,,,,,
35,0.0010236,,,,,
35,0.0010136,,,,,
35,0.0010117,,,,,
35,0.0009429,,,,,
35,0.0007964,,,,,
35,0.0012177,,,,,
35,0.0009885,,,,,
35,0.0007277,,,,,
35,0.000663,,,,,
35,0.0025511,,,,,
35,0.000671,,,,,
35,0.0020787,,,,,
35,0.0006802,,,,,
35,0.0007626,,,,,
35,0.0008599,,,,,
35,0.000771,,,,,
35,0.0009173,,,,,
35,0.0008722,,,,,
35,0.0008455,,,,,
35,0.0008981,,,,,
35,0.000884,,,,,
35,0.0007208,,,,,
35,0.0008569,,,,,
35,0.0008047,,,,,
35,0.0007544,,,,,
35,0.0008673,,,,,
21,0.0008273,,,,,
35,0.0009638,,,,,
35,0.0008365,,,,,
35,0.0008103,,,,,
35,0.0010101,,,,,
35,0.0008286,,,,,
35,0.0007514,,,,,
35,0.0009429,,,,,
35,0.0008378,,,,,
35,0.0008144,,,,,
35,0.0008555,,,,,
35,0.0008287,,,,,
21,0.0009853,,,,,
35,0.0008069,,,,,
35,0.0006806,,,,,
35,0.0008474,,,,,
35,0.0008223,,,,,
35,0.0007889,,,,,
35,0.0008505,,,,,
35,0.0008509,,,,,
35,0.0028751,,,,,
35,0.0008283,,,,,
35,0.0008293,,,,,
35,0.0009115,,,,,
35,0.0008256,,,,,
35,0.0007854,,,,,
35,0.0007954,,,,,
35,0.0008636,,,,,
21,0.0014043,,,,,
35,0.0007594,,,,,
35,0.0007436,,,,,
35,0.000965,,,,,
35,0.0007584,,,,,
35,0.0008519,,,,,
35,0.0007907,,,,,
35,0.000745,,,,,
35,0.0007962,,,,,
35,0.0007934,,,,,
35,0.0008284,,,,,
35,0.0009068,,,,,
35,0.000752,,,,,
35,0.0007444,,,,,
35,0.0009767,,,,,
35,0.0008338,,,,,
35,0.0007253,,,,,
35,0.0008537,,,,,
35,0.000703,,,,,
35,0.0009045,,,,,
35,0.0008803,,,,,
35,0.0006599,,,,,
35,0.0009224,,,,,
35,0.0006664,,,,,
35,0.0006525,,,,,
35,0.0007741,,,,,
35,0.0007522,,,,,
35,0.0007085,,,,,
35,0.0008524,,,,,
35,0.0007718,,,,,
35,0.0007472,,,,,
35,0.0007524,,,,,
35,0.0007438,,,,,
35,0.0009148,,,,,
35,0.0008558,,,,,
35,0.0009651,,,,,
35,0.00094,,,,,
35,0.0008557,,,,,
35,0.0008773,,,,,
35,0.0008018,,,,,
35,0.0030672,,,,,
35,0.0007271,,,,,
35,0.0006922,,,,,
35,0.000855,,,,,
35,0.0007464,,,,,
35,0.0007565,,,,,
35,0.0007009,,,,,
21,0.00085,,,,,
35,0.0008099,,,,,
35,0.0006687,,,,,
35,0.0007043,,,,,
35,0.000885,,,,,
35,0.0007996,,,,,
35,0.0006981,,,,,
35,0.0008765,,,,,
21,0.0007776,,,,,
35,0.0009423,,,,,
35,0.0006979,,,,,
35,0.0007411,,,,,
35,0.0010275,,,,,
35,0.0006789,,,,,
21,0.0008927,,,,,
