Max Component Size,Compute Time (s),partition_lgraph_louvain,,,,
15,0.0157373,,15,0.015461277,,15
15,0.0157912,,,,,
15,0.0142034,,,,,
15,0.0142531,,,,,
15,0.0144832,,,,,
15,0.0145876,,,,,
15,0.036647,,,,,
15,0.014356,,,,,
15,0.0149803,,,,,
15,0.0173177,,,,,
15,0.0143107,,,,,
15,0.0192627,,,,,
15,0.0178834,,,,,
15,0.020023,,,,,
15,0.0210259,,,,,
15,0.0189032,,,,,
15,0.0150921,,,,,
15,0.0157943,,,,,
15,0.016297,,,,,
15,0.0175857,,,,,
15,0.0145013,,,,,
15,0.0140519,,,,,
15,0.0141296,,,,,
15,0.0142525,,,,,
15,0.0141393,,,,,
15,0.0159896,,,,,
15,0.0143595,,,,,
15,0.0130026,,,,,
15,0.0147233,,,,,
15,0.0128596,,,,,
15,0.017385,,,,,
15,0.01279,,,,,
15,0.0123628,,,,,
15,0.0140412,,,,,
15,0.0132578,,,,,
15,0.0141348,,,,,
15,0.0126535,,,,,
15,0.0142741,,,,,
15,0.0126298,,,,,
15,0.0127483,,,,,
15,0.012531,,,,,
15,0.0161999,,,,,
15,0.0160972,,,,,
15,0.0210724,,,,,
15,0.0142297,,,,,
15,0.0171498,,,,,
15,0.0125704,,,,,
15,0.0158168,,,,,
15,0.012529,,,,,
15,0.0138287,,,,,
15,0.0152595,,,,,
15,0.0161329,,,,,
15,0.0129177,,,,,
15,0.0151612,,,,,
15,0.0152272,,,,,
15,0.0158559,,,,,
15,0.0141282,,,,,
15,0.0141207,,,,,
15,0.0137136,,,,,
15,0.0143485,,,,,
15,0.0256011,,,,,
15,0.0149731,,,,,
15,0.0133567,,,,,
15,0.0143883,,,,,
15,0.0145286,,,,,
15,0.0127876,,,,,
15,0.0143883,,,,,
15,0.0164076,,,,,
15,0.0141479,,,,,
15,0.0127047,,,,,
15,0.0127115,,,,,
15,0.0170437,,,,,
15,0.0123777,,,,,
15,0.0153706,,,,,
15,0.0143242,,,,,
15,0.0191552,,,,,
15,0.0126821,,,,,
15,0.0145696,,,,,
15,0.0154374,,,,,
15,0.0142678,,,,,
15,0.0128206,,,,,
15,0.0176594,,,,,
15,0.0128401,,,,,
15,0.0125427,,,,,
15,0.015651,,,,,
15,0.0174259,,,,,
15,0.0144226,,,,,
15,0.0157945,,,,,
15,0.015634,,,,,
15,0.0126928,,,,,
15,0.0147416,,,,,
15,0.0125937,,,,,
15,0.0147269,,,,,
15,0.0154472,,,,,
15,0.0132567,,,,,
15,0.015926,,,,,
15,0.0139473,,,,,
15,0.014231,,,,,
15,0.0126783,,,,,
15,0.021194,,,,,
15,0.0160882,,,,,
15,0.0128472,,,,,
15,0.0145605,,,,,
15,0.0156222,,,,,
15,0.013902,,,,,
15,0.014347,,,,,
15,0.0165053,,,,,
15,0.0159296,,,,,
15,0.0143591,,,,,
15,0.0191722,,,,,
15,0.0165983,,,,,
15,0.0143647,,,,,
15,0.0129181,,,,,
15,0.0441106,,,,,
15,0.0128179,,,,,
15,0.0143158,,,,,
15,0.0160943,,,,,
15,0.0161052,,,,,
15,0.0137957,,,,,
15,0.0174316,,,,,
15,0.015634,,,,,
15,0.0174705,,,,,
15,0.0131757,,,,,
15,0.0155944,,,,,
15,0.0130574,,,,,
15,0.0143176,,,,,
15,0.0155577,,,,,
15,0.0154024,,,,,
15,0.0141414,,,,,
15,0.0153917,,,,,
15,0.0156567,,,,,
15,0.0143569,,,,,
15,0.0127336,,,,,
15,0.0138937,,,,,
15,0.0191523,,,,,
15,0.017071,,,,,
15,0.0146638,,,,,
15,0.0127561,,,,,
15,0.0142197,,,,,
15,0.01697,,,,,
15,0.0139927,,,,,
15,0.0128799,,,,,
15,0.0155096,,,,,
15,0.0181752,,,,,
15,0.0141922,,,,,
15,0.0153521,,,,,
15,0.0156502,,,,,
15,0.0154613,,,,,
15,0.0196658,,,,,
15,0.0142408,,,,,
15,0.0133141,,,,,
15,0.0143612,,,,,
15,0.0141408,,,,,
15,0.0156149,,,,,
15,0.0172851,,,,,
15,0.0147736,,,,,
15,0.0135213,,,,,
15,0.0142903,,,,,
15,0.0134481,,,,,
15,0.0145065,,,,,
15,0.0495505,,,,,
15,0.0146437,,,,,
15,0.0129669,,,,,
15,0.0146855,,,,,
15,0.0144262,,,,,
15,0.0138026,,,,,
15,0.0142638,,,,,
15,0.0142241,,,,,
15,0.013079,,,,,
15,0.0142447,,,,,
15,0.0142951,,,,,
15,0.0142018,,,,,
15,0.0209655,,,,,
15,0.0130527,,,,,
15,0.0151762,,,,,
15,0.014125,,,,,
15,0.0141105,,,,,
15,0.0126761,,,,,
15,0.0145024,,,,,
15,0.0144857,,,,,
15,0.0141625,,,,,
15,0.0141698,,,,,
15,0.012941,,,,,
15,0.0184246,,,,,
15,0.0171732,,,,,
15,0.0146135,,,,,
15,0.0144277,,,,,
15,0.0200642,,,,,
15,0.0138672,,,,,
15,0.0128001,,,,,
15,0.0143001,,,,,
15,0.0175955,,,,,
15,0.0141193,,,,,
15,0.0187821,,,,,
15,0.0163216,,,,,
15,0.0170379,,,,,
15,0.0143049,,,,,
15,0.0142581,,,,,
15,0.018356,,,,,
15,0.0144188,,,,,
