Max Component Size,Compute Time (s),partition_lgraph_louvain,,,,
7,0.0060369,,7.79,0.005491583,,7
7,0.0048843,,,,,
7,0.0052245,,,,,
7,0.0049173,,,,,
7,0.0060311,,,,,
7,0.0044783,,,,,
7,0.0045404,,,,,
7,0.0052484,,,,,
7,0.0050542,,,,,
7,0.0047643,,,,,
7,0.0066905,,,,,
7,0.0062963,,,,,
7,0.0055924,,,,,
7,0.0054338,,,,,
7,0.0046349,,,,,
7,0.0046172,,,,,
7,0.0057852,,,,,
7,0.0050823,,,,,
7,0.0053256,,,,,
7,0.0052149,,,,,
7,0.005507,,,,,
7,0.0051957,,,,,
7,0.0274928,,,,,
7,0.0051684,,,,,
7,0.0052578,,,,,
7,0.0047213,,,,,
7,0.0053649,,,,,
7,0.0072262,,,,,
7,0.0048222,,,,,
7,0.0056435,,,,,
7,0.0053729,,,,,
7,0.0058429,,,,,
7,0.0052578,,,,,
34,0.0046783,,,,,
7,0.0086784,,,,,
7,0.0047005,,,,,
7,0.0050555,,,,,
33,0.0044259,,,,,
7,0.0045053,,,,,
7,0.0049734,,,,,
7,0.0050651,,,,,
7,0.0056009,,,,,
7,0.005708,,,,,
7,0.0058889,,,,,
7,0.0048473,,,,,
7,0.0083226,,,,,
7,0.0065219,,,,,
7,0.0048428,,,,,
7,0.0057502,,,,,
7,0.0040888,,,,,
7,0.0056597,,,,,
7,0.0062375,,,,,
7,0.0073661,,,,,
7,0.0046987,,,,,
7,0.0056605,,,,,
7,0.0065487,,,,,
7,0.0041254,,,,,
7,0.0047431,,,,,
7,0.0048122,,,,,
7,0.004535,,,,,
7,0.0052138,,,,,
7,0.005956,,,,,
7,0.0042761,,,,,
7,0.0044908,,,,,
7,0.0053009,,,,,
7,0.0044437,,,,,
7,0.0061427,,,,,
7,0.0071935,,,,,
7,0.0044925,,,,,
7,0.0048494,,,,,
7,0.0044154,,,,,
7,0.0046312,,,,,
7,0.0049414,,,,,
7,0.0063024,,,,,
7,0.0050064,,,,,
7,0.0055133,,,,,
7,0.0054583,,,,,
7,0.0064457,,,,,
7,0.0054734,,,,,
7,0.0050117,,,,,
7,0.0056131,,,,,
7,0.0049403,,,,,
7,0.0047768,,,,,
7,0.0057714,,,,,
7,0.0046112,,,,,
7,0.0048012,,,,,
7,0.0042388,,,,,
7,0.0050597,,,,,
7,0.0056443,,,,,
7,0.0047169,,,,,
7,0.0052214,,,,,
7,0.0055879,,,,,
7,0.0063892,,,,,
7,0.004302,,,,,
7,0.0046636,,,,,
7,0.0057692,,,,,
7,0.0048772,,,,,
7,0.0048649,,,,,
7,0.0054199,,,,,
7,0.0049679,,,,,
7,0.0050127,,,,,
7,0.005958,,,,,
7,0.0062953,,,,,
7,0.0051873,,,,,
7,0.0044874,,,,,
7,0.004959,,,,,
7,0.006134,,,,,
7,0.0050437,,,,,
7,0.0044714,,,,,
7,0.0044607,,,,,
7,0.0051258,,,,,
7,0.0052133,,,,,
7,0.0060701,,,,,
7,0.0051161,,,,,
7,0.0055337,,,,,
7,0.0065901,,,,,
7,0.0055057,,,,,
7,0.0043941,,,,,
7,0.0059831,,,,,
7,0.0050172,,,,,
7,0.0061541,,,,,
7,0.0075181,,,,,
7,0.005552,,,,,
7,0.0049176,,,,,
7,0.0072264,,,,,
7,0.006856,,,,,
7,0.0040381,,,,,
7,0.0047486,,,,,
7,0.005678,,,,,
27,0.0044093,,,,,
7,0.004734,,,,,
7,0.006033,,,,,
7,0.004784,,,,,
7,0.0061047,,,,,
7,0.0060409,,,,,
7,0.0047887,,,,,
7,0.0052278,,,,,
7,0.0054197,,,,,
7,0.0043145,,,,,
7,0.0053595,,,,,
7,0.005781,,,,,
7,0.0060258,,,,,
7,0.0059378,,,,,
7,0.005724,,,,,
7,0.0053657,,,,,
7,0.0047899,,,,,
33,0.0058011,,,,,
7,0.007166,,,,,
7,0.0043976,,,,,
7,0.0041008,,,,,
7,0.005569,,,,,
7,0.0046517,,,,,
7,0.0057565,,,,,
7,0.0062269,,,,,
7,0.0070902,,,,,
7,0.0046479,,,,,
7,0.0052082,,,,,
7,0.0062629,,,,,
7,0.0044619,,,,,
7,0.0060421,,,,,
7,0.0056362,,,,,
7,0.0050528,,,,,
7,0.0065405,,,,,
7,0.0046954,,,,,
7,0.004542,,,,,
7,0.0050548,,,,,
7,0.0076326,,,,,
7,0.0045912,,,,,
7,0.0047001,,,,,
7,0.0046928,,,,,
7,0.0054108,,,,,
7,0.0055798,,,,,
7,0.0067717,,,,,
7,0.0053667,,,,,
33,0.0043734,,,,,
7,0.0058253,,,,,
7,0.0068503,,,,,
7,0.0045516,,,,,
7,0.004704,,,,,
7,0.0076713,,,,,
7,0.0066312,,,,,
7,0.005073,,,,,
7,0.0051355,,,,,
7,0.0050884,,,,,
7,0.0044303,,,,,
7,0.0047234,,,,,
7,0.0052934,,,,,
40,0.0044071,,,,,
7,0.0049967,,,,,
7,0.0056766,,,,,
7,0.0051394,,,,,
7,0.0048766,,,,,
7,0.0061343,,,,,
7,0.0041503,,,,,
7,0.0054871,,,,,
7,0.0044479,,,,,
7,0.0045706,,,,,
7,0.0058305,,,,,
7,0.009235,,,,,
7,0.0047129,,,,,
