Max Component Size,Compute Time (s),runScen3_1_rand,,,,
30,0.000853,,29.37,0.001036081,,18
18,0.0007765,,,,,
30,0.0007515,,,,,
24,0.001858,,,,,
30,0.0007858,,,,,
18,0.0008729,,,,,
30,0.0007781,,,,,
30,0.0011363,,,,,
30,0.0009536,,,,,
30,0.0007659,,,,,
30,0.0008832,,,,,
30,0.0014395,,,,,
30,0.0008735,,,,,
30,0.0008632,,,,,
30,0.0008954,,,,,
18,0.0013413,,,,,
30,0.0008525,,,,,
30,0.0008648,,,,,
30,0.0008071,,,,,
30,0.0007699,,,,,
30,0.0022818,,,,,
30,0.0007883,,,,,
30,0.0008326,,,,,
30,0.0007556,,,,,
30,0.0007972,,,,,
30,0.0009219,,,,,
30,0.00083,,,,,
30,0.0007606,,,,,
30,0.0008994,,,,,
30,0.0008981,,,,,
30,0.0008852,,,,,
30,0.0007718,,,,,
30,0.0008742,,,,,
30,0.0009736,,,,,
30,0.0008608,,,,,
30,0.0007608,,,,,
30,0.0008039,,,,,
30,0.0036892,,,,,
24,0.0008122,,,,,
30,0.0040519,,,,,
30,0.0008689,,,,,
30,0.0007782,,,,,
30,0.0052223,,,,,
30,0.0007667,,,,,
30,0.0008097,,,,,
30,0.000757,,,,,
30,0.0007496,,,,,
30,0.0008401,,,,,
30,0.0006994,,,,,
30,0.0007477,,,,,
30,0.0017668,,,,,
30,0.0008605,,,,,
30,0.0007079,,,,,
30,0.0007683,,,,,
30,0.000841,,,,,
30,0.0006963,,,,,
30,0.0007919,,,,,
30,0.0007203,,,,,
30,0.0006886,,,,,
30,0.0025213,,,,,
30,0.000757,,,,,
30,0.0007757,,,,,
30,0.0007353,,,,,
30,0.0026926,,,,,
30,0.0008168,,,,,
30,0.0007204,,,,,
30,0.0008953,,,,,
30,0.0025876,,,,,
30,0.0008215,,,,,
30,0.0008382,,,,,
30,0.0008953,,,,,
30,0.0010527,,,,,
30,0.0007172,,,,,
30,0.0008813,,,,,
30,0.0007887,,,,,
30,0.0010258,,,,,
30,0.000807,,,,,
24,0.0007406,,,,,
30,0.0007018,,,,,
30,0.0030958,,,,,
30,0.0008195,,,,,
30,0.0008636,,,,,
30,0.0008545,,,,,
30,0.002721,,,,,
30,0.0008222,,,,,
30,0.0008943,,,,,
30,0.0007865,,,,,
30,0.0008655,,,,,
24,0.0009903,,,,,
30,0.0008383,,,,,
30,0.000826,,,,,
30,0.0008681,,,,,
30,0.0008524,,,,,
30,0.0008446,,,,,
30,0.0009719,,,,,
30,0.0010109,,,,,
30,0.0009363,,,,,
30,0.0007751,,,,,
30,0.0007149,,,,,
30,0.0008543,,,,,
30,0.0012276,,,,,
30,0.000847,,,,,
30,0.0008746,,,,,
30,0.0008252,,,,,
30,0.0016387,,,,,
30,0.0008782,,,,,
30,0.0008217,,,,,
18,0.0008744,,,,,
30,0.0024369,,,,,
30,0.0008901,,,,,
30,0.0009954,,,,,
30,0.000832,,,,,
30,0.0027187,,,,,
30,0.000913,,,,,
30,0.000831,,,,,
30,0.0008941,,,,,
30,0.0009351,,,,,
30,0.0010978,,,,,
30,0.0008738,,,,,
30,0.0008278,,,,,
30,0.0009519,,,,,
30,0.000877,,,,,
30,0.0008149,,,,,
30,0.0007484,,,,,
30,0.0008533,,,,,
30,0.0010352,,,,,
30,0.0007723,,,,,
18,0.0007591,,,,,
30,0.0007274,,,,,
30,0.0010164,,,,,
30,0.0009278,,,,,
30,0.0007235,,,,,
30,0.0009162,,,,,
30,0.0008619,,,,,
30,0.0009596,,,,,
30,0.0008641,,,,,
30,0.000864,,,,,
30,0.0008856,,,,,
30,0.0007874,,,,,
30,0.000957,,,,,
24,0.0007087,,,,,
30,0.0008473,,,,,
30,0.0011039,,,,,
30,0.0007754,,,,,
30,0.0008405,,,,,
30,0.0009085,,,,,
30,0.0027593,,,,,
30,0.0007401,,,,,
30,0.0008415,,,,,
30,0.0007533,,,,,
30,0.0010178,,,,,
30,0.0007969,,,,,
30,0.0007612,,,,,
30,0.0007757,,,,,
30,0.0008128,,,,,
30,0.00075,,,,,
30,0.000859,,,,,
30,0.0007979,,,,,
30,0.000942,,,,,
24,0.0010177,,,,,
24,0.0008058,,,,,
30,0.0009813,,,,,
30,0.0008775,,,,,
30,0.0009012,,,,,
30,0.0010455,,,,,
30,0.000771,,,,,
30,0.0009557,,,,,
30,0.0010156,,,,,
30,0.0008026,,,,,
30,0.0009984,,,,,
30,0.0007562,,,,,
30,0.0032968,,,,,
30,0.0007611,,,,,
30,0.000862,,,,,
30,0.0009429,,,,,
30,0.0021623,,,,,
30,0.0009108,,,,,
30,0.0008907,,,,,
30,0.0008358,,,,,
30,0.0026047,,,,,
30,0.0008335,,,,,
30,0.0008948,,,,,
30,0.0008596,,,,,
30,0.000903,,,,,
18,0.0008126,,,,,
30,0.0009023,,,,,
30,0.0006752,,,,,
30,0.0008668,,,,,
30,0.0007963,,,,,
30,0.00106,,,,,
30,0.0012895,,,,,
30,0.0009538,,,,,
30,0.0008083,,,,,
30,0.0006396,,,,,
30,0.0017487,,,,,
30,0.0006903,,,,,
24,0.0006866,,,,,
24,0.0008439,,,,,
30,0.0010315,,,,,
30,0.000966,,,,,
