Max Component Size,Compute Time (s),partition_lgraph_louvain,,,,
5,0.0057181,,5.15,0.003656045,,5
5,0.0033363,,,,,
5,0.0030458,,,,,
5,0.0025585,,,,,
5,0.003631,,,,,
5,0.0032462,,,,,
5,0.0032769,,,,,
5,0.0029613,,,,,
5,0.0032777,,,,,
5,0.003137,,,,,
5,0.0029122,,,,,
5,0.0053239,,,,,
5,0.0040798,,,,,
5,0.0032914,,,,,
5,0.0043559,,,,,
5,0.0032331,,,,,
5,0.0035786,,,,,
5,0.00322,,,,,
5,0.002924,,,,,
5,0.004323,,,,,
5,0.0042863,,,,,
5,0.0034152,,,,,
5,0.0038987,,,,,
5,0.0032577,,,,,
5,0.0031358,,,,,
5,0.0037711,,,,,
5,0.003596,,,,,
5,0.0031085,,,,,
5,0.0037264,,,,,
5,0.0034655,,,,,
5,0.003397,,,,,
5,0.0030917,,,,,
5,0.003573,,,,,
5,0.0028065,,,,,
5,0.0034546,,,,,
5,0.003495,,,,,
5,0.003884,,,,,
5,0.0187826,,,,,
5,0.0037097,,,,,
5,0.0028258,,,,,
5,0.003078,,,,,
5,0.0028923,,,,,
5,0.0036555,,,,,
5,0.003203,,,,,
5,0.0031668,,,,,
5,0.0028065,,,,,
5,0.0034579,,,,,
5,0.002966,,,,,
5,0.0031716,,,,,
5,0.0031134,,,,,
5,0.0031845,,,,,
5,0.0027921,,,,,
5,0.0032704,,,,,
5,0.005104,,,,,
5,0.0036926,,,,,
5,0.0035807,,,,,
5,0.003424,,,,,
5,0.0034615,,,,,
5,0.0029627,,,,,
5,0.0028686,,,,,
5,0.0032388,,,,,
5,0.0031292,,,,,
5,0.003207,,,,,
5,0.0031655,,,,,
5,0.0030937,,,,,
5,0.0036336,,,,,
5,0.0070383,,,,,
5,0.004277,,,,,
5,0.0033194,,,,,
5,0.0029806,,,,,
5,0.0035694,,,,,
5,0.0043064,,,,,
5,0.004384,,,,,
5,0.0082167,,,,,
5,0.0071706,,,,,
5,0.0029532,,,,,
5,0.0028783,,,,,
5,0.0031919,,,,,
5,0.0049945,,,,,
5,0.0034899,,,,,
5,0.0036192,,,,,
20,0.0065196,,,,,
5,0.0035718,,,,,
5,0.0038413,,,,,
5,0.0028005,,,,,
5,0.0032713,,,,,
5,0.0029375,,,,,
5,0.0034187,,,,,
5,0.0034061,,,,,
5,0.0034485,,,,,
5,0.0032462,,,,,
5,0.0032619,,,,,
5,0.0031145,,,,,
5,0.0035085,,,,,
5,0.0031428,,,,,
5,0.0034572,,,,,
5,0.003165,,,,,
5,0.0032254,,,,,
5,0.0050781,,,,,
5,0.0037493,,,,,
5,0.0036489,,,,,
5,0.0037441,,,,,
5,0.003253,,,,,
5,0.0035282,,,,,
5,0.0035616,,,,,
5,0.003483,,,,,
5,0.0040812,,,,,
5,0.0034427,,,,,
5,0.0031443,,,,,
5,0.0033037,,,,,
5,0.0032096,,,,,
5,0.003171,,,,,
5,0.0031329,,,,,
5,0.0031138,,,,,
5,0.0051245,,,,,
5,0.0038421,,,,,
5,0.0038228,,,,,
5,0.0029132,,,,,
5,0.0031624,,,,,
5,0.003333,,,,,
5,0.0035215,,,,,
5,0.003511,,,,,
5,0.0028324,,,,,
5,0.0038741,,,,,
5,0.0052057,,,,,
5,0.0035681,,,,,
5,0.0039284,,,,,
5,0.0033022,,,,,
5,0.0034718,,,,,
5,0.0035042,,,,,
5,0.003725,,,,,
5,0.003514,,,,,
5,0.0032471,,,,,
5,0.0031685,,,,,
5,0.0032281,,,,,
5,0.004388,,,,,
5,0.0033666,,,,,
5,0.0039072,,,,,
5,0.0038739,,,,,
5,0.0035916,,,,,
5,0.0034688,,,,,
5,0.0034624,,,,,
5,0.005316,,,,,
5,0.0030573,,,,,
5,0.0031735,,,,,
5,0.0040754,,,,,
5,0.0033515,,,,,
5,0.0032082,,,,,
5,0.0031048,,,,,
5,0.0038752,,,,,
5,0.0032778,,,,,
5,0.0028705,,,,,
5,0.0028567,,,,,
5,0.0035283,,,,,
5,0.0040586,,,,,
5,0.0033358,,,,,
5,0.0030931,,,,,
5,0.0029833,,,,,
5,0.0032373,,,,,
5,0.00258,,,,,
5,0.0038528,,,,,
5,0.0028668,,,,,
5,0.0047066,,,,,
5,0.0041775,,,,,
5,0.0039686,,,,,
5,0.0031539,,,,,
5,0.002843,,,,,
5,0.0033053,,,,,
5,0.0028798,,,,,
5,0.0031885,,,,,
5,0.003208,,,,,
5,0.0031656,,,,,
5,0.0046564,,,,,
5,0.0037797,,,,,
5,0.0036734,,,,,
5,0.0039469,,,,,
5,0.0032673,,,,,
5,0.0029226,,,,,
5,0.0034378,,,,,
5,0.0041473,,,,,
5,0.0028256,,,,,
5,0.0052199,,,,,
5,0.0042518,,,,,
5,0.0035926,,,,,
20,0.0036656,,,,,
5,0.0033179,,,,,
5,0.0034902,,,,,
5,0.0038117,,,,,
5,0.0035321,,,,,
5,0.0043935,,,,,
5,0.0035935,,,,,
5,0.0038413,,,,,
5,0.0033974,,,,,
5,0.0028879,,,,,
5,0.0031849,,,,,
5,0.0029772,,,,,
5,0.0035793,,,,,
5,0.0032496,,,,,
5,0.0035217,,,,,
5,0.0050822,,,,,
