Max Component Size,Compute Time (s),runScen2_2Random,,,,
15,0.0002607,,17.44,0.000275874,,5
5,0.0002422,,,,,
20,0.0002684,,,,,
20,0.0002698,,,,,
20,0.0002707,,,,,
15,0.0002611,,,,,
20,0.0002617,,,,,
5,0.0002426,,,,,
15,0.000292,,,,,
5,0.0002755,,,,,
25,0.0002714,,,,,
20,0.000271,,,,,
20,0.0002616,,,,,
25,0.0003044,,,,,
15,0.0002982,,,,,
15,0.0002576,,,,,
5,0.0002414,,,,,
25,0.0002808,,,,,
15,0.0002599,,,,,
20,0.0002824,,,,,
15,0.0002591,,,,,
25,0.0002777,,,,,
25,0.0002812,,,,,
20,0.0002684,,,,,
25,0.0002781,,,,,
25,0.0002765,,,,,
5,0.0002384,,,,,
25,0.000277,,,,,
20,0.0002687,,,,,
25,0.0002705,,,,,
15,0.00026,,,,,
5,0.0002415,,,,,
15,0.0002643,,,,,
15,0.0002793,,,,,
5,0.0002394,,,,,
15,0.0002683,,,,,
25,0.0002699,,,,,
25,0.0002773,,,,,
20,0.0002703,,,,,
17,0.0002667,,,,,
5,0.0002328,,,,,
25,0.0002767,,,,,
20,0.0002593,,,,,
20,0.0002656,,,,,
5,0.0002385,,,,,
25,0.0002748,,,,,
25,0.0004778,,,,,
20,0.0002756,,,,,
15,0.0002667,,,,,
25,0.0002784,,,,,
15,0.0002963,,,,,
25,0.0002819,,,,,
25,0.0002937,,,,,
15,0.000263,,,,,
15,0.0003192,,,,,
5,0.0002558,,,,,
15,0.0002594,,,,,
15,0.0002643,,,,,
20,0.000273,,,,,
15,0.0002987,,,,,
20,0.0002743,,,,,
15,0.0003018,,,,,
20,0.0003692,,,,,
25,0.0002863,,,,,
5,0.0002496,,,,,
5,0.0002394,,,,,
5,0.0002365,,,,,
15,0.000293,,,,,
15,0.0002575,,,,,
20,0.0002638,,,,,
15,0.0002667,,,,,
15,0.0002715,,,,,
25,0.0002764,,,,,
5,0.000237,,,,,
25,0.0002975,,,,,
20,0.0003462,,,,,
15,0.0002604,,,,,
5,0.0002402,,,,,
17,0.0002457,,,,,
15,0.0002612,,,,,
15,0.0002682,,,,,
5,0.0002802,,,,,
20,0.0003192,,,,,
5,0.0002431,,,,,
5,0.0002426,,,,,
5,0.0002411,,,,,
20,0.0002702,,,,,
20,0.000266,,,,,
15,0.0002615,,,,,
20,0.0002646,,,,,
15,0.0002606,,,,,
25,0.000284,,,,,
5,0.0002348,,,,,
20,0.000292,,,,,
20,0.0002644,,,,,
17,0.0002436,,,,,
15,0.0002599,,,,,
25,0.000272,,,,,
20,0.0002846,,,,,
20,0.0002605,,,,,
25,0.0002754,,,,,
15,0.0002606,,,,,
15,0.0002586,,,,,
20,0.0002813,,,,,
15,0.0002592,,,,,
15,0.0002598,,,,,
25,0.0002723,,,,,
20,0.00026,,,,,
17,0.0002442,,,,,
20,0.0002594,,,,,
15,0.0002588,,,,,
17,0.0002445,,,,,
15,0.0002555,,,,,
15,0.0002581,,,,,
17,0.0002671,,,,,
15,0.0002576,,,,,
25,0.0002723,,,,,
15,0.0003253,,,,,
20,0.0003404,,,,,
25,0.000287,,,,,
5,0.0002533,,,,,
25,0.0002891,,,,,
15,0.0004296,,,,,
15,0.0002861,,,,,
17,0.0002641,,,,,
25,0.0003722,,,,,
15,0.0002797,,,,,
17,0.0002612,,,,,
15,0.0002745,,,,,
17,0.0002549,,,,,
20,0.0002737,,,,,
15,0.000268,,,,,
20,0.0002765,,,,,
25,0.0002845,,,,,
17,0.0002502,,,,,
20,0.0002804,,,,,
17,0.0002449,,,,,
15,0.0005483,,,,,
15,0.0002664,,,,,
5,0.0002353,,,,,
20,0.0002612,,,,,
25,0.0002714,,,,,
20,0.0002681,,,,,
20,0.0002604,,,,,
5,0.000233,,,,,
25,0.0002813,,,,,
20,0.0002615,,,,,
15,0.0004046,,,,,
25,0.0002806,,,,,
17,0.0002509,,,,,
15,0.0002595,,,,,
15,0.0002652,,,,,
5,0.0002394,,,,,
25,0.0002733,,,,,
20,0.0002668,,,,,
15,0.0002646,,,,,
25,0.0002716,,,,,
5,0.0002407,,,,,
20,0.000269,,,,,
15,0.0002589,,,,,
17,0.0002508,,,,,
15,0.0002647,,,,,
17,0.0002424,,,,,
20,0.000266,,,,,
17,0.0002428,,,,,
25,0.0002923,,,,,
5,0.0002383,,,,,
17,0.0002493,,,,,
5,0.000233,,,,,
20,0.0002579,,,,,
20,0.0002723,,,,,
20,0.0002937,,,,,
15,0.0003123,,,,,
25,0.0003632,,,,,
25,0.0004386,,,,,
15,0.000344,,,,,
15,0.0003857,,,,,
25,0.0004512,,,,,
20,0.000271,,,,,
15,0.0002839,,,,,
15,0.0002594,,,,,
20,0.0002696,,,,,
25,0.0002716,,,,,
20,0.0002627,,,,,
25,0.0002803,,,,,
15,0.0002842,,,,,
17,0.0002438,,,,,
15,0.0002694,,,,,
25,0.0002782,,,,,
25,0.0002821,,,,,
25,0.0002808,,,,,
25,0.0002871,,,,,
15,0.00026,,,,,
25,0.0002815,,,,,
17,0.0002499,,,,,
25,0.0002712,,,,,
17,0.0002484,,,,,
25,0.0002814,,,,,
25,0.0002723,,,,,
25,0.0002705,,,,,
