Max Component Size,Compute Time (s),partition_lgraph_spectral,,,,
150,0.3618973,,150,0.38190011,,150
150,0.3616341,,,,,
150,0.7550569,,,,,
150,0.443816,,,,,
150,0.3422341,,,,,
150,0.4159888,,,,,
150,0.3620063,,,,,
150,0.371101,,,,,
150,0.3552263,,,,,
150,0.3593197,,,,,
150,0.3458881,,,,,
150,0.3584371,,,,,
150,0.3514927,,,,,
150,0.3537579,,,,,
150,0.3455852,,,,,
150,0.3523091,,,,,
150,0.3556285,,,,,
150,0.4026646,,,,,
150,0.3469291,,,,,
150,0.3622946,,,,,
150,0.3533095,,,,,
150,0.3619348,,,,,
150,0.3738167,,,,,
150,0.3609661,,,,,
150,0.3490079,,,,,
150,0.3774317,,,,,
150,0.3412914,,,,,
150,0.3651423,,,,,
150,0.3447968,,,,,
150,0.4105218,,,,,
150,0.3506343,,,,,
150,0.3465174,,,,,
150,0.3463364,,,,,
150,0.3932509,,,,,
150,0.359185,,,,,
150,0.355167,,,,,
150,0.4180737,,,,,
150,0.3725651,,,,,
150,0.344339,,,,,
150,0.3476376,,,,,
150,0.3576375,,,,,
150,0.3628483,,,,,
150,0.3420152,,,,,
150,0.3772067,,,,,
150,0.3668113,,,,,
150,0.3831376,,,,,
150,0.3489655,,,,,
150,0.367125,,,,,
150,0.4361969,,,,,
150,0.4776746,,,,,
150,0.3530421,,,,,
150,0.3493483,,,,,
150,0.4072575,,,,,
150,0.3626485,,,,,
150,0.3460613,,,,,
150,0.3654866,,,,,
150,0.3524113,,,,,
150,0.3508764,,,,,
150,0.394085,,,,,
150,0.3483122,,,,,
150,0.3786338,,,,,
150,0.3489407,,,,,
150,0.4056975,,,,,
150,0.3707078,,,,,
150,0.3973504,,,,,
150,0.3485597,,,,,
150,0.3893989,,,,,
150,0.3681835,,,,,
150,0.3779275,,,,,
150,0.3572589,,,,,
150,0.3944104,,,,,
150,0.3684379,,,,,
150,0.3629065,,,,,
150,0.3982255,,,,,
150,0.3462705,,,,,
150,0.428306,,,,,
150,0.3551635,,,,,
150,0.345134,,,,,
150,0.3506525,,,,,
150,0.3785976,,,,,
150,1.1804007,,,,,
150,1.4223642,,,,,
150,0.948176,,,,,
150,0.3491708,,,,,
150,0.3572323,,,,,
150,0.353369,,,,,
150,0.3539971,,,,,
150,0.3592468,,,,,
150,0.3457346,,,,,
150,0.4391816,,,,,
150,0.371758,,,,,
150,0.4202277,,,,,
150,0.3509441,,,,,
150,0.346203,,,,,
150,0.3746607,,,,,
150,0.3973436,,,,,
150,0.4013471,,,,,
150,0.3564742,,,,,
150,0.3479915,,,,,
150,0.3664011,,,,,
150,0.3833294,,,,,
150,0.3787201,,,,,
150,0.4395149,,,,,
150,0.3511548,,,,,
150,0.3514282,,,,,
150,0.4228101,,,,,
150,0.3600585,,,,,
150,0.3699703,,,,,
150,0.3465833,,,,,
150,0.3449651,,,,,
150,0.3576729,,,,,
150,0.3552222,,,,,
150,0.3542042,,,,,
150,0.3541349,,,,,
150,0.3523136,,,,,
150,0.3482783,,,,,
150,0.3452666,,,,,
150,0.3887184,,,,,
150,0.3464626,,,,,
150,0.3582543,,,,,
150,0.3447778,,,,,
150,0.3936616,,,,,
150,0.3417348,,,,,
150,0.3732262,,,,,
150,0.4423782,,,,,
150,0.3832517,,,,,
150,0.3541757,,,,,
150,0.3440284,,,,,
150,0.3799601,,,,,
150,0.3630514,,,,,
150,0.3459411,,,,,
150,0.3647609,,,,,
150,0.3861266,,,,,
150,0.4041925,,,,,
150,0.3519227,,,,,
150,0.3464616,,,,,
150,0.3537965,,,,,
150,0.3469601,,,,,
150,0.3921503,,,,,
150,0.3472872,,,,,
150,0.3871367,,,,,
150,0.3427056,,,,,
150,0.3781866,,,,,
150,0.3564259,,,,,
150,0.3746742,,,,,
150,0.3575857,,,,,
150,0.3420563,,,,,
150,0.3524675,,,,,
150,0.3513035,,,,,
150,0.3737994,,,,,
150,0.3476808,,,,,
150,0.36058,,,,,
150,0.3736352,,,,,
150,0.3770226,,,,,
150,0.3669936,,,,,
150,0.426114,,,,,
150,0.4045248,,,,,
150,0.3640493,,,,,
150,0.4667185,,,,,
150,0.389251,,,,,
150,0.3487739,,,,,
150,0.3539332,,,,,
150,0.3703575,,,,,
150,0.349788,,,,,
150,0.3475985,,,,,
150,0.3482305,,,,,
150,0.3635687,,,,,
150,0.3573748,,,,,
150,0.3555972,,,,,
150,0.3438441,,,,,
150,0.3655079,,,,,
150,0.4037455,,,,,
150,0.3423534,,,,,
150,0.3450513,,,,,
150,0.3503803,,,,,
150,0.3480743,,,,,
150,0.3644974,,,,,
150,0.3775041,,,,,
150,0.3667141,,,,,
150,0.3916015,,,,,
150,0.3476469,,,,,
150,0.3663596,,,,,
150,0.3496279,,,,,
150,0.3540917,,,,,
150,0.3787961,,,,,
150,0.3517074,,,,,
150,0.3720051,,,,,
150,0.3844876,,,,,
150,0.3622447,,,,,
150,0.3432837,,,,,
150,0.3553143,,,,,
150,0.4344996,,,,,
150,0.3510932,,,,,
150,0.3465035,,,,,
150,0.3771938,,,,,
150,0.3576152,,,,,
150,0.3984554,,,,,
150,0.3473451,,,,,
150,0.3468705,,,,,
150,0.3612375,,,,,
