Max Component Size,Compute Time (s),runScen2_2Random,,,,
212,0.0019484,,219.06,0.001980839,,25
238,0.0019686,,,,,
250,0.0020048,,,,,
238,0.0019654,,,,,
237,0.0022809,,,,,
225,0.0019452,,,,,
238,0.0020058,,,,,
226,0.0019399,,,,,
213,0.0019822,,,,,
225,0.0021297,,,,,
213,0.0020425,,,,,
250,0.0019377,,,,,
250,0.0021779,,,,,
61,0.0017379,,,,,
238,0.0020117,,,,,
250,0.0020535,,,,,
225,0.0019883,,,,,
225,0.0019852,,,,,
225,0.0019631,,,,,
238,0.0020046,,,,,
226,0.0019485,,,,,
225,0.0021362,,,,,
187,0.0018592,,,,,
237,0.0019206,,,,,
225,0.001929,,,,,
237,0.0018999,,,,,
238,0.0020332,,,,,
238,0.0020202,,,,,
188,0.0019221,,,,,
163,0.0017365,,,,,
238,0.0020995,,,,,
213,0.0020202,,,,,
250,0.0019158,,,,,
250,0.0020098,,,,,
225,0.0019995,,,,,
140,0.0017471,,,,,
200,0.001976,,,,,
238,0.0019914,,,,,
213,0.0019085,,,,,
136,0.0019881,,,,,
238,0.0020138,,,,,
25,0.0016771,,,,,
201,0.0019165,,,,,
237,0.002009,,,,,
250,0.0019978,,,,,
226,0.0021621,,,,,
225,0.0019928,,,,,
213,0.0020023,,,,,
238,0.0019624,,,,,
225,0.0020014,,,,,
250,0.0020185,,,,,
250,0.0019732,,,,,
213,0.0022114,,,,,
212,0.0020235,,,,,
200,0.0020039,,,,,
125,0.001805,,,,,
237,0.0019429,,,,,
250,0.0022248,,,,,
238,0.0020263,,,,,
225,0.0019695,,,,,
189,0.0020668,,,,,
238,0.0020895,,,,,
250,0.002114,,,,,
213,0.0019159,,,,,
237,0.0019291,,,,,
250,0.0020752,,,,,
238,0.0020963,,,,,
250,0.0020861,,,,,
213,0.0019797,,,,,
211,0.0018685,,,,,
212,0.0018993,,,,,
250,0.0020447,,,,,
137,0.0018005,,,,,
237,0.0019161,,,,,
238,0.001966,,,,,
163,0.0018572,,,,,
250,0.0020711,,,,,
200,0.0019394,,,,,
226,0.0019771,,,,,
237,0.0020192,,,,,
250,0.0019826,,,,,
212,0.0019227,,,,,
250,0.0021011,,,,,
112,0.0018306,,,,,
250,0.0020006,,,,,
201,0.0019104,,,,,
250,0.0020002,,,,,
250,0.0021615,,,,,
250,0.0020157,,,,,
250,0.0021035,,,,,
250,0.0020239,,,,,
250,0.0023086,,,,,
250,0.0020396,,,,,
214,0.0019486,,,,,
225,0.0021029,,,,,
250,0.0020366,,,,,
138,0.0018347,,,,,
237,0.0019819,,,,,
250,0.0019833,,,,,
213,0.0019938,,,,,
150,0.0018075,,,,,
201,0.0019431,,,,,
238,0.0020249,,,,,
250,0.0020533,,,,,
250,0.0020944,,,,,
25,0.0016677,,,,,
175,0.0018608,,,,,
250,0.0019814,,,,,
238,0.0020231,,,,,
250,0.0020209,,,,,
250,0.0021721,,,,,
250,0.0017912,,,,,
214,0.0019501,,,,,
188,0.0018839,,,,,
238,0.0019629,,,,,
238,0.0020799,,,,,
250,0.0022803,,,,,
250,0.0020101,,,,,
201,0.0019156,,,,,
238,0.0020246,,,,,
237,0.0019729,,,,,
250,0.0020202,,,,,
111,0.0017808,,,,,
237,0.0020215,,,,,
237,0.0019693,,,,,
238,0.0020364,,,,,
250,0.0020736,,,,,
238,0.0020044,,,,,
212,0.0019279,,,,,
238,0.0019925,,,,,
238,0.0019631,,,,,
238,0.0020228,,,,,
225,0.0020135,,,,,
225,0.0020048,,,,,
238,0.0020606,,,,,
225,0.0019285,,,,,
250,0.0020222,,,,,
238,0.0019649,,,,,
225,0.0019421,,,,,
250,0.0020028,,,,,
237,0.0020151,,,,,
250,0.0020784,,,,,
224,0.0019527,,,,,
212,0.0019407,,,,,
238,0.0019703,,,,,
126,0.0019958,,,,,
237,0.0021347,,,,,
25,0.0016605,,,,,
86,0.0018712,,,,,
226,0.0019321,,,,,
250,0.0020455,,,,,
238,0.0020975,,,,,
238,0.0020338,,,,,
250,0.0019898,,,,,
250,0.0020117,,,,,
250,0.0020748,,,,,
162,0.0018857,,,,,
224,0.0019095,,,,,
237,0.0019079,,,,,
250,0.0022699,,,,,
200,0.0019263,,,,,
175,0.0018362,,,,,
237,0.0018743,,,,,
226,0.0019871,,,,,
237,0.0019804,,,,,
150,0.001849,,,,,
213,0.0019256,,,,,
238,0.002064,,,,,
250,0.0019908,,,,,
237,0.0019618,,,,,
250,0.0019901,,,,,
112,0.0018451,,,,,
250,0.0021035,,,,,
225,0.0019362,,,,,
238,0.0019921,,,,,
212,0.001965,,,,,
225,0.0019652,,,,,
250,0.0019314,,,,,
250,0.0019945,,,,,
250,0.002026,,,,,
226,0.0019853,,,,,
137,0.0018011,,,,,
250,0.0020304,,,,,
250,0.0020295,,,,,
238,0.0019741,,,,,
226,0.0019916,,,,,
250,0.001783,,,,,
164,0.0019599,,,,,
238,0.0019344,,,,,
226,0.0019678,,,,,
237,0.0019583,,,,,
225,0.0019725,,,,,
250,0.001953,,,,,
226,0.0019852,,,,,
214,0.0020217,,,,,
75,0.0017823,,,,,
226,0.0019662,,,,,
214,0.0020136,,,,,
250,0.0020675,,,,,
98,0.0017323,,,,,
