Max Component Size,Compute Time (s),runScen2_2Random,,,,
15,0.0009506,,109.125,0.001161831,,15
90,0.0010696,,,,,
150,0.001221,,,,,
135,0.0012198,,,,,
150,0.0012241,,,,,
150,0.0012254,,,,,
120,0.00116,,,,,
120,0.0011665,,,,,
105,0.0011923,,,,,
60,0.0010898,,,,,
150,0.0012626,,,,,
150,0.001218,,,,,
150,0.0012203,,,,,
120,0.0011543,,,,,
150,0.0012433,,,,,
135,0.0014226,,,,,
75,0.0013313,,,,,
75,0.0015359,,,,,
135,0.0012442,,,,,
135,0.0012248,,,,,
150,0.0012277,,,,,
150,0.0012458,,,,,
120,0.0011803,,,,,
30,0.0010076,,,,,
90,0.0010833,,,,,
120,0.0012608,,,,,
15,0.0014755,,,,,
120,0.001155,,,,,
135,0.0011748,,,,,
75,0.0010895,,,,,
150,0.0012315,,,,,
15,0.0009552,,,,,
75,0.0010863,,,,,
150,0.0012209,,,,,
75,0.0011236,,,,,
120,0.001151,,,,,
150,0.0012527,,,,,
15,0.0009567,,,,,
135,0.0011851,,,,,
15,0.0009505,,,,,
150,0.0012256,,,,,
120,0.0011367,,,,,
120,0.0011588,,,,,
15,0.0009589,,,,,
120,0.001178,,,,,
120,0.0011578,,,,,
90,0.0011259,,,,,
135,0.0011773,,,,,
15,0.0009508,,,,,
150,0.0012415,,,,,
60,0.0010915,,,,,
90,0.0011019,,,,,
135,0.0012051,,,,,
150,0.0012303,,,,,
120,0.0011532,,,,,
150,0.0012273,,,,,
15,0.0009497,,,,,
150,0.0012276,,,,,
120,0.0011235,,,,,
120,0.001156,,,,,
135,0.0011811,,,,,
120,0.0011647,,,,,
90,0.0010701,,,,,
90,0.0011419,,,,,
120,0.0011602,,,,,
135,0.0011792,,,,,
120,0.0012802,,,,,
15,0.0009599,,,,,
135,0.0012285,,,,,
150,0.0012552,,,,,
150,0.0012372,,,,,
135,0.0011851,,,,,
135,0.0011959,,,,,
135,0.0011764,,,,,
15,0.000959,,,,,
135,0.0011767,,,,,
135,0.0011788,,,,,
150,0.0013385,,,,,
150,0.0012414,,,,,
90,0.0011415,,,,,
135,0.0012,,,,,
135,0.0011728,,,,,
135,0.0012041,,,,,
75,0.0011001,,,,,
75,0.0010983,,,,,
150,0.0012102,,,,,
150,0.0012139,,,,,
15,0.0009723,,,,,
15,0.0009722,,,,,
45,0.0010396,,,,,
15,0.0010225,,,,,
120,0.0011349,,,,,
75,0.0011754,,,,,
15,0.0009533,,,,,
120,0.0011751,,,,,
135,0.0011715,,,,,
150,0.0012856,,,,,
135,0.0011743,,,,,
135,0.0011759,,,,,
120,0.0011619,,,,,
150,0.0012262,,,,,
135,0.0012177,,,,,
150,0.0013239,,,,,
15,0.0009494,,,,,
135,0.0011731,,,,,
120,0.0011211,,,,,
30,0.0010001,,,,,
60,0.0011217,,,,,
30,0.0010444,,,,,
150,0.0012099,,,,,
150,0.0012466,,,,,
120,0.00114,,,,,
135,0.0011814,,,,,
15,0.0009546,,,,,
90,0.0010844,,,,,
135,0.0012041,,,,,
150,0.0012258,,,,,
150,0.001253,,,,,
120,0.0011655,,,,,
150,0.0012509,,,,,
30,0.0010153,,,,,
135,0.0011701,,,,,
150,0.0012123,,,,,
135,0.0011951,,,,,
15,0.0009489,,,,,
120,0.0011344,,,,,
90,0.0010679,,,,,
30,0.0010257,,,,,
120,0.0011876,,,,,
150,0.0012203,,,,,
150,0.0012059,,,,,
30,0.001014,,,,,
135,0.0011799,,,,,
135,0.0011772,,,,,
150,0.00122,,,,,
120,0.0011556,,,,,
75,0.0010916,,,,,
120,0.0011226,,,,,
60,0.0010775,,,,,
150,0.0012222,,,,,
15,0.0009564,,,,,
120,0.0011647,,,,,
150,0.0012441,,,,,
120,0.0011713,,,,,
120,0.0011604,,,,,
135,0.0011763,,,,,
150,0.0012259,,,,,
120,0.0011642,,,,,
15,0.0009545,,,,,
135,0.0011731,,,,,
120,0.0011575,,,,,
150,0.0014146,,,,,
150,0.0012234,,,,,
30,0.0010429,,,,,
150,0.0012519,,,,,
120,0.0011639,,,,,
150,0.0012488,,,,,
150,0.0012833,,,,,
135,0.0012078,,,,,
135,0.0011723,,,,,
120,0.0012082,,,,,
120,0.0012335,,,,,
15,0.0010069,,,,,
135,0.001195,,,,,
135,0.00122,,,,,
150,0.0012613,,,,,
75,0.0011102,,,,,
150,0.0012447,,,,,
150,0.0012457,,,,,
120,0.0011667,,,,,
15,0.0009828,,,,,
135,0.0011729,,,,,
150,0.0012574,,,,,
135,0.0012038,,,,,
120,0.0012248,,,,,
15,0.0010054,,,,,
135,0.0012442,,,,,
120,0.0012034,,,,,
135,0.0012804,,,,,
75,0.0011085,,,,,
120,0.0012076,,,,,
120,0.0012058,,,,,
150,0.0012658,,,,,
120,0.0011963,,,,,
120,0.0011353,,,,,
15,0.0009495,,,,,
30,0.0010165,,,,,
150,0.0012218,,,,,
120,0.0011609,,,,,
135,0.0011645,,,,,
135,0.0011787,,,,,
150,0.0012272,,,,,
120,0.001167,,,,,
150,0.0012262,,,,,
15,0.0009575,,,,,
150,0.0012264,,,,,
135,0.0013301,,,,,
150,0.0012229,,,,,
135,0.0011737,,,,,
30,0.0010286,,,,,
