Max Component Size,Compute Time (s),runScen3_1_rand,,,,
100,0.0024693,,100,0.002346363,,100
100,0.0025037,,,,,
100,0.0023797,,,,,
100,0.0022578,,,,,
100,0.0022373,,,,,
100,0.0020172,,,,,
100,0.0023017,,,,,
100,0.00239,,,,,
100,0.0021214,,,,,
100,0.002505,,,,,
100,0.0021705,,,,,
100,0.0022668,,,,,
100,0.0023632,,,,,
100,0.0023544,,,,,
100,0.0028453,,,,,
100,0.0026146,,,,,
100,0.0022129,,,,,
100,0.0020473,,,,,
100,0.0021688,,,,,
100,0.0025782,,,,,
100,0.0023602,,,,,
100,0.0021508,,,,,
100,0.0021928,,,,,
100,0.0019198,,,,,
100,0.0022863,,,,,
100,0.002621,,,,,
100,0.0021373,,,,,
100,0.0024602,,,,,
100,0.0019983,,,,,
100,0.0020772,,,,,
100,0.0060765,,,,,
100,0.0024998,,,,,
100,0.0025507,,,,,
100,0.0023616,,,,,
100,0.002262,,,,,
100,0.0022143,,,,,
100,0.0022534,,,,,
100,0.0022769,,,,,
100,0.0024607,,,,,
100,0.0025919,,,,,
100,0.0023814,,,,,
100,0.0021002,,,,,
100,0.0022313,,,,,
100,0.0021669,,,,,
100,0.0021805,,,,,
100,0.002108,,,,,
100,0.0025456,,,,,
100,0.0022909,,,,,
100,0.0022463,,,,,
100,0.002317,,,,,
100,0.0022673,,,,,
100,0.0025074,,,,,
100,0.0025817,,,,,
100,0.0023294,,,,,
100,0.002222,,,,,
100,0.0019872,,,,,
100,0.0021275,,,,,
100,0.0023735,,,,,
100,0.002235,,,,,
100,0.0028543,,,,,
100,0.0024328,,,,,
100,0.0023283,,,,,
100,0.002439,,,,,
100,0.0023472,,,,,
100,0.0022518,,,,,
100,0.0022124,,,,,
100,0.0024293,,,,,
100,0.0024951,,,,,
100,0.0020529,,,,,
100,0.0024463,,,,,
100,0.0022365,,,,,
100,0.0026582,,,,,
100,0.0025282,,,,,
100,0.0024704,,,,,
100,0.0022951,,,,,
100,0.0023134,,,,,
100,0.0021004,,,,,
100,0.0024347,,,,,
100,0.0023329,,,,,
100,0.0022243,,,,,
100,0.0023219,,,,,
100,0.0020573,,,,,
100,0.002271,,,,,
100,0.0024293,,,,,
100,0.0020314,,,,,
100,0.0021858,,,,,
100,0.0022661,,,,,
100,0.0022355,,,,,
100,0.0024398,,,,,
100,0.0023886,,,,,
100,0.0023105,,,,,
100,0.0023628,,,,,
100,0.0022664,,,,,
100,0.0022543,,,,,
100,0.0025623,,,,,
100,0.0024336,,,,,
100,0.0026379,,,,,
100,0.0024478,,,,,
100,0.002289,,,,,
100,0.0023971,,,,,
100,0.0020523,,,,,
100,0.0020476,,,,,
100,0.0024881,,,,,
100,0.0023449,,,,,
100,0.0022298,,,,,
100,0.002073,,,,,
100,0.0022617,,,,,
100,0.0024068,,,,,
100,0.002603,,,,,
100,0.0024168,,,,,
100,0.0024366,,,,,
100,0.00212,,,,,
100,0.0024446,,,,,
100,0.0020431,,,,,
100,0.0022329,,,,,
100,0.0025634,,,,,
100,0.0020847,,,,,
100,0.0027213,,,,,
100,0.002274,,,,,
100,0.0021273,,,,,
100,0.0024712,,,,,
100,0.0023143,,,,,
100,0.0025479,,,,,
100,0.0024211,,,,,
100,0.0025087,,,,,
100,0.0025074,,,,,
100,0.002425,,,,,
100,0.0024117,,,,,
100,0.0022614,,,,,
100,0.0022362,,,,,
100,0.0023152,,,,,
100,0.002737,,,,,
100,0.0022981,,,,,
100,0.0024056,,,,,
100,0.0025422,,,,,
100,0.0021251,,,,,
100,0.002653,,,,,
100,0.0022184,,,,,
100,0.0023593,,,,,
100,0.0019801,,,,,
100,0.0025509,,,,,
100,0.0027172,,,,,
100,0.002438,,,,,
100,0.0021968,,,,,
100,0.0022116,,,,,
100,0.002438,,,,,
100,0.0025436,,,,,
100,0.002328,,,,,
100,0.002031,,,,,
100,0.002314,,,,,
100,0.0022659,,,,,
100,0.0023739,,,,,
100,0.0023415,,,,,
100,0.0024358,,,,,
100,0.0024143,,,,,
100,0.0026003,,,,,
100,0.0024731,,,,,
100,0.0022524,,,,,
100,0.0020355,,,,,
100,0.0021663,,,,,
100,0.002141,,,,,
100,0.0024702,,,,,
100,0.0026327,,,,,
100,0.0022921,,,,,
100,0.0024412,,,,,
100,0.0023589,,,,,
100,0.0021177,,,,,
100,0.0024076,,,,,
100,0.0022565,,,,,
100,0.0024356,,,,,
100,0.0025626,,,,,
100,0.0024012,,,,,
100,0.0023352,,,,,
100,0.0023766,,,,,
100,0.0023261,,,,,
100,0.0025866,,,,,
100,0.0023544,,,,,
100,0.0024983,,,,,
100,0.0020925,,,,,
100,0.0022567,,,,,
100,0.0023968,,,,,
100,0.0020666,,,,,
100,0.0019109,,,,,
100,0.0024484,,,,,
100,0.002309,,,,,
100,0.0022634,,,,,
100,0.0022149,,,,,
100,0.0020023,,,,,
100,0.0026237,,,,,
100,0.0023104,,,,,
100,0.0023029,,,,,
100,0.0024682,,,,,
100,0.0020528,,,,,
100,0.0023179,,,,,
100,0.0024673,,,,,
100,0.0020478,,,,,
100,0.0021062,,,,,
100,0.0021636,,,,,
100,0.0023359,,,,,
100,0.0020531,,,,,
