Max Component Size,Compute Time (s),partition_lgraph_louvain,,,,
13,0.040526,,13,0.03702169,,13
13,0.0367453,,,,,
13,0.0307335,,,,,
13,0.0485395,,,,,
13,0.0309155,,,,,
13,0.0247569,,,,,
13,0.0353462,,,,,
13,0.0700147,,,,,
13,0.0526459,,,,,
13,0.0306812,,,,,
13,0.0476639,,,,,
13,0.0355556,,,,,
13,0.0343239,,,,,
13,0.0345483,,,,,
13,0.0330499,,,,,
13,0.0494962,,,,,
13,0.0377063,,,,,
13,0.0468087,,,,,
13,0.0391003,,,,,
13,0.0495032,,,,,
13,0.0382367,,,,,
13,0.0459595,,,,,
13,0.0387776,,,,,
13,0.0312123,,,,,
13,0.0247527,,,,,
13,0.043404,,,,,
13,0.0660423,,,,,
13,0.0578195,,,,,
13,0.0330485,,,,,
13,0.0338008,,,,,
13,0.0382842,,,,,
13,0.0346322,,,,,
13,0.0284454,,,,,
13,0.0312043,,,,,
13,0.0254594,,,,,
13,0.02778,,,,,
13,0.0304897,,,,,
13,0.0370939,,,,,
13,0.0460766,,,,,
13,0.0326481,,,,,
13,0.0773987,,,,,
13,0.0386513,,,,,
13,0.0383433,,,,,
13,0.0382201,,,,,
13,0.0382524,,,,,
13,0.037997,,,,,
13,0.0364355,,,,,
13,0.0345472,,,,,
13,0.0328189,,,,,
13,0.0389705,,,,,
13,0.0415098,,,,,
13,0.0363443,,,,,
13,0.0315537,,,,,
13,0.0306172,,,,,
13,0.0273902,,,,,
13,0.038388,,,,,
13,0.0328355,,,,,
13,0.0241749,,,,,
13,0.0312399,,,,,
13,0.0332644,,,,,
13,0.033215,,,,,
13,0.0442777,,,,,
13,0.0443597,,,,,
13,0.0395618,,,,,
13,0.0443919,,,,,
13,0.0308808,,,,,
13,0.0332275,,,,,
13,0.0291591,,,,,
13,0.0268398,,,,,
13,0.029087,,,,,
13,0.044076,,,,,
13,0.0523216,,,,,
13,0.0614418,,,,,
13,0.0267126,,,,,
13,0.0325393,,,,,
13,0.035239,,,,,
13,0.0364707,,,,,
13,0.0351389,,,,,
13,0.0399205,,,,,
13,0.0385949,,,,,
13,0.0278658,,,,,
13,0.0439661,,,,,
13,0.0359162,,,,,
13,0.033168,,,,,
13,0.0336449,,,,,
13,0.0303888,,,,,
13,0.0381782,,,,,
13,0.0344155,,,,,
13,0.0343457,,,,,
13,0.0482837,,,,,
13,0.0336249,,,,,
13,0.0704814,,,,,
13,0.0302456,,,,,
13,0.0345284,,,,,
13,0.0523452,,,,,
13,0.0318138,,,,,
13,0.0373547,,,,,
13,0.0415704,,,,,
13,0.0326356,,,,,
13,0.0282989,,,,,
13,0.0296866,,,,,
13,0.0265452,,,,,
13,0.0416016,,,,,
13,0.0359072,,,,,
13,0.0339254,,,,,
13,0.0685544,,,,,
13,0.0347795,,,,,
13,0.0294701,,,,,
13,0.0311458,,,,,
13,0.0471146,,,,,
13,0.0339735,,,,,
13,0.0345433,,,,,
13,0.0411276,,,,,
13,0.0269286,,,,,
13,0.0313643,,,,,
13,0.0269449,,,,,
13,0.0469492,,,,,
13,0.027433,,,,,
13,0.0386247,,,,,
13,0.0281217,,,,,
13,0.0317421,,,,,
13,0.0339924,,,,,
13,0.0327342,,,,,
13,0.03636,,,,,
13,0.0287781,,,,,
13,0.0446925,,,,,
13,0.0314988,,,,,
13,0.0361454,,,,,
13,0.0444918,,,,,
13,0.0325703,,,,,
13,0.0236664,,,,,
13,0.0341177,,,,,
13,0.037113,,,,,
13,0.0273707,,,,,
13,0.0300893,,,,,
13,0.0385822,,,,,
13,0.0287061,,,,,
13,0.0533364,,,,,
13,0.0361744,,,,,
13,0.0406618,,,,,
13,0.0385844,,,,,
13,0.0280117,,,,,
13,0.0330506,,,,,
13,0.0409986,,,,,
13,0.0365005,,,,,
13,0.0268113,,,,,
13,0.0342756,,,,,
13,0.0310693,,,,,
13,0.0367403,,,,,
13,0.0399646,,,,,
13,0.0353014,,,,,
13,0.0331544,,,,,
13,0.048493,,,,,
13,0.0302251,,,,,
13,0.0258194,,,,,
13,0.034431,,,,,
13,0.0716037,,,,,
13,0.0371655,,,,,
13,0.031081,,,,,
13,0.0274985,,,,,
13,0.0301825,,,,,
13,0.0344936,,,,,
13,0.0410831,,,,,
13,0.03214,,,,,
13,0.0311467,,,,,
13,0.0372689,,,,,
13,0.0362608,,,,,
13,0.0413287,,,,,
13,0.0326542,,,,,
13,0.0271115,,,,,
13,0.0579928,,,,,
13,0.0357325,,,,,
13,0.0540934,,,,,
13,0.0384331,,,,,
13,0.0325462,,,,,
13,0.035782,,,,,
13,0.0359264,,,,,
13,0.0405543,,,,,
13,0.0394882,,,,,
13,0.0420002,,,,,
13,0.0326321,,,,,
13,0.0351898,,,,,
13,0.0314128,,,,,
13,0.025339,,,,,
13,0.0408273,,,,,
13,0.0277389,,,,,
13,0.0293745,,,,,
13,0.0377171,,,,,
13,0.0498307,,,,,
13,0.0283028,,,,,
13,0.0246603,,,,,
13,0.0378322,,,,,
13,0.0386651,,,,,
13,0.0369402,,,,,
13,0.0410036,,,,,
13,0.0333254,,,,,
13,0.0342262,,,,,
13,0.0367001,,,,,
13,0.0436854,,,,,
13,0.0410618,,,,,
