Max Component Size,Compute Time (s),runScen2_2Random,,,,
45,0.0003777,,27.65,0.000417862,,8
23,0.0003632,,,,,
45,0.0003943,,,,,
23,0.0003614,,,,,
23,0.0004048,,,,,
23,0.0003596,,,,,
23,0.0003609,,,,,
23,0.000431,,,,,
15,0.0003682,,,,,
45,0.0004058,,,,,
30,0.0005173,,,,,
15,0.0003634,,,,,
15,0.0003613,,,,,
22,0.0003857,,,,,
8,0.0005057,,,,,
15,0.0003606,,,,,
45,0.0003867,,,,,
45,0.0005175,,,,,
23,0.0003727,,,,,
8,0.0003527,,,,,
23,0.0003739,,,,,
45,0.0005834,,,,,
15,0.0003715,,,,,
45,0.0003857,,,,,
23,0.0003621,,,,,
15,0.0005018,,,,,
15,0.0003765,,,,,
30,0.0005284,,,,,
15,0.0003676,,,,,
31,0.0004215,,,,,
8,0.0005147,,,,,
45,0.0006605,,,,,
8,0.0003505,,,,,
8,0.0003513,,,,,
23,0.0004737,,,,,
45,0.000382,,,,,
45,0.000385,,,,,
30,0.0003883,,,,,
45,0.0004073,,,,,
30,0.0003827,,,,,
30,0.0003855,,,,,
8,0.0004682,,,,,
15,0.0004285,,,,,
15,0.0003594,,,,,
8,0.0003521,,,,,
23,0.0005492,,,,,
23,0.0003628,,,,,
45,0.0004044,,,,,
31,0.0003723,,,,,
22,0.0005737,,,,,
23,0.0003615,,,,,
30,0.000385,,,,,
45,0.0004061,,,,,
26,0.0004996,,,,,
15,0.0003632,,,,,
15,0.0003605,,,,,
15,0.0005163,,,,,
8,0.0003609,,,,,
45,0.0003924,,,,,
23,0.00039,,,,,
23,0.0004296,,,,,
15,0.0003711,,,,,
8,0.0003612,,,,,
15,0.0006128,,,,,
30,0.0003931,,,,,
15,0.0003629,,,,,
15,0.000426,,,,,
15,0.0003717,,,,,
30,0.000396,,,,,
31,0.0003732,,,,,
23,0.0005141,,,,,
8,0.0003559,,,,,
8,0.0003536,,,,,
45,0.0004242,,,,,
45,0.0004306,,,,,
15,0.0003725,,,,,
15,0.00036,,,,,
23,0.0004775,,,,,
8,0.0003495,,,,,
30,0.0003847,,,,,
45,0.0003972,,,,,
31,0.000447,,,,,
15,0.0003673,,,,,
15,0.0003699,,,,,
23,0.0004455,,,,,
45,0.0004286,,,,,
30,0.0003859,,,,,
15,0.0003719,,,,,
45,0.0006476,,,,,
45,0.0003961,,,,,
8,0.0003598,,,,,
23,0.0004245,,,,,
30,0.0004671,,,,,
45,0.0003949,,,,,
8,0.0003607,,,,,
31,0.0003902,,,,,
8,0.0003544,,,,,
45,0.0003807,,,,,
45,0.0004046,,,,,
8,0.000519,,,,,
45,0.0004169,,,,,
30,0.0003969,,,,,
15,0.0003617,,,,,
15,0.0004308,,,,,
45,0.000405,,,,,
45,0.0003942,,,,,
8,0.00037,,,,,
23,0.0005458,,,,,
30,0.0003876,,,,,
45,0.0003972,,,,,
30,0.0004697,,,,,
45,0.0004091,,,,,
45,0.000388,,,,,
45,0.0004049,,,,,
8,0.0004849,,,,,
45,0.0004066,,,,,
15,0.0003728,,,,,
22,0.0003809,,,,,
23,0.00042,,,,,
8,0.0003517,,,,,
23,0.0003731,,,,,
45,0.0003898,,,,,
23,0.0004118,,,,,
45,0.000403,,,,,
45,0.0003882,,,,,
8,0.0003684,,,,,
30,0.0005489,,,,,
30,0.0003991,,,,,
30,0.0003834,,,,,
23,0.0004695,,,,,
45,0.0005388,,,,,
45,0.0004066,,,,,
23,0.0003717,,,,,
23,0.0004723,,,,,
15,0.0003699,,,,,
45,0.000381,,,,,
30,0.0003881,,,,,
15,0.0005399,,,,,
38,0.0003994,,,,,
45,0.0004094,,,,,
45,0.0004335,,,,,
15,0.0004495,,,,,
45,0.0003859,,,,,
23,0.000366,,,,,
15,0.0004708,,,,,
30,0.0004001,,,,,
22,0.0003823,,,,,
15,0.0004266,,,,,
45,0.0004911,,,,,
23,0.0003874,,,,,
23,0.0003616,,,,,
15,0.0004818,,,,,
8,0.0003539,,,,,
45,0.0003955,,,,,
8,0.0003925,,,,,
45,0.0003938,,,,,
30,0.0003826,,,,,
15,0.0003693,,,,,
45,0.0004156,,,,,
15,0.0005386,,,,,
45,0.0004067,,,,,
23,0.0003642,,,,,
22,0.0005172,,,,,
30,0.0003844,,,,,
45,0.0003917,,,,,
8,0.0003932,,,,,
30,0.0003899,,,,,
45,0.0003857,,,,,
45,0.0003885,,,,,
22,0.0004271,,,,,
45,0.0003901,,,,,
8,0.0003515,,,,,
23,0.0003673,,,,,
45,0.0005902,,,,,
45,0.0003839,,,,,
30,0.0003854,,,,,
45,0.0004136,,,,,
23,0.0005911,,,,,
30,0.0003954,,,,,
31,0.0003762,,,,,
45,0.0005583,,,,,
38,0.0003957,,,,,
31,0.0003643,,,,,
31,0.0003694,,,,,
15,0.0005419,,,,,
45,0.0003951,,,,,
23,0.0003987,,,,,
8,0.0004344,,,,,
8,0.0004203,,,,,
45,0.0003851,,,,,
15,0.0003689,,,,,
45,0.0005618,,,,,
38,0.0003961,,,,,
45,0.0008215,,,,,
30,0.0005882,,,,,
45,0.000429,,,,,
30,0.0004149,,,,,
45,0.0004403,,,,,
23,0.0004496,,,,,
45,0.0004165,,,,,
