Max Component Size,Compute Time (s),runScen2_2Random,,,,
10,0.0006856,,44.55,0.000745728,,10
100,0.0008486,,,,,
10,0.0006844,,,,,
10,0.0006826,,,,,
10,0.0006649,,,,,
10,0.0007895,,,,,
10,0.0007214,,,,,
10,0.0007796,,,,,
100,0.0008815,,,,,
10,0.0007126,,,,,
30,0.0007905,,,,,
100,0.0008614,,,,,
10,0.0007077,,,,,
100,0.0008526,,,,,
10,0.0006696,,,,,
10,0.0006648,,,,,
100,0.0008394,,,,,
100,0.0007985,,,,,
100,0.0008335,,,,,
10,0.0006725,,,,,
100,0.0008289,,,,,
100,0.0008335,,,,,
10,0.000751,,,,,
10,0.0006686,,,,,
100,0.0008543,,,,,
90,0.0008411,,,,,
10,0.0006722,,,,,
100,0.0008551,,,,,
10,0.0007494,,,,,
10,0.0006666,,,,,
10,0.0006667,,,,,
10,0.000693,,,,,
100,0.0010114,,,,,
10,0.0006649,,,,,
100,0.0010908,,,,,
10,0.0006649,,,,,
100,0.000847,,,,,
10,0.0007104,,,,,
10,0.0007005,,,,,
10,0.0006637,,,,,
100,0.0008599,,,,,
100,0.0008251,,,,,
100,0.0008344,,,,,
10,0.0006622,,,,,
100,0.0008335,,,,,
100,0.0008291,,,,,
10,0.0006678,,,,,
10,0.0006674,,,,,
100,0.0008358,,,,,
100,0.0007912,,,,,
100,0.0008231,,,,,
10,0.0006674,,,,,
100,0.0007975,,,,,
100,0.0008278,,,,,
10,0.0007654,,,,,
10,0.000663,,,,,
10,0.0006658,,,,,
10,0.0006826,,,,,
30,0.0007477,,,,,
10,0.0006747,,,,,
10,0.0006673,,,,,
10,0.0006725,,,,,
10,0.0006683,,,,,
100,0.0008341,,,,,
100,0.0008398,,,,,
10,0.0006756,,,,,
10,0.0006676,,,,,
10,0.0006657,,,,,
100,0.0008321,,,,,
10,0.0006656,,,,,
100,0.0008566,,,,,
100,0.0008281,,,,,
20,0.0007218,,,,,
100,0.0008306,,,,,
80,0.000793,,,,,
10,0.0006685,,,,,
10,0.0006883,,,,,
10,0.0006644,,,,,
10,0.0006656,,,,,
10,0.0006619,,,,,
90,0.0008023,,,,,
10,0.0006637,,,,,
100,0.0008274,,,,,
10,0.0006864,,,,,
10,0.0007361,,,,,
100,0.0007771,,,,,
100,0.0008023,,,,,
10,0.0006825,,,,,
10,0.00067,,,,,
90,0.000818,,,,,
100,0.0008259,,,,,
80,0.0007904,,,,,
10,0.0006727,,,,,
10,0.0006821,,,,,
10,0.0007337,,,,,
10,0.0006818,,,,,
10,0.0006709,,,,,
10,0.0006843,,,,,
10,0.0006663,,,,,
10,0.0006839,,,,,
10,0.0006671,,,,,
100,0.0008357,,,,,
10,0.0006644,,,,,
100,0.0008286,,,,,
10,0.0006609,,,,,
10,0.0006894,,,,,
10,0.0006828,,,,,
10,0.000667,,,,,
10,0.0006696,,,,,
10,0.0006658,,,,,
10,0.0006811,,,,,
100,0.000825,,,,,
10,0.0006658,,,,,
10,0.0006656,,,,,
100,0.0008678,,,,,
10,0.0007336,,,,,
10,0.0007103,,,,,
10,0.0007188,,,,,
10,0.0006986,,,,,
100,0.000896,,,,,
100,0.0008633,,,,,
10,0.0006617,,,,,
10,0.0006636,,,,,
100,0.0008448,,,,,
100,0.0008434,,,,,
10,0.0006828,,,,,
10,0.0007285,,,,,
10,0.0006849,,,,,
100,0.0008312,,,,,
10,0.000666,,,,,
10,0.0006648,,,,,
10,0.0006655,,,,,
10,0.0006632,,,,,
100,0.0008479,,,,,
10,0.0006736,,,,,
10,0.0006634,,,,,
90,0.001015,,,,,
10,0.000668,,,,,
90,0.0007945,,,,,
10,0.0006644,,,,,
10,0.0006603,,,,,
100,0.0008348,,,,,
100,0.0008326,,,,,
10,0.0006612,,,,,
100,0.0008301,,,,,
20,0.0007429,,,,,
100,0.0007929,,,,,
10,0.0006656,,,,,
100,0.000824,,,,,
10,0.000664,,,,,
100,0.0008233,,,,,
100,0.000823,,,,,
10,0.0007457,,,,,
10,0.0006852,,,,,
10,0.0006628,,,,,
100,0.0010291,,,,,
10,0.0006635,,,,,
100,0.0008302,,,,,
100,0.0008058,,,,,
100,0.0008337,,,,,
100,0.0007602,,,,,
10,0.0006683,,,,,
100,0.0008324,,,,,
10,0.0006971,,,,,
10,0.0006664,,,,,
10,0.0006639,,,,,
10,0.0006653,,,,,
100,0.000828,,,,,
10,0.0006758,,,,,
10,0.0006641,,,,,
100,0.000834,,,,,
10,0.0007186,,,,,
10,0.0006655,,,,,
100,0.0008349,,,,,
20,0.0007308,,,,,
100,0.0008959,,,,,
100,0.000848,,,,,
100,0.0008573,,,,,
10,0.0006748,,,,,
10,0.0006699,,,,,
10,0.0006655,,,,,
100,0.0008358,,,,,
10,0.0006666,,,,,
10,0.0006601,,,,,
10,0.0007059,,,,,
10,0.0006642,,,,,
100,0.0008317,,,,,
10,0.0006664,,,,,
10,0.0006627,,,,,
10,0.0006867,,,,,
100,0.0008608,,,,,
100,0.0008315,,,,,
100,0.0008296,,,,,
10,0.000669,,,,,
100,0.0008341,,,,,
10,0.0006713,,,,,
10,0.0006637,,,,,
100,0.0010378,,,,,
10,0.0006653,,,,,
10,0.0006688,,,,,
