Max Component Size,Compute Time (s),partition_lgraph_spectral,,,,
100,0.3649688,,100,0.387127805,,100
100,0.3855856,,,,,
100,0.4211944,,,,,
100,0.3339703,,,,,
100,0.3764755,,,,,
100,3.1644138,,,,,
100,0.5248141,,,,,
100,0.3777396,,,,,
100,0.3285407,,,,,
100,0.3231768,,,,,
100,0.3351146,,,,,
100,0.326866,,,,,
100,0.3898432,,,,,
100,0.3397761,,,,,
100,0.32781,,,,,
100,0.339362,,,,,
100,0.3405878,,,,,
100,0.3971854,,,,,
100,0.3322007,,,,,
100,0.3345916,,,,,
100,0.325212,,,,,
100,0.3975276,,,,,
100,0.392257,,,,,
100,0.3504516,,,,,
100,0.3442198,,,,,
100,0.3313744,,,,,
100,0.3295615,,,,,
100,0.334612,,,,,
100,0.3327518,,,,,
100,0.3385415,,,,,
100,0.3586576,,,,,
100,0.3733919,,,,,
100,0.3509238,,,,,
100,0.3827135,,,,,
100,0.3478432,,,,,
100,0.3278343,,,,,
100,0.3391665,,,,,
100,0.3287364,,,,,
100,0.3404992,,,,,
100,0.4676523,,,,,
100,0.3585329,,,,,
100,0.3953767,,,,,
100,0.3411955,,,,,
100,0.3406742,,,,,
100,0.3917172,,,,,
100,0.3339919,,,,,
100,0.5162173,,,,,
100,0.3788379,,,,,
100,0.3426735,,,,,
100,0.3452141,,,,,
100,0.3297596,,,,,
100,0.3398912,,,,,
100,0.3317055,,,,,
100,0.3852881,,,,,
100,0.3261273,,,,,
100,0.3519161,,,,,
100,0.3444844,,,,,
100,0.3331949,,,,,
100,0.368926,,,,,
100,0.3380765,,,,,
100,0.3336369,,,,,
100,0.3345133,,,,,
100,0.3448031,,,,,
100,0.346039,,,,,
100,0.3411576,,,,,
100,0.3753007,,,,,
100,0.350576,,,,,
100,0.3274282,,,,,
100,0.3515886,,,,,
100,0.351056,,,,,
100,0.3602528,,,,,
100,0.3425803,,,,,
100,0.3362958,,,,,
100,0.4075401,,,,,
100,0.4460008,,,,,
100,0.3276109,,,,,
100,0.3707969,,,,,
100,0.3430443,,,,,
100,0.3328177,,,,,
100,0.3267064,,,,,
100,0.3468456,,,,,
100,0.3759152,,,,,
100,0.3470456,,,,,
100,0.3729207,,,,,
100,0.3855693,,,,,
100,0.4642744,,,,,
100,0.3482773,,,,,
100,0.4123124,,,,,
100,0.327896,,,,,
100,0.3872327,,,,,
100,0.3369789,,,,,
100,0.3617654,,,,,
100,0.434194,,,,,
100,0.3414942,,,,,
100,0.3520522,,,,,
100,0.4341322,,,,,
100,0.3466794,,,,,
100,0.4077922,,,,,
100,0.3580172,,,,,
100,0.3417518,,,,,
100,0.3638566,,,,,
100,0.3338695,,,,,
100,0.360979,,,,,
100,0.3863566,,,,,
100,0.3302609,,,,,
100,0.3457737,,,,,
100,0.3606138,,,,,
100,0.3242775,,,,,
100,0.3426927,,,,,
100,0.3756737,,,,,
100,0.333013,,,,,
100,0.3319896,,,,,
100,0.3756214,,,,,
100,0.3308858,,,,,
100,0.3512496,,,,,
100,0.35903,,,,,
100,0.3274219,,,,,
100,0.3287959,,,,,
100,0.3461236,,,,,
100,0.3935742,,,,,
100,0.3572542,,,,,
100,0.3519141,,,,,
100,0.3283382,,,,,
100,0.3550449,,,,,
100,0.3314115,,,,,
100,0.3533108,,,,,
100,0.3342795,,,,,
100,0.3282118,,,,,
100,0.331087,,,,,
100,0.4416029,,,,,
100,0.376075,,,,,
100,0.3301751,,,,,
100,0.3564889,,,,,
100,0.3885444,,,,,
100,0.3911626,,,,,
100,0.3263155,,,,,
100,0.3392919,,,,,
100,0.3525084,,,,,
100,0.3453064,,,,,
100,0.3278486,,,,,
100,0.3275388,,,,,
100,0.3678348,,,,,
100,0.3578968,,,,,
100,0.3682353,,,,,
100,0.3333874,,,,,
100,0.3312415,,,,,
100,3.118611,,,,,
100,0.6707404,,,,,
100,0.3608584,,,,,
100,0.4328649,,,,,
100,0.3427698,,,,,
100,0.436091,,,,,
100,0.3583782,,,,,
100,0.3358347,,,,,
100,0.3297411,,,,,
100,0.3498975,,,,,
100,0.3501609,,,,,
100,0.3589514,,,,,
100,0.3317298,,,,,
100,0.3452272,,,,,
100,0.3406117,,,,,
100,0.3948861,,,,,
100,0.3274797,,,,,
100,0.3831149,,,,,
100,0.3643553,,,,,
100,0.3408828,,,,,
100,0.3398777,,,,,
100,0.3868937,,,,,
100,0.3498535,,,,,
100,0.3443685,,,,,
100,0.3857968,,,,,
100,0.3342607,,,,,
100,0.3386789,,,,,
100,0.4030026,,,,,
100,0.3622246,,,,,
100,0.4188072,,,,,
100,0.3286622,,,,,
100,0.3366701,,,,,
100,0.3910278,,,,,
100,0.3582215,,,,,
100,0.336965,,,,,
100,0.3495254,,,,,
100,0.3309431,,,,,
100,0.3252104,,,,,
100,0.3276633,,,,,
100,0.3656183,,,,,
100,0.4758422,,,,,
100,0.3382345,,,,,
100,0.3478725,,,,,
100,0.337964,,,,,
100,0.3393513,,,,,
100,0.3531028,,,,,
100,0.3234408,,,,,
100,0.3691307,,,,,
100,0.3611732,,,,,
100,0.406112,,,,,
100,0.3457403,,,,,
100,0.3530174,,,,,
100,0.3431801,,,,,
100,0.3247379,,,,,
