Max Component Size,Compute Time (s),partition_lgraph_louvain,,,,
9,0.0056361,,9.04,0.005984049,,9
9,0.0062622,,,,,
9,0.0070236,,,,,
9,0.0057828,,,,,
9,0.0052878,,,,,
9,0.0063273,,,,,
9,0.0053896,,,,,
9,0.0055809,,,,,
9,0.0067081,,,,,
9,0.006388,,,,,
9,0.0074183,,,,,
9,0.0063167,,,,,
9,0.005085,,,,,
9,0.0065817,,,,,
9,0.0060821,,,,,
9,0.0058477,,,,,
9,0.0058023,,,,,
9,0.0057314,,,,,
9,0.0180423,,,,,
9,0.0070824,,,,,
9,0.0059199,,,,,
9,0.0051773,,,,,
9,0.0058527,,,,,
9,0.007943,,,,,
9,0.0048022,,,,,
9,0.0053712,,,,,
9,0.0049705,,,,,
9,0.0056881,,,,,
9,0.0060578,,,,,
9,0.005917,,,,,
9,0.0060181,,,,,
9,0.0051596,,,,,
9,0.0058285,,,,,
9,0.0068458,,,,,
9,0.0094281,,,,,
9,0.0060163,,,,,
9,0.0058658,,,,,
9,0.0050767,,,,,
9,0.0101529,,,,,
9,0.0082029,,,,,
9,0.0059397,,,,,
9,0.0053663,,,,,
9,0.0106587,,,,,
9,0.005177,,,,,
9,0.0062469,,,,,
9,0.0053648,,,,,
9,0.007697,,,,,
9,0.0051886,,,,,
9,0.0056586,,,,,
9,0.005641,,,,,
9,0.0060617,,,,,
9,0.005229,,,,,
9,0.0051096,,,,,
9,0.0056461,,,,,
9,0.0060209,,,,,
9,0.0077323,,,,,
9,0.0054518,,,,,
9,0.005792,,,,,
9,0.0056651,,,,,
9,0.0052631,,,,,
9,0.0069436,,,,,
9,0.0064567,,,,,
9,0.0049358,,,,,
9,0.0058624,,,,,
9,0.005182,,,,,
9,0.0048562,,,,,
9,0.0064253,,,,,
9,0.0052479,,,,,
9,0.0060004,,,,,
9,0.0063816,,,,,
9,0.0045777,,,,,
9,0.0063416,,,,,
9,0.0057032,,,,,
9,0.0053839,,,,,
9,0.0055635,,,,,
9,0.0057947,,,,,
9,0.0053532,,,,,
9,0.005863,,,,,
9,0.0055239,,,,,
9,0.0063362,,,,,
9,0.0067374,,,,,
9,0.0059286,,,,,
9,0.0051152,,,,,
9,0.0050902,,,,,
9,0.0052733,,,,,
9,0.0046853,,,,,
9,0.0069301,,,,,
9,0.0049519,,,,,
9,0.0057744,,,,,
9,0.0051701,,,,,
9,0.0060378,,,,,
9,0.0051115,,,,,
9,0.0067455,,,,,
9,0.0058371,,,,,
9,0.0051216,,,,,
9,0.0066495,,,,,
9,0.0068331,,,,,
9,0.0052625,,,,,
9,0.0051367,,,,,
9,0.0059224,,,,,
9,0.0051633,,,,,
9,0.0056434,,,,,
9,0.005116,,,,,
9,0.0068979,,,,,
9,0.0052946,,,,,
9,0.0062537,,,,,
9,0.005972,,,,,
9,0.0052499,,,,,
9,0.0056335,,,,,
9,0.0049964,,,,,
9,0.005803,,,,,
9,0.0051215,,,,,
9,0.0075669,,,,,
9,0.0070643,,,,,
9,0.0055609,,,,,
9,0.0063149,,,,,
9,0.0056195,,,,,
9,0.0063588,,,,,
9,0.0062444,,,,,
9,0.0056955,,,,,
9,0.0080306,,,,,
9,0.0052604,,,,,
9,0.0054722,,,,,
9,0.0057505,,,,,
9,0.0056001,,,,,
9,0.006519,,,,,
9,0.0059888,,,,,
9,0.0051431,,,,,
9,0.0060857,,,,,
9,0.0071005,,,,,
9,0.0057765,,,,,
9,0.0062641,,,,,
9,0.0073397,,,,,
9,0.0052102,,,,,
9,0.0056994,,,,,
9,0.0052813,,,,,
9,0.0061603,,,,,
9,0.0052387,,,,,
9,0.0063274,,,,,
9,0.0053101,,,,,
9,0.0062588,,,,,
9,0.0054495,,,,,
9,0.0056491,,,,,
9,0.0056921,,,,,
9,0.0049312,,,,,
9,0.0063833,,,,,
9,0.0069972,,,,,
9,0.0061704,,,,,
9,0.0056532,,,,,
9,0.0051508,,,,,
9,0.0058298,,,,,
9,0.0070944,,,,,
9,0.0058545,,,,,
9,0.0053376,,,,,
9,0.0055276,,,,,
9,0.0052288,,,,,
9,0.0046243,,,,,
9,0.0049335,,,,,
9,0.0064636,,,,,
9,0.0064156,,,,,
9,0.007173,,,,,
9,0.0055043,,,,,
9,0.0081897,,,,,
9,0.0056345,,,,,
9,0.0058456,,,,,
9,0.0060673,,,,,
9,0.0060546,,,,,
9,0.006343,,,,,
9,0.0062816,,,,,
9,0.0047533,,,,,
9,0.0052044,,,,,
9,0.0052336,,,,,
9,0.0068854,,,,,
17,0.0051217,,,,,
9,0.0060676,,,,,
9,0.0050533,,,,,
9,0.0056966,,,,,
9,0.0065066,,,,,
9,0.0069897,,,,,
9,0.006406,,,,,
9,0.0070141,,,,,
9,0.0064459,,,,,
9,0.0061006,,,,,
9,0.0049925,,,,,
9,0.0051974,,,,,
9,0.0050524,,,,,
9,0.0052257,,,,,
9,0.0053511,,,,,
9,0.0062332,,,,,
9,0.005451,,,,,
9,0.0051153,,,,,
9,0.0061011,,,,,
9,0.0063815,,,,,
9,0.0057191,,,,,
9,0.0064014,,,,,
9,0.0051256,,,,,
9,0.0051193,,,,,
9,0.0049537,,,,,
9,0.0051787,,,,,
9,0.0052362,,,,,
