Max Component Size,Compute Time (s),partition_lgraph_spectral,,,,
35,0.1804718,,34.72,0.184378758,,21
35,0.1763569,,,,,
35,0.1765097,,,,,
35,0.1733244,,,,,
35,0.1709076,,,,,
35,0.1819976,,,,,
35,0.3051517,,,,,
35,0.1768607,,,,,
35,0.1730688,,,,,
35,0.1738414,,,,,
35,0.1737728,,,,,
35,0.1731645,,,,,
35,0.1823903,,,,,
35,0.17205,,,,,
35,0.1791236,,,,,
35,0.1867391,,,,,
35,0.187083,,,,,
35,0.178541,,,,,
35,0.1858008,,,,,
35,0.1728229,,,,,
35,0.1870092,,,,,
35,0.1736346,,,,,
35,0.1691141,,,,,
35,0.1740787,,,,,
35,0.1733383,,,,,
35,0.1736501,,,,,
35,0.1829724,,,,,
35,0.1743146,,,,,
35,0.171811,,,,,
35,0.1731312,,,,,
35,0.1706712,,,,,
35,0.1887836,,,,,
35,0.1730421,,,,,
35,0.1904689,,,,,
35,0.1739438,,,,,
35,0.1918165,,,,,
35,0.1743106,,,,,
35,0.183087,,,,,
35,0.1727056,,,,,
35,0.566362,,,,,
35,0.2535836,,,,,
35,0.2196485,,,,,
35,0.1747394,,,,,
35,0.1730527,,,,,
35,0.1711511,,,,,
35,0.4544362,,,,,
21,0.1721492,,,,,
35,0.1735554,,,,,
35,0.2472142,,,,,
35,0.2562647,,,,,
21,0.3868374,,,,,
35,0.1770721,,,,,
35,0.1760984,,,,,
35,0.1727301,,,,,
35,0.1725699,,,,,
35,0.1697728,,,,,
35,0.1871792,,,,,
35,0.1741026,,,,,
35,0.1947654,,,,,
35,0.1740734,,,,,
35,0.1735522,,,,,
35,0.1838098,,,,,
35,0.176414,,,,,
35,0.1773241,,,,,
35,0.1755838,,,,,
35,0.1760063,,,,,
35,0.1752553,,,,,
35,0.1681464,,,,,
35,0.1751919,,,,,
35,0.1711182,,,,,
35,0.1891651,,,,,
35,0.174673,,,,,
35,0.1731906,,,,,
35,0.1798657,,,,,
35,0.1777938,,,,,
35,0.1732756,,,,,
35,0.1790386,,,,,
35,0.1730957,,,,,
35,0.1722562,,,,,
35,0.1774294,,,,,
35,0.1753833,,,,,
35,0.1843236,,,,,
35,0.172713,,,,,
35,0.1723643,,,,,
35,0.1739498,,,,,
35,0.1768915,,,,,
35,0.1814252,,,,,
35,0.1738814,,,,,
35,0.1742099,,,,,
35,0.1757577,,,,,
35,0.1720125,,,,,
35,0.171339,,,,,
35,0.1769566,,,,,
35,0.184249,,,,,
35,0.1755474,,,,,
35,0.1752754,,,,,
35,0.1741964,,,,,
35,0.2008547,,,,,
35,0.1752682,,,,,
35,0.1729246,,,,,
35,0.1702567,,,,,
35,0.1761723,,,,,
35,0.2008519,,,,,
35,0.217194,,,,,
35,0.1857901,,,,,
21,0.1876494,,,,,
35,0.1746701,,,,,
35,0.179475,,,,,
35,0.1985952,,,,,
35,0.1762682,,,,,
35,0.1810283,,,,,
35,0.1868114,,,,,
35,0.1776652,,,,,
35,0.1736045,,,,,
35,0.1715516,,,,,
35,0.1749017,,,,,
35,0.1779883,,,,,
35,0.1791572,,,,,
35,0.1744634,,,,,
35,0.1711641,,,,,
35,0.1756684,,,,,
35,0.1720581,,,,,
35,0.1741935,,,,,
35,0.171816,,,,,
35,0.177545,,,,,
35,0.1720316,,,,,
35,0.1744883,,,,,
35,0.1908718,,,,,
35,0.170752,,,,,
35,0.1724496,,,,,
35,0.1780858,,,,,
35,0.1736268,,,,,
35,0.1714398,,,,,
35,0.1739461,,,,,
35,0.1751725,,,,,
35,0.1733267,,,,,
35,0.1726176,,,,,
35,0.1779762,,,,,
35,0.1731862,,,,,
35,0.1851652,,,,,
35,0.1781269,,,,,
35,0.1760655,,,,,
35,0.1714541,,,,,
35,0.1747232,,,,,
35,0.1869364,,,,,
35,0.1775877,,,,,
35,0.1722279,,,,,
35,0.1743288,,,,,
35,0.1891417,,,,,
35,0.2079421,,,,,
35,0.2996325,,,,,
35,0.1779746,,,,,
35,0.1718763,,,,,
35,0.1978892,,,,,
35,0.1727284,,,,,
35,0.1748372,,,,,
35,0.1714665,,,,,
35,0.1746804,,,,,
35,0.1818115,,,,,
35,0.1877902,,,,,
35,0.1733052,,,,,
35,0.1782273,,,,,
35,0.1789008,,,,,
35,0.1781406,,,,,
35,0.1765514,,,,,
35,0.1711359,,,,,
35,0.1722036,,,,,
35,0.1771534,,,,,
35,0.1762548,,,,,
35,0.1824598,,,,,
35,0.1890085,,,,,
35,0.1699641,,,,,
35,0.1715673,,,,,
35,0.176436,,,,,
35,0.1742685,,,,,
35,0.1725581,,,,,
35,0.1726797,,,,,
35,0.1736624,,,,,
35,0.1721527,,,,,
35,0.1808526,,,,,
35,0.1758035,,,,,
35,0.1765019,,,,,
35,0.1798629,,,,,
35,0.1855108,,,,,
35,0.1734378,,,,,
35,0.1783587,,,,,
35,0.1736615,,,,,
35,0.1758258,,,,,
35,0.1758639,,,,,
35,0.1714982,,,,,
35,0.1744026,,,,,
35,0.1790729,,,,,
35,0.1713578,,,,,
35,0.1763022,,,,,
21,0.1721763,,,,,
35,0.1766949,,,,,
35,0.1786646,,,,,
35,0.1713365,,,,,
35,0.1768612,,,,,
35,0.1932484,,,,,
