Max Component Size,Compute Time (s),runScen3_1_rand,,,,
40,0.0009926,,36.93,0.001500854,,21
34,0.0009504,,,,,
40,0.0011311,,,,,
40,0.0010502,,,,,
40,0.0011841,,,,,
34,0.0010506,,,,,
40,0.0010232,,,,,
40,0.0008908,,,,,
34,0.0007786,,,,,
34,0.000767,,,,,
34,0.0009653,,,,,
40,0.0011218,,,,,
40,0.0009292,,,,,
40,0.0012372,,,,,
40,0.0009126,,,,,
40,0.0010834,,,,,
34,0.0010198,,,,,
40,0.0010223,,,,,
40,0.0025479,,,,,
40,0.0009236,,,,,
34,0.0009105,,,,,
40,0.0010592,,,,,
40,0.000952,,,,,
34,0.0011362,,,,,
40,0.0010219,,,,,
34,0.0011352,,,,,
40,0.0010223,,,,,
40,0.0011479,,,,,
34,0.0008742,,,,,
40,0.0193364,,,,,
21,0.0009273,,,,,
40,0.0011223,,,,,
40,0.0043109,,,,,
40,0.0011132,,,,,
34,0.0008208,,,,,
34,0.0009173,,,,,
34,0.0009604,,,,,
40,0.0010185,,,,,
34,0.0011187,,,,,
34,0.0010051,,,,,
40,0.0009663,,,,,
40,0.0013741,,,,,
40,0.001083,,,,,
40,0.0011864,,,,,
40,0.0011166,,,,,
40,0.0010819,,,,,
34,0.0031785,,,,,
40,0.0009058,,,,,
40,0.0011473,,,,,
34,0.0009269,,,,,
40,0.001179,,,,,
34,0.0032296,,,,,
34,0.000971,,,,,
34,0.0010118,,,,,
21,0.0009181,,,,,
40,0.0010257,,,,,
40,0.0011681,,,,,
21,0.0009952,,,,,
40,0.0010789,,,,,
40,0.0008966,,,,,
34,0.000817,,,,,
40,0.0010177,,,,,
40,0.0009215,,,,,
40,0.0011419,,,,,
34,0.000817,,,,,
40,0.0012279,,,,,
34,0.0009305,,,,,
40,0.0010827,,,,,
40,0.00287,,,,,
40,0.001024,,,,,
34,0.0008979,,,,,
40,0.0010748,,,,,
40,0.0009403,,,,,
40,0.0030079,,,,,
34,0.0009313,,,,,
40,0.0010323,,,,,
21,0.0008874,,,,,
40,0.0010048,,,,,
40,0.0011001,,,,,
34,0.0008758,,,,,
34,0.0010456,,,,,
34,0.0008408,,,,,
34,0.0009806,,,,,
40,0.0010347,,,,,
40,0.0009622,,,,,
40,0.0011898,,,,,
34,0.0009293,,,,,
40,0.0011716,,,,,
40,0.0011077,,,,,
34,0.0009805,,,,,
40,0.0026435,,,,,
34,0.0009236,,,,,
40,0.0010893,,,,,
40,0.0009909,,,,,
40,0.0010751,,,,,
40,0.0031228,,,,,
40,0.0009123,,,,,
21,0.0011242,,,,,
40,0.0010828,,,,,
40,0.0010965,,,,,
40,0.0026955,,,,,
21,0.0008923,,,,,
34,0.0011574,,,,,
40,0.0010483,,,,,
40,0.0009515,,,,,
40,0.0011688,,,,,
40,0.0009158,,,,,
40,0.0011538,,,,,
34,0.0008634,,,,,
40,0.0010816,,,,,
34,0.0009445,,,,,
40,0.0010492,,,,,
40,0.0029476,,,,,
40,0.001064,,,,,
34,0.0009927,,,,,
34,0.0009584,,,,,
34,0.0009254,,,,,
40,0.002863,,,,,
40,0.0009563,,,,,
40,0.0011729,,,,,
34,0.000983,,,,,
40,0.0010234,,,,,
40,0.003237,,,,,
34,0.0009267,,,,,
34,0.0010263,,,,,
40,0.0009444,,,,,
40,0.0011536,,,,,
40,0.0011839,,,,,
34,0.0009906,,,,,
21,0.0011288,,,,,
21,0.0009824,,,,,
40,0.001025,,,,,
40,0.0012204,,,,,
40,0.0010896,,,,,
40,0.0012249,,,,,
34,0.0388341,,,,,
40,0.0009887,,,,,
40,0.0007983,,,,,
40,0.0009925,,,,,
21,0.0008157,,,,,
40,0.0009306,,,,,
40,0.0009863,,,,,
40,0.0008367,,,,,
40,0.001367,,,,,
40,0.0009068,,,,,
34,0.0010689,,,,,
40,0.0011773,,,,,
34,0.0009485,,,,,
34,0.0025431,,,,,
40,0.0011102,,,,,
40,0.0010599,,,,,
40,0.0010239,,,,,
40,0.0010764,,,,,
34,0.0026857,,,,,
34,0.0009299,,,,,
40,0.0010713,,,,,
40,0.000928,,,,,
40,0.0010643,,,,,
40,0.0010469,,,,,
34,0.0009096,,,,,
40,0.001302,,,,,
40,0.0010216,,,,,
40,0.0010643,,,,,
40,0.0009745,,,,,
40,0.0009226,,,,,
40,0.0028973,,,,,
21,0.001003,,,,,
40,0.0010096,,,,,
34,0.0008838,,,,,
40,0.001508,,,,,
40,0.001006,,,,,
40,0.0008182,,,,,
40,0.0029903,,,,,
34,0.0007246,,,,,
40,0.0020936,,,,,
40,0.0021115,,,,,
34,0.0019662,,,,,
34,0.0007428,,,,,
40,0.001054,,,,,
34,0.0007804,,,,,
40,0.0010326,,,,,
40,0.0009825,,,,,
40,0.0010293,,,,,
21,0.0024778,,,,,
40,0.0010162,,,,,
34,0.0008239,,,,,
40,0.0010214,,,,,
40,0.0011316,,,,,
21,0.0032454,,,,,
40,0.0010471,,,,,
34,0.0009634,,,,,
40,0.0008622,,,,,
34,0.0008464,,,,,
40,0.0008853,,,,,
34,0.0008662,,,,,
21,0.0038536,,,,,
21,0.0011319,,,,,
40,0.0010966,,,,,
40,0.0010826,,,,,
40,0.0010181,,,,,
