Max Component Size,Compute Time (s),runScen3_1_rand,,
400,0.0121242,,400,0.011614816
400,0.0117528,,,
400,0.0117287,,,
400,0.0117925,,,
400,0.0118336,,,
400,0.0133546,,,
400,0.011725,,,
400,0.0115136,,,
400,0.012243,,,
400,0.0110899,,,
400,0.0122236,,,
400,0.012167,,,
400,0.012328,,,
400,0.0106993,,,
400,0.011919,,,
400,0.0113351,,,
400,0.0120838,,,
400,0.0118765,,,
400,0.0115473,,,
400,0.0121386,,,
400,0.0114532,,,
400,0.0116197,,,
400,0.0114608,,,
400,0.0123235,,,
400,0.0113015,,,
400,0.0119267,,,
400,0.0115999,,,
400,0.0120836,,,
400,0.0115129,,,
400,0.0113067,,,
400,0.011379,,,
400,0.0113431,,,
400,0.0118117,,,
400,0.011418,,,
400,0.011948,,,
400,0.0114269,,,
400,0.0108689,,,
400,0.0128434,,,
400,0.0119864,,,
400,0.0120893,,,
400,0.0121037,,,
400,0.0116647,,,
400,0.0119261,,,
400,0.0115971,,,
400,0.0114368,,,
400,0.012408,,,
400,0.0116081,,,
400,0.0116371,,,
400,0.0113496,,,
400,0.0116676,,,
400,0.0114303,,,
400,0.010474,,,
400,0.0119617,,,
400,0.0110056,,,
400,0.0108672,,,
400,0.0123779,,,
400,0.0122763,,,
400,0.0117774,,,
400,0.0120028,,,
400,0.0109098,,,
400,0.0113843,,,
400,0.011807,,,
400,0.0116659,,,
400,0.0108936,,,
400,0.0112747,,,
400,0.0119501,,,
400,0.0114304,,,
400,0.012048,,,
400,0.0119827,,,
400,0.011376,,,
400,0.0123486,,,
400,0.0117622,,,
400,0.0117571,,,
400,0.0115735,,,
400,0.0116424,,,
400,0.0112429,,,
400,0.010876,,,
400,0.0121254,,,
400,0.0121632,,,
400,0.0120623,,,
400,0.0115218,,,
400,0.0122584,,,
400,0.0115159,,,
400,0.0117183,,,
400,0.0116757,,,
400,0.0109483,,,
400,0.0114744,,,
400,0.0116675,,,
400,0.0109807,,,
400,0.0117099,,,
400,0.0112943,,,
400,0.011616,,,
400,0.0119901,,,
400,0.0112312,,,
400,0.0111787,,,
400,0.0112746,,,
400,0.0117209,,,
400,0.011685,,,
400,0.0117397,,,
400,0.0110091,,,
400,0.0122628,,,
400,0.0120009,,,
400,0.0124875,,,
400,0.0122423,,,
400,0.0122708,,,
400,0.0116537,,,
400,0.0117112,,,
400,0.0118353,,,
400,0.0120569,,,
400,0.01198,,,
400,0.0115858,,,
400,0.0118979,,,
400,0.0119427,,,
400,0.0117124,,,
400,0.0115359,,,
400,0.0118394,,,
400,0.0119497,,,
400,0.0114958,,,
400,0.0121305,,,
400,0.0095694,,,
400,0.0111531,,,
400,0.0112318,,,
400,0.0115895,,,
400,0.011665,,,
400,0.0114216,,,
400,0.0112696,,,
400,0.011089,,,
400,0.0120923,,,
400,0.0124125,,,
400,0.0116909,,,
400,0.0121604,,,
400,0.0113803,,,
400,0.0118342,,,
400,0.0108382,,,
400,0.0120882,,,
400,0.0113704,,,
400,0.011843,,,
400,0.0113991,,,
400,0.0107135,,,
400,0.0109982,,,
400,0.0115896,,,
400,0.0120351,,,
400,0.0113567,,,
400,0.0118694,,,
400,0.0117532,,,
400,0.0110304,,,
400,0.011895,,,
400,0.0113137,,,
400,0.0113171,,,
400,0.0118379,,,
400,0.0119389,,,
400,0.0106887,,,
400,0.0113809,,,
400,0.0112832,,,
400,0.0108515,,,
400,0.0109459,,,
400,0.011909,,,
400,0.0119688,,,
400,0.0113553,,,
400,0.0104594,,,
400,0.0107336,,,
400,0.0119763,,,
400,0.0120372,,,
400,0.0107784,,,
400,0.0122878,,,
400,0.0107086,,,
400,0.0114596,,,
400,0.0113912,,,
400,0.0116248,,,
400,0.0109679,,,
400,0.011774,,,
400,0.0118701,,,
400,0.0114785,,,
400,0.0123494,,,
400,0.0111776,,,
400,0.0120196,,,
400,0.0117592,,,
400,0.0117427,,,
400,0.0114485,,,
400,0.0119199,,,
400,0.0113894,,,
400,0.0109737,,,
400,0.0105975,,,
400,0.0120698,,,
400,0.0126643,,,
400,0.0123326,,,
400,0.0112001,,,
400,0.0101971,,,
400,0.0110407,,,
400,0.0115114,,,
400,0.0106506,,,
400,0.0117434,,,
400,0.0112013,,,
400,0.0125252,,,
400,0.012055,,,
400,0.0117316,,,
400,0.012255,,,
400,0.0103867,,,
400,0.0113348,,,
400,0.0111788,,,
