Max Component Size,Compute Time (s),runScen2_2Random,,,,
7,0.0002975,,20.44,0.000326316,,7
35,0.0003141,,,,,
7,0.0002856,,,,,
35,0.000413,,,,,
7,0.000295,,,,,
7,0.0002951,,,,,
7,0.000452,,,,,
35,0.0003217,,,,,
35,0.0003227,,,,,
35,0.0003642,,,,,
7,0.0002871,,,,,
35,0.0003238,,,,,
7,0.0002944,,,,,
35,0.0003335,,,,,
7,0.0002902,,,,,
35,0.0003149,,,,,
7,0.0003025,,,,,
35,0.0004855,,,,,
7,0.0002853,,,,,
35,0.0004925,,,,,
7,0.000286,,,,,
35,0.0004674,,,,,
35,0.000314,,,,,
35,0.0003367,,,,,
7,0.0004762,,,,,
7,0.0002878,,,,,
7,0.0002932,,,,,
35,0.0003584,,,,,
7,0.0002949,,,,,
35,0.0003135,,,,,
35,0.0004265,,,,,
7,0.0002887,,,,,
35,0.0003191,,,,,
35,0.0003227,,,,,
35,0.000317,,,,,
7,0.0002897,,,,,
35,0.0003125,,,,,
7,0.0002861,,,,,
7,0.0002826,,,,,
35,0.000307,,,,,
35,0.0003125,,,,,
7,0.0002946,,,,,
7,0.0002826,,,,,
7,0.0002835,,,,,
35,0.0003129,,,,,
7,0.0003947,,,,,
35,0.0003209,,,,,
7,0.0002849,,,,,
35,0.0003553,,,,,
35,0.000315,,,,,
7,0.0002913,,,,,
35,0.0003184,,,,,
35,0.0003141,,,,,
7,0.000291,,,,,
7,0.0002887,,,,,
7,0.0002929,,,,,
7,0.0002846,,,,,
7,0.0003095,,,,,
35,0.000313,,,,,
35,0.0003629,,,,,
7,0.0003056,,,,,
35,0.0003136,,,,,
35,0.0004155,,,,,
35,0.0003132,,,,,
35,0.0003184,,,,,
7,0.0003981,,,,,
35,0.0003134,,,,,
7,0.0003238,,,,,
7,0.0003131,,,,,
7,0.0002876,,,,,
7,0.0002932,,,,,
35,0.0003231,,,,,
35,0.0003132,,,,,
35,0.0003184,,,,,
35,0.0003383,,,,,
7,0.0002934,,,,,
35,0.0004389,,,,,
35,0.0003441,,,,,
7,0.0002955,,,,,
7,0.0003448,,,,,
7,0.0002951,,,,,
35,0.0004174,,,,,
7,0.0002925,,,,,
7,0.000312,,,,,
7,0.0003469,,,,,
7,0.0003043,,,,,
7,0.0003005,,,,,
35,0.0003306,,,,,
7,0.0002955,,,,,
35,0.000324,,,,,
35,0.0003303,,,,,
35,0.0003213,,,,,
7,0.0002936,,,,,
35,0.0003351,,,,,
35,0.0003323,,,,,
7,0.0003022,,,,,
7,0.0003002,,,,,
7,0.0003035,,,,,
35,0.0003294,,,,,
7,0.0003004,,,,,
35,0.000344,,,,,
35,0.0003226,,,,,
7,0.0002999,,,,,
35,0.0004857,,,,,
7,0.0003031,,,,,
7,0.0003158,,,,,
35,0.0003235,,,,,
35,0.0003336,,,,,
35,0.0003405,,,,,
35,0.0003327,,,,,
35,0.0003434,,,,,
7,0.0004143,,,,,
7,0.0002941,,,,,
7,0.0002908,,,,,
7,0.0003553,,,,,
35,0.0003344,,,,,
35,0.0003226,,,,,
7,0.0003336,,,,,
7,0.0002848,,,,,
35,0.0003119,,,,,
35,0.0003247,,,,,
7,0.0002909,,,,,
7,0.0002932,,,,,
7,0.000299,,,,,
7,0.0002867,,,,,
7,0.0003182,,,,,
7,0.0002823,,,,,
7,0.0002969,,,,,
7,0.0002845,,,,,
7,0.0003058,,,,,
35,0.0003229,,,,,
35,0.0003122,,,,,
35,0.0004729,,,,,
7,0.0002831,,,,,
35,0.0003196,,,,,
7,0.0003595,,,,,
7,0.0002951,,,,,
7,0.0004303,,,,,
7,0.000296,,,,,
35,0.0003182,,,,,
35,0.0004532,,,,,
7,0.0003165,,,,,
7,0.0002945,,,,,
7,0.0002935,,,,,
7,0.0002869,,,,,
7,0.0003133,,,,,
35,0.0003156,,,,,
7,0.0002838,,,,,
7,0.0003106,,,,,
7,0.0004336,,,,,
35,0.0003147,,,,,
35,0.0003216,,,,,
7,0.0005163,,,,,
7,0.0003263,,,,,
35,0.0003162,,,,,
7,0.0004122,,,,,
7,0.000293,,,,,
35,0.0003145,,,,,
35,0.0003135,,,,,
7,0.0002846,,,,,
35,0.0003521,,,,,
35,0.0003235,,,,,
7,0.0002887,,,,,
7,0.0003201,,,,,
35,0.0003122,,,,,
7,0.0002917,,,,,
7,0.0003288,,,,,
35,0.000323,,,,,
7,0.0002989,,,,,
35,0.0003471,,,,,
35,0.0003423,,,,,
35,0.000323,,,,,
35,0.00032,,,,,
7,0.0003065,,,,,
7,0.0002852,,,,,
7,0.0003347,,,,,
35,0.0003277,,,,,
35,0.0003213,,,,,
35,0.0003142,,,,,
35,0.0003134,,,,,
7,0.000284,,,,,
35,0.0003958,,,,,
7,0.0002826,,,,,
35,0.0003203,,,,,
7,0.0003528,,,,,
35,0.0003968,,,,,
35,0.0004937,,,,,
7,0.0002858,,,,,
35,0.0003232,,,,,
35,0.0003174,,,,,
35,0.0003222,,,,,
35,0.0003126,,,,,
7,0.0002936,,,,,
7,0.0002849,,,,,
7,0.0002929,,,,,
7,0.0003457,,,,,
35,0.0003246,,,,,
35,0.0003155,,,,,
35,0.0003124,,,,,
7,0.0002928,,,,,
