Max Component Size,Compute Time (s),partition_lgraph_louvain,,,,
8,0.004894,,10.155,0.005906409,,8
8,0.0052082,,,,,
8,0.0052285,,,,,
8,0.0055889,,,,,
29,0.0046749,,,,,
8,0.0048547,,,,,
8,0.0067378,,,,,
8,0.0058979,,,,,
8,0.00797,,,,,
8,0.0052219,,,,,
8,0.0055952,,,,,
8,0.0054428,,,,,
8,0.0044327,,,,,
8,0.0064633,,,,,
8,0.0067638,,,,,
8,0.0067867,,,,,
8,0.007837,,,,,
29,0.0050728,,,,,
8,0.0054263,,,,,
8,0.0047346,,,,,
8,0.0148743,,,,,
8,0.0061907,,,,,
8,0.0064939,,,,,
8,0.0054909,,,,,
8,0.0060858,,,,,
8,0.0056913,,,,,
8,0.004693,,,,,
8,0.0055005,,,,,
8,0.0055672,,,,,
8,0.0061177,,,,,
8,0.0057541,,,,,
45,0.0052205,,,,,
8,0.0065056,,,,,
8,0.005629,,,,,
8,0.0047715,,,,,
8,0.0054248,,,,,
8,0.0055398,,,,,
8,0.004589,,,,,
8,0.0055985,,,,,
8,0.0059927,,,,,
8,0.0073705,,,,,
8,0.0050638,,,,,
29,0.0053805,,,,,
8,0.0071373,,,,,
8,0.0054722,,,,,
29,0.0055395,,,,,
8,0.00755,,,,,
8,0.0074029,,,,,
8,0.0048712,,,,,
8,0.0056947,,,,,
8,0.0054218,,,,,
8,0.0053794,,,,,
29,0.0055301,,,,,
8,0.0065504,,,,,
8,0.0055167,,,,,
29,0.0055657,,,,,
8,0.005653,,,,,
8,0.0059767,,,,,
8,0.0081805,,,,,
8,0.0048241,,,,,
8,0.0043216,,,,,
8,0.0050267,,,,,
8,0.0056376,,,,,
8,0.0077688,,,,,
8,0.0061841,,,,,
8,0.0055734,,,,,
29,0.0050577,,,,,
8,0.0060924,,,,,
8,0.0059467,,,,,
8,0.0080954,,,,,
8,0.0055841,,,,,
8,0.0060268,,,,,
8,0.0054098,,,,,
8,0.0048486,,,,,
8,0.0044952,,,,,
29,0.0053374,,,,,
8,0.0072484,,,,,
8,0.0067573,,,,,
8,0.0058431,,,,,
29,0.0058428,,,,,
8,0.004994,,,,,
8,0.0055263,,,,,
8,0.0060324,,,,,
8,0.0062072,,,,,
8,0.0052185,,,,,
8,0.0066652,,,,,
29,0.0052796,,,,,
8,0.0054535,,,,,
8,0.0054992,,,,,
8,0.0059969,,,,,
8,0.0053891,,,,,
8,0.006082,,,,,
8,0.0060068,,,,,
8,0.0061853,,,,,
45,0.0053304,,,,,
8,0.0054425,,,,,
8,0.0068711,,,,,
8,0.0066308,,,,,
8,0.0051583,,,,,
8,0.006625,,,,,
8,0.0056227,,,,,
8,0.0048643,,,,,
29,0.0051659,,,,,
8,0.0059892,,,,,
29,0.0057598,,,,,
8,0.0058874,,,,,
8,0.0049534,,,,,
8,0.005491,,,,,
8,0.0054536,,,,,
8,0.0065604,,,,,
8,0.0055235,,,,,
8,0.0072115,,,,,
8,0.0071291,,,,,
8,0.0050959,,,,,
8,0.0049513,,,,,
8,0.0065684,,,,,
8,0.0070235,,,,,
8,0.0053677,,,,,
29,0.0049873,,,,,
8,0.00517,,,,,
8,0.0049623,,,,,
8,0.004972,,,,,
8,0.0050021,,,,,
8,0.0061582,,,,,
8,0.0052256,,,,,
8,0.0055512,,,,,
8,0.0051963,,,,,
8,0.0071624,,,,,
8,0.0059699,,,,,
29,0.0045788,,,,,
8,0.0054834,,,,,
8,0.0060546,,,,,
8,0.0069453,,,,,
8,0.0053411,,,,,
8,0.005496,,,,,
8,0.0054401,,,,,
29,0.0048524,,,,,
8,0.0072324,,,,,
8,0.0047899,,,,,
8,0.0054924,,,,,
8,0.0071817,,,,,
8,0.0051958,,,,,
8,0.0051197,,,,,
8,0.0047434,,,,,
8,0.0064304,,,,,
29,0.0052047,,,,,
8,0.0043583,,,,,
8,0.0054325,,,,,
8,0.004907,,,,,
8,0.0070971,,,,,
8,0.0057424,,,,,
8,0.0073172,,,,,
8,0.0077352,,,,,
8,0.0059183,,,,,
8,0.0050391,,,,,
8,0.0064915,,,,,
8,0.005921,,,,,
8,0.006479,,,,,
8,0.005463,,,,,
8,0.0059383,,,,,
8,0.0071738,,,,,
8,0.0057735,,,,,
8,0.0043699,,,,,
8,0.0055781,,,,,
8,0.0073196,,,,,
8,0.0057021,,,,,
8,0.0071898,,,,,
8,0.0067191,,,,,
8,0.0055751,,,,,
8,0.0059976,,,,,
8,0.0060281,,,,,
8,0.0049813,,,,,
8,0.00722,,,,,
8,0.0066493,,,,,
8,0.0059279,,,,,
8,0.0077596,,,,,
8,0.0068224,,,,,
8,0.0060911,,,,,
29,0.005223,,,,,
8,0.0054618,,,,,
8,0.0049021,,,,,
8,0.0070727,,,,,
8,0.0048506,,,,,
8,0.0057644,,,,,
8,0.0065349,,,,,
8,0.0059431,,,,,
8,0.0049116,,,,,
8,0.00552,,,,,
8,0.0051977,,,,,
8,0.008326,,,,,
8,0.0061547,,,,,
8,0.0081676,,,,,
8,0.0055652,,,,,
8,0.0075917,,,,,
8,0.0061349,,,,,
8,0.0061441,,,,,
8,0.0060875,,,,,
8,0.0060464,,,,,
8,0.0055024,,,,,
8,0.0065674,,,,,
