Max Component Size,Compute Time (s),partition_lgraph_spectral,,,,
45,0.2139266,,43.32,0.222453902,,29
45,0.2043953,,,,,
45,0.2044471,,,,,
45,0.2007255,,,,,
45,0.2066156,,,,,
45,0.317591,,,,,
45,0.2076393,,,,,
45,0.2015023,,,,,
45,0.2036245,,,,,
37,0.2107885,,,,,
45,0.205691,,,,,
45,0.2112082,,,,,
45,0.2090759,,,,,
45,0.2152335,,,,,
29,0.206462,,,,,
45,0.2096806,,,,,
45,0.2015079,,,,,
45,0.2113232,,,,,
45,0.215526,,,,,
45,0.2053553,,,,,
45,0.2067921,,,,,
45,0.2038937,,,,,
45,0.2157016,,,,,
45,0.2305041,,,,,
45,0.2100925,,,,,
45,0.2072418,,,,,
45,0.2122042,,,,,
45,0.2165493,,,,,
45,0.2188987,,,,,
45,0.2125901,,,,,
45,0.2353576,,,,,
45,0.2013097,,,,,
37,0.2217921,,,,,
45,0.2241716,,,,,
37,0.2030485,,,,,
45,0.2062831,,,,,
45,0.2068041,,,,,
37,0.2026016,,,,,
45,0.2101881,,,,,
29,0.2031033,,,,,
45,0.2185125,,,,,
45,0.2035466,,,,,
37,0.210313,,,,,
45,0.2065451,,,,,
45,0.2079569,,,,,
45,0.2000241,,,,,
37,0.2114013,,,,,
45,0.2115315,,,,,
45,0.2307025,,,,,
45,0.2079678,,,,,
45,0.2146452,,,,,
45,0.2124113,,,,,
45,0.2146019,,,,,
45,0.207354,,,,,
45,0.2251456,,,,,
45,0.2067998,,,,,
45,0.216077,,,,,
45,0.217404,,,,,
45,0.2149438,,,,,
45,0.204685,,,,,
45,0.2150925,,,,,
45,0.2024006,,,,,
45,0.2106758,,,,,
45,0.2080994,,,,,
45,0.2154041,,,,,
37,0.2392194,,,,,
45,0.2087685,,,,,
37,0.2226414,,,,,
45,0.2162114,,,,,
45,0.2093552,,,,,
45,0.2043018,,,,,
45,0.2066502,,,,,
45,0.2110831,,,,,
45,0.2157689,,,,,
45,0.2033315,,,,,
37,0.2057318,,,,,
45,0.2072337,,,,,
45,0.2065015,,,,,
45,0.2046018,,,,,
45,0.200626,,,,,
45,0.2193739,,,,,
37,0.2447094,,,,,
37,0.2027122,,,,,
45,0.2178535,,,,,
45,0.2110596,,,,,
45,0.2238009,,,,,
45,0.1999494,,,,,
45,0.2232025,,,,,
37,0.2137841,,,,,
45,0.2071663,,,,,
45,0.2059469,,,,,
45,0.2085154,,,,,
45,0.2049437,,,,,
37,0.2146854,,,,,
45,0.2165766,,,,,
45,0.2031229,,,,,
45,0.2140138,,,,,
45,0.2115297,,,,,
45,0.2093555,,,,,
45,0.2050711,,,,,
45,0.2087619,,,,,
45,0.2071695,,,,,
45,0.2095104,,,,,
45,0.2104868,,,,,
37,0.2119634,,,,,
45,0.2003074,,,,,
45,0.2106631,,,,,
45,0.2103027,,,,,
37,0.2075199,,,,,
45,0.2165979,,,,,
45,0.2096298,,,,,
45,0.2084921,,,,,
45,0.2044711,,,,,
45,0.2168089,,,,,
45,0.227429,,,,,
45,0.2045057,,,,,
37,0.2087513,,,,,
45,0.2172065,,,,,
45,0.2064044,,,,,
37,0.2005883,,,,,
37,0.2023106,,,,,
37,0.2267639,,,,,
45,0.237689,,,,,
45,0.2057615,,,,,
45,0.2086547,,,,,
45,0.2126618,,,,,
45,0.2043666,,,,,
45,0.2089266,,,,,
45,0.2165609,,,,,
45,0.2093448,,,,,
45,0.2107159,,,,,
45,0.2131085,,,,,
37,0.2215788,,,,,
45,0.2219102,,,,,
37,0.2183378,,,,,
45,0.2068444,,,,,
37,0.2029719,,,,,
37,0.2075948,,,,,
45,0.2089942,,,,,
45,0.2143606,,,,,
45,0.2153174,,,,,
45,0.2119615,,,,,
45,0.2050984,,,,,
45,0.2054976,,,,,
45,0.2003056,,,,,
37,0.218544,,,,,
45,0.2076968,,,,,
45,0.2114059,,,,,
45,0.205567,,,,,
45,0.201688,,,,,
45,0.2135112,,,,,
45,0.2029956,,,,,
37,0.2074512,,,,,
45,0.2170141,,,,,
45,0.1993114,,,,,
37,0.205191,,,,,
45,0.2131527,,,,,
37,0.2078138,,,,,
45,0.204475,,,,,
45,0.2207054,,,,,
45,0.2291604,,,,,
45,0.2042481,,,,,
45,0.2122621,,,,,
45,0.2086013,,,,,
45,0.2040301,,,,,
45,0.2174328,,,,,
45,0.2155889,,,,,
37,0.733584,,,,,
45,0.4549804,,,,,
45,0.4216885,,,,,
45,0.7279516,,,,,
37,0.5119906,,,,,
45,0.3921476,,,,,
37,0.3548908,,,,,
45,0.2081777,,,,,
37,0.2246217,,,,,
45,0.2168288,,,,,
45,0.2112545,,,,,
45,0.2070353,,,,,
45,0.2141398,,,,,
45,0.2206009,,,,,
45,0.2198846,,,,,
45,0.2033028,,,,,
45,0.2275675,,,,,
29,0.2084032,,,,,
45,0.2353425,,,,,
45,0.2174964,,,,,
37,0.2030004,,,,,
45,0.211773,,,,,
45,0.2044907,,,,,
37,0.2083267,,,,,
37,0.222322,,,,,
37,0.2087435,,,,,
45,0.2033161,,,,,
45,0.2048528,,,,,
37,0.2020403,,,,,
45,0.2143068,,,,,
45,0.2248382,,,,,
45,0.2123894,,,,,
45,0.210349,,,,,
