Max Component Sizes,Compute Time (s),runScen2Random,,Average Compute Size,Average Compute Time (s)
0.0777787,1600,,,1593.32,0.078746479
0.077316,1600,,,,
0.0784989,1600,,,,
0.0791965,1600,,,,
0.0804539,1600,,,,
0.0772683,1600,,,,
0.0769481,1600,,,,
0.0768319,1600,,,,
0.0779905,1600,,,,
0.0768663,1600,,,,
0.0770118,1600,,,,
0.077271,1600,,,,
0.0775762,1600,,,,
0.0773599,1600,,,,
0.0784321,1600,,,,
0.0784323,1600,,,,
0.1027674,1600,,,,
0.0765158,1600,,,,
0.0775091,1600,,,,
0.0768928,1600,,,,
0.0840862,1600,,,,
0.0776629,1600,,,,
0.0775639,1600,,,,
0.0768936,1600,,,,
0.0774488,1600,,,,
0.0781078,1600,,,,
0.0789114,1600,,,,
0.0776231,1600,,,,
0.0771804,1600,,,,
0.0772859,1600,,,,
0.0767903,1600,,,,
0.0776994,1600,,,,
0.0781136,1600,,,,
0.0780557,1600,,,,
0.0780698,1600,,,,
0.0776536,1600,,,,
0.0776786,1600,,,,
0.1024421,1600,,,,
0.0762437,1600,,,,
0.0782539,1600,,,,
0.0774531,1600,,,,
0.0763904,1600,,,,
0.0778204,1600,,,,
0.0773016,1600,,,,
0.0783527,1600,,,,
0.0777587,1600,,,,
0.077393,1600,,,,
0.0772009,1600,,,,
0.0784064,1600,,,,
0.0785173,1600,,,,
0.0771896,1600,,,,
0.0770056,1600,,,,
0.0776851,1600,,,,
0.0767201,1600,,,,
0.0777952,1600,,,,
0.0772406,1600,,,,
0.0779241,1600,,,,
0.0764008,1600,,,,
0.1029064,1600,,,,
0.0792922,1600,,,,
0.0732791,1600,,,,
0.0773697,1600,,,,
0.0774869,1600,,,,
0.0776216,1600,,,,
0.0769992,1600,,,,
0.0793864,1600,,,,
0.0771247,1600,,,,
0.0777796,1600,,,,
0.0772453,1600,,,,
0.0817632,1600,,,,
0.0779894,1600,,,,
0.0757527,1600,,,,
0.0770037,1600,,,,
0.0773344,1600,,,,
0.076378,1600,,,,
0.0771655,1600,,,,
0.0779582,1600,,,,
0.077258,1600,,,,
0.0773078,1600,,,,
0.1026798,1600,,,,
0.080047,1600,,,,
0.078397,1600,,,,
0.0775015,1600,,,,
0.0772677,1600,,,,
0.0768793,1600,,,,
0.0775489,1600,,,,
0.0772538,1600,,,,
0.0772202,1600,,,,
0.0771752,1600,,,,
0.0771635,1600,,,,
0.0788957,1600,,,,
0.078972,1600,,,,
0.0782661,1600,,,,
0.0753578,1600,,,,
0.0775514,1600,,,,
0.0772322,1600,,,,
0.0775067,1600,,,,
0.0781961,1600,,,,
0.0773182,1600,,,,
0.0771076,1600,,,,
0.0986444,1600,,,,
0.0780745,1600,,,,
0.0790429,1600,,,,
0.0787177,1600,,,,
0.0783695,1600,,,,
0.077364,1600,,,,
0.0773647,1600,,,,
0.0774558,1600,,,,
0.0773221,1600,,,,
0.0758843,1600,,,,
0.0768823,1600,,,,
0.0771976,1600,,,,
0.0776738,1600,,,,
0.0781018,1600,,,,
0.0782341,1600,,,,
0.0793935,1600,,,,
0.0778725,1600,,,,
0.0772687,1600,,,,
0.0778747,1600,,,,
0.0773321,1600,,,,
0.0772791,1600,,,,
0.102303,1600,,,,
0.077175,1600,,,,
0.0770916,1600,,,,
0.0757334,1600,,,,
0.0781719,1600,,,,
0.079059,1600,,,,
0.0792869,1600,,,,
0.0772314,1600,,,,
0.0775799,1600,,,,
0.0772546,1600,,,,
0.0776603,1600,,,,
0.0764812,1600,,,,
0.0770735,1600,,,,
0.0775556,1600,,,,
0.0765125,1600,,,,
0.0777237,1600,,,,
0.0777195,1600,,,,
0.0835977,1600,,,,
0.0768071,1600,,,,
0.0774052,1600,,,,
0.0779462,1600,,,,
0.0965162,1063,,,,
0.0773731,1600,,,,
0.0771623,1600,,,,
0.0785205,1600,,,,
0.0782621,1600,,,,
0.0780715,1600,,,,
0.0782887,1600,,,,
0.0778712,1600,,,,
0.0773398,1600,,,,
0.0775896,1600,,,,
0.0785764,1600,,,,
0.0776878,1600,,,,
0.0811337,1600,,,,
0.0738791,1600,,,,
0.0677237,801,,,,
0.0774609,1600,,,,
0.0775181,1600,,,,
0.0789306,1600,,,,
0.0853461,1600,,,,
0.077268,1600,,,,
0.0850769,1600,,,,
0.1044309,1600,,,,
0.0784319,1600,,,,
0.0755864,1600,,,,
0.0761129,1600,,,,
0.0782518,1600,,,,
0.0777165,1600,,,,
0.0771047,1600,,,,
0.0767941,1600,,,,
0.0772092,1600,,,,
0.0774588,1600,,,,
0.076741,1600,,,,
0.0782172,1600,,,,
0.0766031,1600,,,,
0.0769177,1600,,,,
0.0766162,1600,,,,
0.0773306,1600,,,,
0.0776657,1600,,,,
0.077724,1600,,,,
0.076426,1600,,,,
0.077757,1600,,,,
0.0774653,1600,,,,
0.1034791,1600,,,,
0.0769028,1600,,,,
0.0795214,1600,,,,
0.078354,1600,,,,
0.0770839,1600,,,,
0.0769551,1600,,,,
0.0772742,1600,,,,
0.077699,1600,,,,
0.0776902,1600,,,,
0.0773454,1600,,,,
0.0767873,1600,,,,
0.0773268,1600,,,,
0.0770523,1600,,,,
0.0788507,1600,,,,
0.0787237,1600,,,,
0.0761957,1600,,,,
