Max Component Size,Compute Time (s),runScen2_2Random,,,,
120,0.0011003,,93.3,0.00110315,,10
90,0.0013658,,,,,
110,0.0010869,,,,,
140,0.0012111,,,,,
150,0.0011868,,,,,
130,0.0010964,,,,,
130,0.0011297,,,,,
10,0.0009617,,,,,
100,0.0011373,,,,,
120,0.0011263,,,,,
40,0.0011015,,,,,
120,0.0011446,,,,,
130,0.0011014,,,,,
30,0.0010236,,,,,
80,0.0010813,,,,,
130,0.0011373,,,,,
130,0.0014783,,,,,
70,0.0010875,,,,,
100,0.0011258,,,,,
130,0.0011389,,,,,
40,0.001076,,,,,
140,0.0011699,,,,,
150,0.0011895,,,,,
90,0.0013421,,,,,
30,0.0011287,,,,,
90,0.0023053,,,,,
130,0.0011542,,,,,
10,0.0010399,,,,,
130,0.0011991,,,,,
10,0.0009669,,,,,
30,0.0010461,,,,,
130,0.0011988,,,,,
150,0.0011374,,,,,
140,0.0011814,,,,,
130,0.0011102,,,,,
50,0.0010651,,,,,
50,0.0010529,,,,,
90,0.0010649,,,,,
80,0.0010961,,,,,
130,0.0010881,,,,,
130,0.0011046,,,,,
150,0.0011235,,,,,
130,0.0011011,,,,,
80,0.001095,,,,,
140,0.0011356,,,,,
70,0.0010825,,,,,
100,0.0010988,,,,,
30,0.001052,,,,,
30,0.0010458,,,,,
140,0.0011501,,,,,
70,0.0010897,,,,,
140,0.0011435,,,,,
120,0.001074,,,,,
30,0.0010386,,,,,
140,0.0011207,,,,,
90,0.0010642,,,,,
10,0.0009666,,,,,
130,0.0010913,,,,,
150,0.0011139,,,,,
120,0.0010912,,,,,
50,0.0010949,,,,,
90,0.0010843,,,,,
140,0.0010865,,,,,
120,0.0010652,,,,,
130,0.0011214,,,,,
10,0.0009852,,,,,
120,0.0010871,,,,,
130,0.0011532,,,,,
100,0.0011081,,,,,
50,0.0010933,,,,,
150,0.0011098,,,,,
90,0.0010867,,,,,
80,0.0011033,,,,,
150,0.0011647,,,,,
40,0.0010606,,,,,
30,0.0010467,,,,,
30,0.0010228,,,,,
30,0.0010497,,,,,
130,0.0011272,,,,,
140,0.0011552,,,,,
110,0.0010799,,,,,
130,0.0011364,,,,,
70,0.0011023,,,,,
40,0.0011323,,,,,
10,0.0009772,,,,,
120,0.0011407,,,,,
110,0.001105,,,,,
120,0.0010762,,,,,
40,0.0010566,,,,,
30,0.0010343,,,,,
30,0.0010619,,,,,
80,0.0010671,,,,,
140,0.0011142,,,,,
100,0.0010703,,,,,
130,0.0011028,,,,,
130,0.0010833,,,,,
30,0.0010373,,,,,
80,0.0010777,,,,,
150,0.0011484,,,,,
130,0.0011365,,,,,
10,0.000965,,,,,
30,0.0010147,,,,,
10,0.000973,,,,,
70,0.0010843,,,,,
130,0.0010844,,,,,
140,0.0011511,,,,,
30,0.0010372,,,,,
100,0.0010916,,,,,
140,0.0013284,,,,,
130,0.001088,,,,,
90,0.0010865,,,,,
90,0.0010737,,,,,
90,0.0010652,,,,,
130,0.0010944,,,,,
140,0.0011537,,,,,
130,0.0010963,,,,,
90,0.0010857,,,,,
150,0.001157,,,,,
130,0.0011268,,,,,
130,0.0011327,,,,,
30,0.0010294,,,,,
130,0.0011525,,,,,
150,0.0011939,,,,,
110,0.0011579,,,,,
10,0.0009656,,,,,
120,0.0010795,,,,,
100,0.0010965,,,,,
150,0.0011023,,,,,
120,0.001073,,,,,
90,0.0010772,,,,,
40,0.0010505,,,,,
30,0.0010413,,,,,
130,0.0011224,,,,,
90,0.0010679,,,,,
90,0.0011117,,,,,
120,0.0011388,,,,,
30,0.0010146,,,,,
30,0.0010398,,,,,
130,0.001086,,,,,
140,0.0011312,,,,,
80,0.0010682,,,,,
100,0.0010914,,,,,
130,0.0011815,,,,,
130,0.0011521,,,,,
90,0.0010823,,,,,
40,0.0010458,,,,,
150,0.0011202,,,,,
100,0.0011043,,,,,
80,0.0010782,,,,,
90,0.0010741,,,,,
140,0.0011537,,,,,
30,0.0010567,,,,,
140,0.001158,,,,,
90,0.0010722,,,,,
150,0.0011509,,,,,
150,0.0011612,,,,,
30,0.0010406,,,,,
140,0.0011535,,,,,
150,0.0011906,,,,,
140,0.0011879,,,,,
40,0.0010611,,,,,
30,0.0010219,,,,,
140,0.0011513,,,,,
10,0.0009868,,,,,
120,0.0010802,,,,,
90,0.0010827,,,,,
110,0.0011255,,,,,
140,0.0011301,,,,,
130,0.0010677,,,,,
50,0.0011195,,,,,
130,0.0011031,,,,,
30,0.0010515,,,,,
30,0.0010339,,,,,
90,0.0010826,,,,,
10,0.000964,,,,,
70,0.0010708,,,,,
140,0.0011121,,,,,
10,0.0009717,,,,,
140,0.0011131,,,,,
50,0.0010874,,,,,
130,0.0010856,,,,,
10,0.0009645,,,,,
110,0.0010716,,,,,
70,0.0010813,,,,,
30,0.0010484,,,,,
30,0.0010419,,,,,
150,0.0011149,,,,,
140,0.0011556,,,,,
30,0.0010355,,,,,
80,0.0010594,,,,,
150,0.0011015,,,,,
90,0.0010623,,,,,
90,0.0010757,,,,,
50,0.001081,,,,,
30,0.0010379,,,,,
140,0.0011221,,,,,
150,0.0011586,,,,,
80,0.0011099,,,,,
130,0.0011309,,,,,
10,0.0009652,,,,,
