Max Component Size,Compute Time (s),runScen3_1_rand,,,,
40,0.0011151,,36.29,0.001206849,,22
40,0.0010348,,,,,
40,0.0010737,,,,,
40,0.0012658,,,,,
40,0.0010873,,,,,
40,0.0012265,,,,,
40,0.0011792,,,,,
40,0.0010997,,,,,
40,0.001026,,,,,
23,0.0009517,,,,,
40,0.0010571,,,,,
40,0.001214,,,,,
23,0.0009979,,,,,
40,0.0009181,,,,,
40,0.0010435,,,,,
40,0.0009622,,,,,
40,0.0010989,,,,,
40,0.001258,,,,,
40,0.0011779,,,,,
40,0.0010259,,,,,
40,0.0010755,,,,,
40,0.0010951,,,,,
40,0.0012237,,,,,
40,0.001193,,,,,
40,0.0010875,,,,,
40,0.0012668,,,,,
40,0.0010108,,,,,
40,0.0011161,,,,,
40,0.0011774,,,,,
40,0.0012042,,,,,
40,0.0011928,,,,,
40,0.0252566,,,,,
40,0.0011968,,,,,
23,0.0007659,,,,,
23,0.001069,,,,,
40,0.0009062,,,,,
40,0.0009786,,,,,
23,0.0009664,,,,,
40,0.0008533,,,,,
40,0.0008754,,,,,
40,0.0009817,,,,,
23,0.0010126,,,,,
34,0.000881,,,,,
40,0.000973,,,,,
40,0.0011983,,,,,
34,0.0010395,,,,,
23,0.001002,,,,,
40,0.0010809,,,,,
34,0.0011503,,,,,
40,0.0012368,,,,,
40,0.0011681,,,,,
40,0.0010586,,,,,
40,0.0010259,,,,,
40,0.0011318,,,,,
40,0.0010606,,,,,
23,0.0010203,,,,,
40,0.0013809,,,,,
40,0.001032,,,,,
40,0.0015467,,,,,
40,0.0010965,,,,,
40,0.0010419,,,,,
40,0.0010615,,,,,
40,0.0011114,,,,,
40,0.0008905,,,,,
40,0.0010452,,,,,
40,0.0010519,,,,,
40,0.0010294,,,,,
40,0.001087,,,,,
22,0.000998,,,,,
40,0.0010471,,,,,
40,0.0011131,,,,,
40,0.0010609,,,,,
23,0.0011146,,,,,
40,0.0011133,,,,,
40,0.0011216,,,,,
40,0.001106,,,,,
23,0.0012044,,,,,
40,0.0011393,,,,,
40,0.0011309,,,,,
23,0.0010684,,,,,
40,0.0011005,,,,,
40,0.0010276,,,,,
23,0.001035,,,,,
34,0.0011029,,,,,
23,0.001042,,,,,
40,0.0010221,,,,,
40,0.0009611,,,,,
23,0.0010153,,,,,
40,0.000967,,,,,
23,0.0010142,,,,,
40,0.0009782,,,,,
40,0.0010226,,,,,
40,0.0010084,,,,,
40,0.0010999,,,,,
40,0.001117,,,,,
23,0.0010828,,,,,
40,0.0008589,,,,,
40,0.0010065,,,,,
40,0.0009262,,,,,
40,0.0010605,,,,,
40,0.001134,,,,,
40,0.0010686,,,,,
34,0.0010139,,,,,
40,0.0012631,,,,,
40,0.0011391,,,,,
40,0.0011125,,,,,
23,0.0008948,,,,,
40,0.0008827,,,,,
23,0.0009572,,,,,
40,0.0010925,,,,,
23,0.0008602,,,,,
40,0.000978,,,,,
23,0.0010803,,,,,
40,0.0010707,,,,,
40,0.0012066,,,,,
40,0.0010554,,,,,
23,0.0010218,,,,,
23,0.0009911,,,,,
40,0.0010281,,,,,
40,0.0009738,,,,,
40,0.0012149,,,,,
40,0.0011132,,,,,
40,0.0012272,,,,,
40,0.0011076,,,,,
34,0.001103,,,,,
40,0.0010553,,,,,
23,0.0011326,,,,,
40,0.0012346,,,,,
28,0.0009789,,,,,
40,0.0011711,,,,,
40,0.0010721,,,,,
23,0.0011024,,,,,
40,0.0010882,,,,,
40,0.0011898,,,,,
40,0.0008877,,,,,
40,0.0010015,,,,,
23,0.0009113,,,,,
40,0.0010261,,,,,
23,0.000941,,,,,
23,0.0010654,,,,,
34,0.0011059,,,,,
34,0.0010533,,,,,
35,0.0010041,,,,,
40,0.0009832,,,,,
40,0.0012837,,,,,
40,0.0009267,,,,,
23,0.0011134,,,,,
40,0.0024703,,,,,
40,0.0012318,,,,,
40,0.0011096,,,,,
40,0.0012305,,,,,
40,0.0008509,,,,,
40,0.0008168,,,,,
40,0.0009825,,,,,
40,0.0009304,,,,,
23,0.0035521,,,,,
40,0.0009209,,,,,
40,0.0010492,,,,,
40,0.0010732,,,,,
40,0.0010289,,,,,
40,0.0010744,,,,,
23,0.0010034,,,,,
40,0.0010133,,,,,
40,0.0010085,,,,,
40,0.0009942,,,,,
40,0.0012305,,,,,
23,0.000969,,,,,
34,0.000936,,,,,
40,0.0008869,,,,,
40,0.0009364,,,,,
23,0.0008806,,,,,
40,0.0020707,,,,,
40,0.0008952,,,,,
23,0.001073,,,,,
40,0.0012019,,,,,
40,0.0010357,,,,,
40,0.001104,,,,,
34,0.0010713,,,,,
40,0.0010116,,,,,
40,0.0010619,,,,,
40,0.0011691,,,,,
40,0.0011402,,,,,
40,0.0011582,,,,,
23,0.0010893,,,,,
40,0.0010406,,,,,
23,0.000984,,,,,
40,0.0010617,,,,,
40,0.0010704,,,,,
40,0.0009358,,,,,
34,0.0009713,,,,,
23,0.0010729,,,,,
40,0.0011639,,,,,
40,0.0010825,,,,,
40,0.0011561,,,,,
40,0.0011306,,,,,
40,0.0012377,,,,,
40,0.0010017,,,,,
40,0.0011661,,,,,
28,0.000828,,,,,
23,0.0008984,,,,,
