Max Component Size,Compute Time (s),partition_lgraph_spectral,,,,
140,0.317326,,140.75,0.277231848,,120
140,0.3480863,,,,,
130,0.2531826,,,,,
140,0.2618331,,,,,
140,0.2418162,,,,,
130,0.7744488,,,,,
130,0.3218648,,,,,
140,0.2441318,,,,,
140,0.2378747,,,,,
140,0.2261284,,,,,
140,0.2802433,,,,,
130,0.3245218,,,,,
150,0.2733709,,,,,
130,0.387262,,,,,
150,0.4901689,,,,,
140,0.2289829,,,,,
150,0.240621,,,,,
140,0.2964422,,,,,
140,0.2514191,,,,,
150,0.2458071,,,,,
140,0.2492208,,,,,
130,0.2226554,,,,,
140,0.3657715,,,,,
140,0.2755456,,,,,
150,0.2279091,,,,,
150,0.3090221,,,,,
140,0.2935462,,,,,
140,0.3121844,,,,,
130,0.2784125,,,,,
140,0.2865818,,,,,
130,0.2647387,,,,,
130,0.2858293,,,,,
140,0.3311611,,,,,
140,0.2606057,,,,,
140,0.2239259,,,,,
150,0.7307698,,,,,
150,1.8634047,,,,,
140,0.7363751,,,,,
140,0.2663464,,,,,
150,0.221615,,,,,
150,0.3273192,,,,,
150,0.2715858,,,,,
140,0.447226,,,,,
140,0.2631648,,,,,
140,0.3518847,,,,,
140,0.2419676,,,,,
140,0.2168693,,,,,
150,0.2887524,,,,,
130,0.2601589,,,,,
140,0.2466624,,,,,
140,0.2301245,,,,,
140,0.3020761,,,,,
140,0.2445227,,,,,
150,0.3224216,,,,,
140,0.2694232,,,,,
130,0.4423622,,,,,
150,0.2114479,,,,,
140,0.237027,,,,,
140,0.278174,,,,,
140,0.2448947,,,,,
140,0.3158807,,,,,
140,0.2486865,,,,,
150,0.3775192,,,,,
140,0.2243525,,,,,
150,0.3053092,,,,,
150,0.2326451,,,,,
140,0.3096649,,,,,
140,0.2866664,,,,,
130,0.2964087,,,,,
150,0.3772551,,,,,
130,0.2603476,,,,,
140,0.2432823,,,,,
140,0.2677175,,,,,
140,0.2544255,,,,,
140,0.3655794,,,,,
140,0.3174979,,,,,
130,0.3864677,,,,,
150,0.3370499,,,,,
140,0.3051737,,,,,
140,0.2991222,,,,,
140,0.2781864,,,,,
140,0.2537491,,,,,
140,0.2666248,,,,,
140,0.2668364,,,,,
140,0.3481777,,,,,
140,0.3149633,,,,,
150,0.3856155,,,,,
120,0.2437584,,,,,
150,0.2890286,,,,,
150,0.2808959,,,,,
130,0.3140839,,,,,
140,0.2769264,,,,,
140,0.3046223,,,,,
130,0.259255,,,,,
140,0.2830986,,,,,
130,0.3276058,,,,,
150,0.325661,,,,,
130,0.2896042,,,,,
140,0.2680748,,,,,
150,0.3086254,,,,,
140,0.2408839,,,,,
150,0.3300795,,,,,
140,0.3054705,,,,,
140,0.2085082,,,,,
150,0.2516347,,,,,
140,0.3074054,,,,,
150,0.3238019,,,,,
150,0.2348199,,,,,
150,0.2400278,,,,,
140,0.2263729,,,,,
130,0.2159277,,,,,
140,0.2159343,,,,,
150,0.2290968,,,,,
150,0.2261496,,,,,
120,0.2332149,,,,,
140,0.2227315,,,,,
130,0.2478942,,,,,
140,0.2332377,,,,,
150,0.217168,,,,,
140,0.2298002,,,,,
130,0.2086248,,,,,
150,0.2353979,,,,,
150,0.2437336,,,,,
140,0.2415411,,,,,
150,0.2109296,,,,,
130,0.2316695,,,,,
140,0.222368,,,,,
150,0.2595666,,,,,
140,0.2443977,,,,,
140,0.237216,,,,,
150,0.2188496,,,,,
140,0.2380025,,,,,
150,0.2331822,,,,,
140,0.2236313,,,,,
140,0.2347206,,,,,
140,0.2051169,,,,,
140,0.2208512,,,,,
150,0.244841,,,,,
150,0.2407107,,,,,
140,0.2175015,,,,,
140,0.2074727,,,,,
140,0.2204765,,,,,
140,0.2381852,,,,,
130,0.2017155,,,,,
140,0.2131401,,,,,
140,0.2767848,,,,,
130,0.2282574,,,,,
140,0.2096973,,,,,
140,0.2356857,,,,,
140,0.2390038,,,,,
130,0.2166785,,,,,
140,0.2413884,,,,,
140,0.2221497,,,,,
150,0.2506835,,,,,
140,0.2269566,,,,,
150,0.2317937,,,,,
140,0.2300622,,,,,
140,0.2106287,,,,,
130,0.2430688,,,,,
140,0.2318351,,,,,
150,0.207693,,,,,
140,0.2275777,,,,,
140,0.2317821,,,,,
140,0.210938,,,,,
150,0.2170883,,,,,
150,0.2096819,,,,,
150,0.2142689,,,,,
140,0.2226151,,,,,
140,0.2173301,,,,,
140,0.2230898,,,,,
150,0.2146741,,,,,
150,0.233351,,,,,
140,0.2163514,,,,,
140,0.2460457,,,,,
130,0.3171023,,,,,
140,0.2562867,,,,,
140,0.239869,,,,,
120,0.348958,,,,,
140,0.2225902,,,,,
130,0.2283055,,,,,
150,0.2272982,,,,,
130,0.2503929,,,,,
140,0.2969327,,,,,
140,0.2126445,,,,,
150,0.2353967,,,,,
130,0.2217645,,,,,
150,0.2493459,,,,,
150,0.2227358,,,,,
130,0.217098,,,,,
140,0.2069843,,,,,
130,0.2339381,,,,,
140,0.2458779,,,,,
140,0.2497311,,,,,
130,0.2588847,,,,,
140,0.2436788,,,,,
140,0.2796684,,,,,
140,0.2423592,,,,,
140,0.2094835,,,,,
150,0.2217086,,,,,
150,0.2405074,,,,,
