Max Component Size,Compute Time (s),runScen2_2Random,,,,
45,0.0004671,,42.22,0.000467139,,11
50,0.0004643,,,,,
50,0.0004719,,,,,
45,0.0004586,,,,,
45,0.0004521,,,,,
45,0.0004481,,,,,
31,0.0004089,,,,,
39,0.0004328,,,,,
50,0.0004777,,,,,
39,0.0004382,,,,,
50,0.0004506,,,,,
50,0.0005432,,,,,
33,0.0004997,,,,,
45,0.0009307,,,,,
20,0.0004563,,,,,
50,0.0013358,,,,,
38,0.0005464,,,,,
45,0.0005073,,,,,
45,0.0004917,,,,,
50,0.0005026,,,,,
50,0.000472,,,,,
44,0.0004955,,,,,
45,0.0005002,,,,,
45,0.0005542,,,,,
33,0.0007304,,,,,
39,0.0004616,,,,,
50,0.0004916,,,,,
45,0.0004676,,,,,
39,0.0004774,,,,,
45,0.0004686,,,,,
11,0.0004212,,,,,
50,0.0004758,,,,,
39,0.0004482,,,,,
45,0.0004663,,,,,
50,0.0004873,,,,,
33,0.0004477,,,,,
50,0.0004621,,,,,
50,0.0004639,,,,,
45,0.0004472,,,,,
45,0.0004536,,,,,
50,0.0004587,,,,,
45,0.0004448,,,,,
16,0.0004044,,,,,
33,0.0004285,,,,,
50,0.0004764,,,,,
38,0.0004735,,,,,
45,0.0006355,,,,,
50,0.0004664,,,,,
50,0.0004884,,,,,
38,0.000465,,,,,
50,0.0004999,,,,,
45,0.0004612,,,,,
39,0.0004782,,,,,
39,0.0004513,,,,,
25,0.0004292,,,,,
50,0.0004791,,,,,
50,0.0004844,,,,,
11,0.0004348,,,,,
50,0.0004659,,,,,
39,0.0004626,,,,,
39,0.0004765,,,,,
31,0.0005538,,,,,
50,0.0004775,,,,,
50,0.0004852,,,,,
33,0.0004609,,,,,
27,0.0004384,,,,,
50,0.0004402,,,,,
45,0.0004668,,,,,
45,0.0004658,,,,,
33,0.0004656,,,,,
50,0.0004836,,,,,
50,0.0004776,,,,,
45,0.0004753,,,,,
33,0.0004384,,,,,
50,0.0004739,,,,,
50,0.0004923,,,,,
50,0.0004715,,,,,
45,0.0004684,,,,,
33,0.0004557,,,,,
50,0.000464,,,,,
50,0.0004659,,,,,
50,0.0004626,,,,,
44,0.0004518,,,,,
31,0.000414,,,,,
50,0.000463,,,,,
25,0.0004352,,,,,
33,0.0004188,,,,,
50,0.0004644,,,,,
50,0.0004565,,,,,
39,0.0004373,,,,,
25,0.0004181,,,,,
16,0.0004106,,,,,
50,0.0004811,,,,,
45,0.0004454,,,,,
45,0.0004653,,,,,
25,0.0004141,,,,,
50,0.0004515,,,,,
33,0.0004179,,,,,
50,0.0004613,,,,,
38,0.0004407,,,,,
50,0.0004577,,,,,
50,0.0004526,,,,,
50,0.0004531,,,,,
39,0.0004419,,,,,
50,0.0004651,,,,,
50,0.0004625,,,,,
44,0.0004453,,,,,
45,0.0004479,,,,,
50,0.0004794,,,,,
50,0.0004139,,,,,
44,0.000445,,,,,
38,0.0004426,,,,,
33,0.0004152,,,,,
50,0.0004637,,,,,
39,0.0004335,,,,,
50,0.000454,,,,,
50,0.0004193,,,,,
50,0.0004804,,,,,
25,0.0004313,,,,,
44,0.0004604,,,,,
45,0.0004578,,,,,
16,0.0004161,,,,,
50,0.0005876,,,,,
50,0.000464,,,,,
45,0.0004493,,,,,
50,0.0004552,,,,,
50,0.0004646,,,,,
50,0.000454,,,,,
50,0.0004709,,,,,
45,0.0004548,,,,,
50,0.0004408,,,,,
50,0.000463,,,,,
50,0.0004622,,,,,
50,0.0005846,,,,,
39,0.0004866,,,,,
31,0.0004169,,,,,
50,0.000414,,,,,
44,0.0004505,,,,,
11,0.0003942,,,,,
50,0.0004808,,,,,
38,0.0004383,,,,,
45,0.0004577,,,,,
25,0.0004135,,,,,
25,0.0004102,,,,,
50,0.0005723,,,,,
45,0.0004523,,,,,
44,0.0004528,,,,,
45,0.0004466,,,,,
50,0.000459,,,,,
39,0.0004406,,,,,
50,0.0004679,,,,,
33,0.0004236,,,,,
50,0.000656,,,,,
50,0.0004634,,,,,
45,0.0004466,,,,,
50,0.0004598,,,,,
44,0.0004508,,,,,
45,0.0004426,,,,,
50,0.0004532,,,,,
33,0.0004237,,,,,
50,0.0004895,,,,,
45,0.000444,,,,,
50,0.0004622,,,,,
50,0.0004601,,,,,
50,0.0004569,,,,,
11,0.0003983,,,,,
25,0.0004173,,,,,
50,0.0004604,,,,,
39,0.0004367,,,,,
11,0.0003929,,,,,
50,0.0004524,,,,,
33,0.0004204,,,,,
50,0.0004542,,,,,
50,0.0004624,,,,,
50,0.000456,,,,,
16,0.0004236,,,,,
44,0.0004512,,,,,
44,0.0004388,,,,,
44,0.0004312,,,,,
26,0.0004331,,,,,
11,0.0004134,,,,,
50,0.000418,,,,,
45,0.0004892,,,,,
44,0.0004433,,,,,
11,0.00039,,,,,
33,0.0004234,,,,,
45,0.000446,,,,,
45,0.0004517,,,,,
33,0.0004221,,,,,
50,0.0004667,,,,,
39,0.00043,,,,,
39,0.0004289,,,,,
50,0.0004593,,,,,
50,0.0004178,,,,,
50,0.0004986,,,,,
50,0.0005242,,,,,
50,0.0004578,,,,,
44,0.000447,,,,,
50,0.0004557,,,,,
45,0.000468,,,,,
