#REF!,Compute Time (s),runScen3_1_rand,,,,
25,0.00088,,20.7,0.001010724,,15
15,0.0007418,,,,,
15,0.0007299,,,,,
15,0.0007408,,,,,
15,0.0008992,,,,,
15,0.0008008,,,,,
25,0.0007264,,,,,
25,0.0007518,,,,,
25,0.000904,,,,,
25,0.0007842,,,,,
25,0.0007247,,,,,
25,0.0006858,,,,,
25,0.0008938,,,,,
25,0.0007363,,,,,
20,0.0006918,,,,,
15,0.0007319,,,,,
15,0.0008142,,,,,
20,0.0008828,,,,,
15,0.0007021,,,,,
25,0.0008344,,,,,
25,0.0007534,,,,,
25,0.0007719,,,,,
15,0.0008029,,,,,
20,0.0008584,,,,,
20,0.0008961,,,,,
20,0.0006776,,,,,
15,0.0009661,,,,,
15,0.0006986,,,,,
25,0.001014,,,,,
25,0.0008141,,,,,
15,0.0007461,,,,,
25,0.00083,,,,,
25,0.0008245,,,,,
25,0.0006397,,,,,
25,0.0007579,,,,,
25,0.0006437,,,,,
20,0.0006714,,,,,
25,0.0008777,,,,,
25,0.0007301,,,,,
20,0.0006165,,,,,
15,0.0008345,,,,,
15,0.00062,,,,,
25,0.0006366,,,,,
25,0.0008917,,,,,
20,0.0009262,,,,,
25,0.0007215,,,,,
25,0.0008261,,,,,
25,0.0023619,,,,,
15,0.0348842,,,,,
15,0.0035325,,,,,
25,0.0007147,,,,,
15,0.0007146,,,,,
15,0.0033158,,,,,
15,0.0024435,,,,,
25,0.000954,,,,,
25,0.0007253,,,,,
20,0.0007269,,,,,
25,0.0007694,,,,,
25,0.0008741,,,,,
20,0.0007044,,,,,
25,0.0007499,,,,,
20,0.0006843,,,,,
25,0.0008316,,,,,
25,0.0006552,,,,,
25,0.0008108,,,,,
25,0.0006517,,,,,
25,0.0007216,,,,,
15,0.0007297,,,,,
20,0.0006808,,,,,
20,0.00078,,,,,
25,0.0007495,,,,,
25,0.0008515,,,,,
20,0.0006821,,,,,
25,0.0008837,,,,,
15,0.0008726,,,,,
25,0.0006296,,,,,
15,0.0006832,,,,,
25,0.000729,,,,,
20,0.000614,,,,,
25,0.0009976,,,,,
15,0.0007284,,,,,
15,0.0009323,,,,,
25,0.0007478,,,,,
20,0.0008622,,,,,
25,0.0009399,,,,,
25,0.0008041,,,,,
20,0.0006627,,,,,
15,0.0007265,,,,,
15,0.0006537,,,,,
20,0.0006901,,,,,
20,0.0006935,,,,,
25,0.0007902,,,,,
20,0.0006757,,,,,
25,0.0012807,,,,,
25,0.0007859,,,,,
25,0.0007618,,,,,
15,0.0006185,,,,,
15,0.0006197,,,,,
15,0.0006894,,,,,
25,0.0008162,,,,,
25,0.0009926,,,,,
25,0.0008682,,,,,
20,0.0009185,,,,,
25,0.0008947,,,,,
20,0.0008774,,,,,
25,0.0008221,,,,,
25,0.001065,,,,,
20,0.0008861,,,,,
20,0.0010898,,,,,
25,0.0007051,,,,,
25,0.0010593,,,,,
20,0.0007875,,,,,
25,0.0009683,,,,,
25,0.000744,,,,,
15,0.0007475,,,,,
25,0.0007255,,,,,
25,0.000787,,,,,
20,0.0007656,,,,,
25,0.000847,,,,,
20,0.0007358,,,,,
15,0.0009646,,,,,
25,0.0007963,,,,,
15,0.0007366,,,,,
25,0.0006671,,,,,
25,0.000937,,,,,
20,0.000583,,,,,
25,0.0008999,,,,,
25,0.0008941,,,,,
15,0.0009047,,,,,
20,0.0007502,,,,,
20,0.00088,,,,,
20,0.0007883,,,,,
20,0.0008805,,,,,
25,0.0008124,,,,,
15,0.0009221,,,,,
15,0.000806,,,,,
15,0.0016062,,,,,
15,0.0007428,,,,,
15,0.0007941,,,,,
15,0.0007894,,,,,
25,0.0009275,,,,,
25,0.000849,,,,,
25,0.0009405,,,,,
15,0.000869,,,,,
15,0.0006776,,,,,
20,0.0007442,,,,,
15,0.000735,,,,,
15,0.0009185,,,,,
15,0.0007377,,,,,
25,0.0007718,,,,,
20,0.0007855,,,,,
15,0.0007799,,,,,
25,0.0009256,,,,,
15,0.0007419,,,,,
15,0.0006973,,,,,
15,0.0008336,,,,,
20,0.000927,,,,,
25,0.0007807,,,,,
15,0.0007438,,,,,
25,0.0007541,,,,,
25,0.0007254,,,,,
25,0.0008558,,,,,
20,0.0008356,,,,,
25,0.000766,,,,,
15,0.0008575,,,,,
25,0.0007333,,,,,
15,0.0007072,,,,,
15,0.0007915,,,,,
15,0.0009544,,,,,
15,0.0007006,,,,,
15,0.0009061,,,,,
15,0.0007118,,,,,
15,0.0008931,,,,,
15,0.0007008,,,,,
25,0.0008296,,,,,
25,0.0007703,,,,,
20,0.0007165,,,,,
20,0.0007952,,,,,
15,0.0008905,,,,,
25,0.0007878,,,,,
15,0.0008933,,,,,
25,0.0007866,,,,,
25,0.0007823,,,,,
15,0.0007348,,,,,
15,0.000822,,,,,
15,0.0009258,,,,,
25,0.0007232,,,,,
25,0.0010463,,,,,
25,0.0007354,,,,,
20,0.0006929,,,,,
25,0.0008333,,,,,
15,0.0007801,,,,,
25,0.0007901,,,,,
20,0.0005762,,,,,
25,0.0007437,,,,,
15,0.0009011,,,,,
25,0.0007364,,,,,
20,0.0007179,,,,,
25,0.0006878,,,,,
20,0.000831,,,,,
