Max Component Size,Compute Time (s),partition_lgraph_louvain,,,,
6,0.0074659,,6.99,0.007719467,,6
6,0.0088289,,,,,
6,0.0064465,,,,,
6,0.0084601,,,,,
6,0.0064376,,,,,
6,0.0063999,,,,,
6,0.0073688,,,,,
6,0.0082739,,,,,
6,0.0100779,,,,,
34,0.0089051,,,,,
6,0.0087695,,,,,
6,0.0063181,,,,,
21,0.0060187,,,,,
6,0.0072739,,,,,
6,0.0068842,,,,,
6,0.0065385,,,,,
6,0.0061562,,,,,
6,0.0064776,,,,,
6,0.0348007,,,,,
6,0.0088174,,,,,
6,0.0057628,,,,,
6,0.0088982,,,,,
6,0.0064352,,,,,
6,0.0064378,,,,,
21,0.007126,,,,,
6,0.008856,,,,,
6,0.0060567,,,,,
6,0.0073112,,,,,
6,0.0075087,,,,,
6,0.0070663,,,,,
6,0.0093777,,,,,
6,0.0085307,,,,,
21,0.0069834,,,,,
6,0.0063856,,,,,
6,0.0081935,,,,,
6,0.0086801,,,,,
6,0.0090361,,,,,
6,0.0075444,,,,,
6,0.0069938,,,,,
6,0.0074991,,,,,
6,0.0070625,,,,,
6,0.0075338,,,,,
6,0.0091501,,,,,
6,0.007604,,,,,
6,0.0064099,,,,,
6,0.0063883,,,,,
6,0.0082416,,,,,
21,0.0061222,,,,,
6,0.0068557,,,,,
6,0.0088453,,,,,
6,0.0058148,,,,,
6,0.0078588,,,,,
6,0.0084151,,,,,
6,0.0100021,,,,,
6,0.0081557,,,,,
6,0.0067333,,,,,
6,0.0088739,,,,,
6,0.0073072,,,,,
6,0.0091489,,,,,
15,0.008548,,,,,
6,0.0088829,,,,,
6,0.0113612,,,,,
6,0.0074071,,,,,
6,0.0070545,,,,,
6,0.0176561,,,,,
6,0.0060514,,,,,
6,0.0091169,,,,,
6,0.0064325,,,,,
6,0.0062218,,,,,
6,0.0068847,,,,,
6,0.0063562,,,,,
6,0.0070399,,,,,
6,0.0068771,,,,,
6,0.0064045,,,,,
6,0.0061655,,,,,
6,0.0079933,,,,,
6,0.010143,,,,,
6,0.0077378,,,,,
6,0.0096471,,,,,
6,0.0075769,,,,,
6,0.0057783,,,,,
6,0.0076327,,,,,
6,0.0071857,,,,,
6,0.0062407,,,,,
6,0.0063331,,,,,
6,0.0078498,,,,,
6,0.0062778,,,,,
6,0.007114,,,,,
6,0.0097474,,,,,
6,0.0062235,,,,,
6,0.0065577,,,,,
6,0.0070354,,,,,
6,0.0068181,,,,,
6,0.0064258,,,,,
6,0.0088802,,,,,
6,0.0076177,,,,,
6,0.0080383,,,,,
6,0.0071865,,,,,
6,0.008229,,,,,
6,0.0078123,,,,,
6,0.0082171,,,,,
6,0.0059843,,,,,
6,0.0067601,,,,,
6,0.0087649,,,,,
6,0.0065381,,,,,
6,0.0076986,,,,,
6,0.0070658,,,,,
6,0.0069484,,,,,
6,0.0095589,,,,,
6,0.0091676,,,,,
6,0.0068767,,,,,
6,0.0065402,,,,,
6,0.008295,,,,,
6,0.0056796,,,,,
6,0.0069685,,,,,
6,0.0077855,,,,,
6,0.0060992,,,,,
6,0.0082781,,,,,
6,0.0089713,,,,,
6,0.0072217,,,,,
6,0.0079007,,,,,
6,0.006838,,,,,
6,0.0082573,,,,,
6,0.0070728,,,,,
6,0.0076591,,,,,
6,0.008888,,,,,
28,0.0081056,,,,,
6,0.0057211,,,,,
6,0.0063196,,,,,
6,0.0067451,,,,,
6,0.0081153,,,,,
6,0.0089584,,,,,
34,0.0061518,,,,,
6,0.0071639,,,,,
6,0.0069354,,,,,
6,0.0072736,,,,,
6,0.0095868,,,,,
6,0.00652,,,,,
6,0.0064989,,,,,
6,0.0071205,,,,,
6,0.0067661,,,,,
6,0.0082673,,,,,
6,0.0074434,,,,,
6,0.0063292,,,,,
6,0.0095895,,,,,
6,0.0073314,,,,,
6,0.0083048,,,,,
6,0.0059009,,,,,
6,0.0085107,,,,,
6,0.0058983,,,,,
6,0.0093578,,,,,
6,0.007275,,,,,
6,0.0064256,,,,,
6,0.0072748,,,,,
21,0.006018,,,,,
6,0.0061164,,,,,
6,0.0071541,,,,,
6,0.0088571,,,,,
6,0.0067776,,,,,
6,0.0082548,,,,,
6,0.0071903,,,,,
6,0.0083366,,,,,
6,0.0078055,,,,,
6,0.0073209,,,,,
20,0.0061541,,,,,
6,0.006434,,,,,
6,0.0066468,,,,,
6,0.0075031,,,,,
6,0.0076753,,,,,
6,0.008284,,,,,
6,0.0071431,,,,,
6,0.0079494,,,,,
6,0.0091972,,,,,
6,0.0076345,,,,,
28,0.0056736,,,,,
6,0.0077189,,,,,
6,0.0091493,,,,,
6,0.0054694,,,,,
6,0.0090339,,,,,
6,0.0089534,,,,,
6,0.0068859,,,,,
6,0.0077614,,,,,
6,0.0084622,,,,,
6,0.0070249,,,,,
6,0.0090288,,,,,
6,0.0073843,,,,,
6,0.0087059,,,,,
6,0.0071073,,,,,
6,0.009886,,,,,
6,0.0069234,,,,,
6,0.0088766,,,,,
6,0.0081645,,,,,
6,0.0083035,,,,,
6,0.0096622,,,,,
6,0.0072482,,,,,
6,0.0069349,,,,,
6,0.006567,,,,,
6,0.0094417,,,,,
6,0.0061444,,,,,
6,0.0065344,,,,,
