Max Component Size,Compute Time (s),runScen2_2Random,,,,
11,0.0003861,,10.1,0.000327977,,6
6,0.0003163,,,,,
6,0.0003085,,,,,
11,0.0003205,,,,,
6,0.0003149,,,,,
6,0.0003152,,,,,
6,0.0003268,,,,,
6,0.0003029,,,,,
6,0.0003013,,,,,
6,0.0003035,,,,,
11,0.000319,,,,,
6,0.0003,,,,,
6,0.0003009,,,,,
6,0.0002959,,,,,
16,0.0003238,,,,,
16,0.0003243,,,,,
6,0.0002992,,,,,
6,0.0002999,,,,,
11,0.0003203,,,,,
6,0.0002981,,,,,
6,0.0002989,,,,,
6,0.0003081,,,,,
6,0.0003035,,,,,
16,0.0003216,,,,,
6,0.0003,,,,,
6,0.0003013,,,,,
6,0.0003002,,,,,
16,0.0003233,,,,,
16,0.0003233,,,,,
6,0.0003028,,,,,
6,0.0003664,,,,,
16,0.0003455,,,,,
11,0.0003477,,,,,
16,0.0003472,,,,,
16,0.0003476,,,,,
11,0.0003424,,,,,
16,0.0003498,,,,,
16,0.0003434,,,,,
11,0.0003302,,,,,
16,0.0003299,,,,,
6,0.0003054,,,,,
16,0.0003259,,,,,
16,0.0003316,,,,,
6,0.0003027,,,,,
6,0.0003034,,,,,
6,0.000302,,,,,
6,0.0003011,,,,,
16,0.0003237,,,,,
16,0.0003249,,,,,
11,0.0003138,,,,,
11,0.0003221,,,,,
6,0.0003012,,,,,
11,0.0003235,,,,,
16,0.0003265,,,,,
16,0.0003284,,,,,
6,0.0003037,,,,,
16,0.0003491,,,,,
16,0.0003473,,,,,
6,0.0003189,,,,,
6,0.0003231,,,,,
6,0.000323,,,,,
6,0.0004815,,,,,
6,0.0003171,,,,,
6,0.0003227,,,,,
16,0.0003687,,,,,
11,0.0003409,,,,,
11,0.0005183,,,,,
11,0.0003445,,,,,
6,0.0003054,,,,,
16,0.0003789,,,,,
16,0.0003423,,,,,
6,0.0003202,,,,,
11,0.0003384,,,,,
16,0.0003477,,,,,
11,0.0003457,,,,,
6,0.000306,,,,,
6,0.0003204,,,,,
11,0.0003441,,,,,
6,0.0003227,,,,,
6,0.0003332,,,,,
6,0.0003233,,,,,
16,0.000349,,,,,
11,0.0003667,,,,,
16,0.0003863,,,,,
16,0.0003737,,,,,
16,0.0003937,,,,,
16,0.0003832,,,,,
6,0.000377,,,,,
6,0.0007536,,,,,
6,0.0004831,,,,,
11,0.0003872,,,,,
16,0.0003699,,,,,
6,0.0003537,,,,,
16,0.0003727,,,,,
6,0.0003233,,,,,
16,0.0003491,,,,,
16,0.0003598,,,,,
16,0.0003344,,,,,
6,0.0003064,,,,,
11,0.0003238,,,,,
16,0.0003253,,,,,
6,0.0003037,,,,,
11,0.0003176,,,,,
16,0.0003262,,,,,
6,0.0003001,,,,,
11,0.0003167,,,,,
11,0.000475,,,,,
6,0.0003388,,,,,
6,0.0003066,,,,,
16,0.0003283,,,,,
6,0.0003063,,,,,
11,0.0003449,,,,,
6,0.0003069,,,,,
11,0.0003512,,,,,
6,0.0003083,,,,,
6,0.0003027,,,,,
16,0.0003329,,,,,
6,0.0003027,,,,,
6,0.0003052,,,,,
16,0.0003258,,,,,
6,0.0003004,,,,,
6,0.000304,,,,,
16,0.0003237,,,,,
6,0.0003004,,,,,
6,0.0003062,,,,,
6,0.0003074,,,,,
6,0.0002995,,,,,
16,0.000326,,,,,
6,0.0003074,,,,,
16,0.0003212,,,,,
6,0.0003039,,,,,
6,0.000316,,,,,
6,0.0003002,,,,,
6,0.0003057,,,,,
16,0.0003256,,,,,
16,0.0003226,,,,,
16,0.0003247,,,,,
11,0.0003216,,,,,
6,0.000302,,,,,
6,0.0003039,,,,,
6,0.0003018,,,,,
16,0.0003211,,,,,
6,0.000299,,,,,
11,0.0003168,,,,,
16,0.0003313,,,,,
16,0.0003369,,,,,
6,0.0003032,,,,,
6,0.0003014,,,,,
6,0.0002999,,,,,
6,0.0003021,,,,,
6,0.0003008,,,,,
11,0.0003196,,,,,
6,0.000306,,,,,
6,0.0003081,,,,,
11,0.0003187,,,,,
6,0.0003085,,,,,
6,0.0003043,,,,,
6,0.0002998,,,,,
11,0.0003229,,,,,
16,0.0003221,,,,,
16,0.0003228,,,,,
6,0.0003006,,,,,
11,0.0003187,,,,,
6,0.0002983,,,,,
16,0.0003252,,,,,
16,0.0003226,,,,,
16,0.0003225,,,,,
6,0.000301,,,,,
11,0.0003433,,,,,
6,0.0003066,,,,,
6,0.0003126,,,,,
6,0.0003011,,,,,
6,0.0003067,,,,,
16,0.0003265,,,,,
11,0.0003185,,,,,
6,0.0003023,,,,,
16,0.0003235,,,,,
16,0.0003359,,,,,
16,0.0003265,,,,,
6,0.0003059,,,,,
16,0.0003302,,,,,
6,0.0003075,,,,,
11,0.0003211,,,,,
6,0.0003176,,,,,
11,0.0003448,,,,,
16,0.0003234,,,,,
6,0.0003089,,,,,
16,0.0003284,,,,,
6,0.0003005,,,,,
16,0.0003251,,,,,
16,0.0003236,,,,,
6,0.0003101,,,,,
11,0.0003205,,,,,
11,0.0003161,,,,,
16,0.0003211,,,,,
6,0.0003032,,,,,
16,0.0003261,,,,,
6,0.0003265,,,,,
11,0.0003422,,,,,
11,0.000325,,,,,
