Max Component Size,Compute Time (s),partition_lgraph_spectral,,,,
1210,1.4558971,,1158.315,1.300051025,,565
1150,1.2476834,,,,,
1240,1.2587388,,,,,
1070,1.2255154,,,,,
1070,1.2949572,,,,,
1120,1.4671042,,,,,
1300,3.0120935,,,,,
1110,1.2453312,,,,,
1090,1.3640687,,,,,
1150,1.3499596,,,,,
1070,1.3971611,,,,,
1100,1.2025122,,,,,
1020,1.233359,,,,,
1240,1.2692653,,,,,
1060,1.4145779,,,,,
1060,1.239678,,,,,
1200,1.263431,,,,,
1180,1.233877,,,,,
1110,1.2572646,,,,,
1070,1.2009474,,,,,
1300,1.2494442,,,,,
1170,1.2457215,,,,,
1200,1.209578,,,,,
1220,1.3661014,,,,,
1300,1.2726637,,,,,
1240,1.2295458,,,,,
1150,1.189291,,,,,
1230,1.2112365,,,,,
1000,1.2318872,,,,,
1290,1.1885681,,,,,
1210,1.2370135,,,,,
1060,1.2894136,,,,,
1140,1.2026688,,,,,
1110,1.2284492,,,,,
1160,1.4393322,,,,,
1140,1.2263541,,,,,
1120,1.9470962,,,,,
1210,1.2672159,,,,,
1190,1.2107578,,,,,
1290,1.3336944,,,,,
1180,1.2744145,,,,,
1070,1.2929791,,,,,
1160,1.2223371,,,,,
1260,1.273155,,,,,
1070,1.2792168,,,,,
1160,1.2247922,,,,,
1110,1.1559025,,,,,
1200,1.2384308,,,,,
1160,1.3005432,,,,,
1190,1.3244101,,,,,
1100,1.2707747,,,,,
1170,1.2521287,,,,,
1100,1.2057999,,,,,
1250,1.3666704,,,,,
1190,1.2997425,,,,,
1190,1.2234537,,,,,
1290,1.2193973,,,,,
565,1.2983799,,,,,
1170,1.2520815,,,,,
1260,1.2656623,,,,,
1160,1.2276649,,,,,
1220,1.2543294,,,,,
1040,1.252528,,,,,
1200,1.3266021,,,,,
1230,1.2467121,,,,,
1150,1.2430222,,,,,
1180,2.0819704,,,,,
990,1.222324,,,,,
1210,1.2641761,,,,,
1220,1.2610184,,,,,
1110,1.190252,,,,,
1150,1.32161,,,,,
1160,1.1993353,,,,,
1150,1.2813707,,,,,
1300,1.3075524,,,,,
1090,1.2429737,,,,,
1040,1.2057626,,,,,
1110,1.3475465,,,,,
1180,1.277762,,,,,
1180,1.249687,,,,,
1040,1.3298171,,,,,
1170,1.2199612,,,,,
1210,1.2642892,,,,,
1140,1.2257531,,,,,
1250,1.2348118,,,,,
1310,1.3554839,,,,,
1220,1.2987455,,,,,
1250,1.2676895,,,,,
1210,1.1795833,,,,,
1090,1.223124,,,,,
1220,1.206974,,,,,
1160,1.2994566,,,,,
804,1.2377056,,,,,
1230,1.3356203,,,,,
1110,1.2656912,,,,,
1190,1.242059,,,,,
1150,2.2246828,,,,,
1220,1.3001857,,,,,
1270,1.3321993,,,,,
1280,1.2394706,,,,,
1140,1.2446034,,,,,
1220,1.2642677,,,,,
1190,1.1997997,,,,,
1120,1.2018207,,,,,
1300,1.3560171,,,,,
1270,1.2029033,,,,,
1090,1.2215138,,,,,
1220,1.2794394,,,,,
1000,1.2371148,,,,,
1200,1.2650688,,,,,
1070,1.3145729,,,,,
1280,1.1763805,,,,,
1140,1.2321878,,,,,
1190,1.3446287,,,,,
1210,1.3242815,,,,,
1240,1.2263114,,,,,
1130,1.3084835,,,,,
1080,1.215579,,,,,
670,1.2359856,,,,,
1100,1.2151641,,,,,
1200,1.2788827,,,,,
1130,1.3352073,,,,,
1200,1.2170506,,,,,
1180,1.3465453,,,,,
1170,1.2556244,,,,,
1130,1.2965008,,,,,
1130,1.9930227,,,,,
1210,1.3118008,,,,,
1170,1.2371176,,,,,
1070,1.2162462,,,,,
990,1.3609221,,,,,
1220,1.2905735,,,,,
1230,1.223106,,,,,
1120,1.2741538,,,,,
1180,1.327564,,,,,
1110,1.2206457,,,,,
1170,1.3246496,,,,,
1140,1.2999642,,,,,
1130,1.2463865,,,,,
1140,1.3681841,,,,,
1160,1.2943665,,,,,
1260,1.2191081,,,,,
1160,1.2539409,,,,,
1130,1.3090549,,,,,
1150,1.2631317,,,,,
1120,1.299398,,,,,
1210,1.2172033,,,,,
1130,1.1968389,,,,,
1060,1.2606256,,,,,
1200,1.1968864,,,,,
1080,1.2741134,,,,,
1170,1.3311301,,,,,
1170,1.2754134,,,,,
1160,1.2797503,,,,,
1240,1.2703045,,,,,
1210,1.2366894,,,,,
1240,1.9441807,,,,,
1250,1.2927444,,,,,
1180,1.2889381,,,,,
1240,1.1491771,,,,,
1120,1.2970571,,,,,
1260,1.1926013,,,,,
1180,1.2458876,,,,,
1250,1.2127074,,,,,
1240,1.3799597,,,,,
1290,1.1429826,,,,,
1210,1.2670171,,,,,
1210,1.3023073,,,,,
1040,1.3501821,,,,,
1190,1.2458983,,,,,
1120,1.2612398,,,,,
1230,1.2407033,,,,,
1040,1.219933,,,,,
1170,1.2616634,,,,,
1290,1.2121984,,,,,
1180,1.1637159,,,,,
1110,1.2195546,,,,,
1250,1.2628595,,,,,
1220,1.4397448,,,,,
1200,1.2480673,,,,,
1010,1.2829897,,,,,
1290,1.2758473,,,,,
970,1.2413615,,,,,
1240,1.3263745,,,,,
1190,1.2817848,,,,,
1240,1.3475656,,,,,
1170,2.7241487,,,,,
1150,1.2852968,,,,,
1210,1.1846361,,,,,
1090,1.2359667,,,,,
1030,1.3245992,,,,,
1070,1.2162476,,,,,
1150,1.2472317,,,,,
1130,1.2708752,,,,,
1120,1.2467766,,,,,
1230,1.1799652,,,,,
1230,1.2833619,,,,,
1210,1.1794505,,,,,
834,1.1697222,,,,,
1110,1.259224,,,,,
