Max Component Size,Compute Time (s),partition_lgraph_spectral,,,,
6,0.2387558,,6,0.235941849,,6
6,0.2375089,,,,,
6,0.2425695,,,,,
6,0.2368162,,,,,
6,0.2365948,,,,,
6,0.2412516,,,,,
6,0.2385924,,,,,
6,0.240474,,,,,
6,0.2401814,,,,,
6,0.2339744,,,,,
6,0.2359469,,,,,
6,0.2333317,,,,,
6,0.2462386,,,,,
6,0.2602771,,,,,
6,0.234689,,,,,
6,0.2335573,,,,,
6,0.2368907,,,,,
6,0.2336377,,,,,
6,0.2340953,,,,,
6,0.2328788,,,,,
6,0.2391237,,,,,
6,0.2382231,,,,,
6,0.2364682,,,,,
6,0.2371074,,,,,
6,0.2294576,,,,,
6,0.2352215,,,,,
6,0.2373131,,,,,
6,0.2346089,,,,,
6,0.2314603,,,,,
6,0.2364433,,,,,
6,0.2371285,,,,,
6,0.2337045,,,,,
6,0.2328899,,,,,
6,0.2357773,,,,,
6,0.2380414,,,,,
6,0.2333134,,,,,
6,0.234607,,,,,
6,0.2341362,,,,,
6,0.2356896,,,,,
6,0.231455,,,,,
6,0.2371928,,,,,
6,0.2356407,,,,,
6,0.236724,,,,,
6,0.2346638,,,,,
6,0.2380143,,,,,
6,0.2354887,,,,,
6,0.2384591,,,,,
6,0.2341222,,,,,
6,0.2382416,,,,,
6,0.2343138,,,,,
6,0.2343002,,,,,
6,0.2346524,,,,,
6,0.2333975,,,,,
6,0.2317524,,,,,
6,0.2351079,,,,,
6,0.2377983,,,,,
6,0.2361067,,,,,
6,0.2391878,,,,,
6,0.233138,,,,,
6,0.2358047,,,,,
6,0.2359703,,,,,
6,0.233364,,,,,
6,0.2367343,,,,,
6,0.2363654,,,,,
6,0.2342298,,,,,
6,0.235767,,,,,
6,0.2363269,,,,,
6,0.2380688,,,,,
6,0.2379335,,,,,
6,0.2383436,,,,,
6,0.2356646,,,,,
6,0.2363478,,,,,
6,0.2355082,,,,,
6,0.2342567,,,,,
6,0.2362675,,,,,
6,0.2288634,,,,,
6,0.2367267,,,,,
6,0.2397234,,,,,
6,0.2359128,,,,,
6,0.2362778,,,,,
6,0.2348558,,,,,
6,0.2324259,,,,,
6,0.2381192,,,,,
6,0.2384632,,,,,
6,0.2342252,,,,,
6,0.2297966,,,,,
6,0.2399096,,,,,
6,0.2374469,,,,,
6,0.2464078,,,,,
6,0.2530208,,,,,
6,0.2460527,,,,,
6,0.2372523,,,,,
6,0.2387345,,,,,
6,0.240914,,,,,
6,0.2359692,,,,,
6,0.2397533,,,,,
6,0.2363326,,,,,
6,0.2399911,,,,,
6,0.2366735,,,,,
6,0.2339514,,,,,
6,0.2332908,,,,,
6,0.2395238,,,,,
6,0.2359664,,,,,
6,0.2375154,,,,,
6,0.2349069,,,,,
6,0.2402605,,,,,
6,0.2333977,,,,,
6,0.2337862,,,,,
6,0.2339568,,,,,
6,0.2347324,,,,,
6,0.2376723,,,,,
6,0.2382129,,,,,
6,0.2369651,,,,,
6,0.2366708,,,,,
6,0.2359359,,,,,
6,0.237402,,,,,
6,0.2341469,,,,,
6,0.2362119,,,,,
6,0.2365642,,,,,
6,0.2323346,,,,,
6,0.233603,,,,,
6,0.2371501,,,,,
6,0.2376976,,,,,
6,0.2377661,,,,,
6,0.2372077,,,,,
6,0.2347544,,,,,
6,0.2342896,,,,,
6,0.2363709,,,,,
6,0.2351698,,,,,
6,0.2353125,,,,,
6,0.2320418,,,,,
6,0.2350749,,,,,
6,0.2330073,,,,,
6,0.2334973,,,,,
6,0.2356248,,,,,
6,0.2343929,,,,,
6,0.2355367,,,,,
6,0.234284,,,,,
6,0.2352955,,,,,
6,0.2364904,,,,,
6,0.2314593,,,,,
6,0.2331327,,,,,
6,0.2336185,,,,,
6,0.2326376,,,,,
6,0.2362645,,,,,
6,0.2350041,,,,,
6,0.2342875,,,,,
6,0.234756,,,,,
6,0.2368777,,,,,
6,0.2373341,,,,,
6,0.2346737,,,,,
6,0.2342711,,,,,
6,0.2320574,,,,,
6,0.2359174,,,,,
6,0.2393361,,,,,
6,0.2342589,,,,,
6,0.2357406,,,,,
6,0.2343913,,,,,
6,0.2342048,,,,,
6,0.2300298,,,,,
6,0.2370872,,,,,
6,0.2343746,,,,,
6,0.2328762,,,,,
6,0.2356465,,,,,
6,0.2355077,,,,,
6,0.2334412,,,,,
6,0.2351348,,,,,
6,0.2368257,,,,,
6,0.234862,,,,,
6,0.2367716,,,,,
6,0.2333933,,,,,
6,0.2351907,,,,,
6,0.2334143,,,,,
6,0.2321725,,,,,
6,0.2376407,,,,,
6,0.2339887,,,,,
6,0.2374259,,,,,
6,0.2319145,,,,,
6,0.2325691,,,,,
6,0.2369101,,,,,
6,0.233082,,,,,
6,0.2359561,,,,,
6,0.2347169,,,,,
6,0.2371349,,,,,
6,0.235374,,,,,
6,0.2341117,,,,,
6,0.2351281,,,,,
6,0.2364895,,,,,
6,0.2312871,,,,,
6,0.2363305,,,,,
6,0.2322852,,,,,
6,0.2360713,,,,,
6,0.2393952,,,,,
6,0.2319254,,,,,
6,0.2347832,,,,,
6,0.2349329,,,,,
6,0.2366773,,,,,
6,0.2345414,,,,,
6,0.2375047,,,,,
6,0.2357342,,,,,
