Max Component Size,Compute Time (s),partition_lgraph_louvain,,,,
6,0.0038231,,7.56,0.004589718,,6
6,0.0041856,,,,,
6,0.0044594,,,,,
6,0.0047296,,,,,
6,0.0045873,,,,,
6,0.0041083,,,,,
6,0.0055598,,,,,
6,0.0035532,,,,,
6,0.0046616,,,,,
6,0.0047347,,,,,
6,0.0037955,,,,,
6,0.0036769,,,,,
6,0.0053055,,,,,
6,0.003505,,,,,
6,0.0035174,,,,,
6,0.0046527,,,,,
30,0.0038332,,,,,
6,0.0040274,,,,,
6,0.0038584,,,,,
6,0.0044729,,,,,
6,0.0034547,,,,,
6,0.0038737,,,,,
6,0.0054702,,,,,
6,0.0034006,,,,,
6,0.0037182,,,,,
6,0.0036419,,,,,
6,0.0043684,,,,,
6,0.0043814,,,,,
6,0.003668,,,,,
6,0.0041686,,,,,
6,0.0034863,,,,,
30,0.0206941,,,,,
6,0.00747,,,,,
6,0.0038857,,,,,
30,0.0039842,,,,,
6,0.004455,,,,,
6,0.0062574,,,,,
30,0.0034734,,,,,
6,0.0039835,,,,,
6,0.0039596,,,,,
6,0.0046103,,,,,
6,0.0052679,,,,,
6,0.0033729,,,,,
6,0.0036566,,,,,
6,0.0035899,,,,,
6,0.0050536,,,,,
6,0.0056802,,,,,
6,0.0054849,,,,,
6,0.0063916,,,,,
6,0.0033456,,,,,
6,0.0049172,,,,,
6,0.0050224,,,,,
6,0.0043183,,,,,
6,0.0062608,,,,,
6,0.0035177,,,,,
6,0.009039,,,,,
6,0.0081782,,,,,
6,0.0036683,,,,,
6,0.0032314,,,,,
6,0.0035891,,,,,
6,0.0036734,,,,,
6,0.0039917,,,,,
6,0.0040342,,,,,
6,0.0047644,,,,,
6,0.0038231,,,,,
6,0.0046804,,,,,
6,0.0045392,,,,,
6,0.005579,,,,,
6,0.0036468,,,,,
6,0.0042279,,,,,
6,0.0050587,,,,,
6,0.0034445,,,,,
30,0.0056322,,,,,
6,0.0047769,,,,,
6,0.005083,,,,,
6,0.0032253,,,,,
6,0.0039911,,,,,
6,0.0066805,,,,,
6,0.0042168,,,,,
6,0.0040076,,,,,
6,0.0086369,,,,,
6,0.0069671,,,,,
6,0.006267,,,,,
30,0.004389,,,,,
6,0.0047032,,,,,
6,0.0041214,,,,,
6,0.0051335,,,,,
6,0.0034767,,,,,
6,0.0049315,,,,,
6,0.0061263,,,,,
6,0.0038854,,,,,
6,0.0050792,,,,,
6,0.0045386,,,,,
6,0.0087753,,,,,
6,0.0096544,,,,,
6,0.0061549,,,,,
6,0.0093749,,,,,
6,0.0049736,,,,,
6,0.0090599,,,,,
6,0.006868,,,,,
6,0.0068815,,,,,
6,0.0033699,,,,,
6,0.0039272,,,,,
6,0.0038048,,,,,
6,0.0108481,,,,,
6,0.0037025,,,,,
6,0.0044119,,,,,
30,0.0038118,,,,,
6,0.0046236,,,,,
6,0.0046528,,,,,
6,0.003266,,,,,
30,0.0055493,,,,,
6,0.0049061,,,,,
6,0.003964,,,,,
6,0.0050426,,,,,
6,0.0036206,,,,,
6,0.0035055,,,,,
6,0.0047423,,,,,
6,0.0041441,,,,,
6,0.0039384,,,,,
6,0.003501,,,,,
6,0.0040079,,,,,
6,0.0039725,,,,,
6,0.0037213,,,,,
6,0.003305,,,,,
6,0.0045942,,,,,
6,0.0043984,,,,,
6,0.0045022,,,,,
6,0.00402,,,,,
6,0.0033603,,,,,
6,0.0049882,,,,,
6,0.0035851,,,,,
6,0.0042845,,,,,
6,0.0048134,,,,,
6,0.003429,,,,,
30,0.0040451,,,,,
6,0.0060939,,,,,
6,0.003914,,,,,
6,0.0032599,,,,,
6,0.0042481,,,,,
6,0.0033272,,,,,
6,0.0039488,,,,,
6,0.003656,,,,,
6,0.0040988,,,,,
6,0.0038071,,,,,
6,0.0035795,,,,,
6,0.0040017,,,,,
6,0.0031981,,,,,
30,0.0038068,,,,,
6,0.0043373,,,,,
6,0.0040109,,,,,
6,0.005381,,,,,
6,0.0038966,,,,,
6,0.0036632,,,,,
6,0.0047165,,,,,
6,0.0040205,,,,,
6,0.0043062,,,,,
6,0.0049545,,,,,
30,0.0040636,,,,,
6,0.0045313,,,,,
6,0.0033565,,,,,
6,0.0035894,,,,,
6,0.0052872,,,,,
30,0.0044874,,,,,
6,0.0037543,,,,,
6,0.0045573,,,,,
6,0.0042811,,,,,
6,0.0036221,,,,,
6,0.0052445,,,,,
6,0.0039855,,,,,
6,0.0035905,,,,,
6,0.0044113,,,,,
6,0.0044298,,,,,
6,0.0045655,,,,,
30,0.0038903,,,,,
6,0.0039038,,,,,
6,0.0051099,,,,,
6,0.0033548,,,,,
6,0.0032434,,,,,
6,0.0044626,,,,,
6,0.003658,,,,,
6,0.0039311,,,,,
6,0.0051663,,,,,
6,0.0032216,,,,,
6,0.0037352,,,,,
6,0.0030815,,,,,
6,0.0033602,,,,,
6,0.0042215,,,,,
6,0.0061479,,,,,
6,0.004736,,,,,
6,0.0042131,,,,,
6,0.005425,,,,,
6,0.0033553,,,,,
6,0.0035412,,,,,
6,0.0036273,,,,,
6,0.0049429,,,,,
6,0.0036873,,,,,
6,0.0034878,,,,,
6,0.0042441,,,,,
6,0.0037386,,,,,
