Max Component Size,Compute Time (s),runScen3_1_rand,,,,
45,0.001075,,35.645,0.001137849,,22
40,0.0008502,,,,,
29,0.0008936,,,,,
40,0.0009404,,,,,
29,0.0007679,,,,,
45,0.0009086,,,,,
45,0.0010446,,,,,
40,0.0012916,,,,,
29,0.0009667,,,,,
40,0.0008978,,,,,
40,0.00082,,,,,
45,0.0010193,,,,,
45,0.0010103,,,,,
31,0.0008441,,,,,
29,0.0007372,,,,,
45,0.0010856,,,,,
23,0.0009287,,,,,
40,0.0008125,,,,,
40,0.0008085,,,,,
45,0.00095,,,,,
29,0.0007762,,,,,
40,0.0008807,,,,,
39,0.0008559,,,,,
31,0.0008803,,,,,
29,0.0007821,,,,,
29,0.0007966,,,,,
29,0.0007955,,,,,
29,0.0008028,,,,,
29,0.020211,,,,,
24,0.0008805,,,,,
29,0.0012726,,,,,
29,0.0012004,,,,,
45,0.0014552,,,,,
31,0.0012647,,,,,
40,0.0008833,,,,,
39,0.0008762,,,,,
45,0.0010269,,,,,
40,0.0008912,,,,,
45,0.0010397,,,,,
40,0.000936,,,,,
45,0.0013022,,,,,
45,0.0011854,,,,,
40,0.001073,,,,,
39,0.0010077,,,,,
40,0.0009746,,,,,
28,0.0011731,,,,,
29,0.0008477,,,,,
22,0.0010437,,,,,
29,0.0007919,,,,,
40,0.0009753,,,,,
29,0.00098,,,,,
40,0.001193,,,,,
45,0.0009207,,,,,
29,0.0008174,,,,,
31,0.001096,,,,,
40,0.0011333,,,,,
29,0.0010449,,,,,
40,0.0011192,,,,,
22,0.0010124,,,,,
45,0.0011064,,,,,
45,0.0012503,,,,,
29,0.0008438,,,,,
45,0.0011212,,,,,
45,0.0012442,,,,,
29,0.0009439,,,,,
29,0.0010363,,,,,
29,0.0010868,,,,,
29,0.0010648,,,,,
29,0.0010913,,,,,
22,0.0010026,,,,,
24,0.0011378,,,,,
40,0.0016631,,,,,
40,0.0009961,,,,,
40,0.0010728,,,,,
45,0.0012017,,,,,
28,0.0008971,,,,,
29,0.0010578,,,,,
29,0.0009301,,,,,
29,0.0009273,,,,,
45,0.0010014,,,,,
29,0.0009541,,,,,
45,0.001021,,,,,
45,0.0010998,,,,,
40,0.0010434,,,,,
40,0.0010522,,,,,
22,0.0011455,,,,,
31,0.0011737,,,,,
40,0.0010644,,,,,
29,0.001167,,,,,
29,0.0011038,,,,,
29,0.0010966,,,,,
45,0.0011326,,,,,
29,0.0011254,,,,,
29,0.0009838,,,,,
29,0.0011651,,,,,
29,0.0009993,,,,,
39,0.001126,,,,,
29,0.0010252,,,,,
29,0.0009732,,,,,
29,0.001167,,,,,
29,0.0010038,,,,,
45,0.0010986,,,,,
40,0.0010677,,,,,
29,0.0009125,,,,,
45,0.0010817,,,,,
45,0.0010651,,,,,
45,0.0009609,,,,,
40,0.0011476,,,,,
40,0.0010845,,,,,
40,0.0009946,,,,,
45,0.0012989,,,,,
45,0.0010568,,,,,
29,0.0010167,,,,,
40,0.0011566,,,,,
29,0.0010947,,,,,
45,0.0010359,,,,,
45,0.0012672,,,,,
45,0.0013595,,,,,
45,0.0011078,,,,,
29,0.0010034,,,,,
29,0.0010939,,,,,
29,0.0009614,,,,,
31,0.0010688,,,,,
29,0.0010518,,,,,
29,0.0008895,,,,,
40,0.0009979,,,,,
23,0.001054,,,,,
29,0.0009516,,,,,
45,0.0011723,,,,,
45,0.0011409,,,,,
40,0.00116,,,,,
29,0.0010399,,,,,
45,0.0009972,,,,,
29,0.0011319,,,,,
29,0.0011278,,,,,
45,0.0013719,,,,,
28,0.0011269,,,,,
40,0.0011627,,,,,
29,0.0010078,,,,,
45,0.001187,,,,,
29,0.0009815,,,,,
29,0.0008588,,,,,
40,0.0009583,,,,,
29,0.0008721,,,,,
24,0.0009523,,,,,
45,0.0009064,,,,,
40,0.0011892,,,,,
40,0.0011097,,,,,
45,0.0011836,,,,,
29,0.0009512,,,,,
29,0.0010877,,,,,
29,0.001097,,,,,
29,0.0010127,,,,,
29,0.0010941,,,,,
45,0.0010718,,,,,
45,0.0010662,,,,,
40,0.0010953,,,,,
29,0.0010755,,,,,
40,0.001166,,,,,
31,0.0011291,,,,,
45,0.0010461,,,,,
45,0.0011625,,,,,
22,0.0011198,,,,,
40,0.0009633,,,,,
45,0.0009925,,,,,
29,0.0010081,,,,,
31,0.0010691,,,,,
29,0.0009065,,,,,
29,0.0009185,,,,,
29,0.0010423,,,,,
29,0.0012333,,,,,
40,0.0012031,,,,,
31,0.0010823,,,,,
45,0.001118,,,,,
29,0.0009841,,,,,
29,0.0010317,,,,,
29,0.0010405,,,,,
39,0.0010024,,,,,
29,0.0009992,,,,,
40,0.0012392,,,,,
29,0.001041,,,,,
40,0.0009604,,,,,
45,0.0012013,,,,,
40,0.0008745,,,,,
39,0.0012534,,,,,
29,0.0009617,,,,,
29,0.0009065,,,,,
45,0.0010595,,,,,
40,0.0008752,,,,,
45,0.0009964,,,,,
31,0.0009132,,,,,
22,0.0010529,,,,,
29,0.0010099,,,,,
45,0.0011704,,,,,
45,0.0010495,,,,,
40,0.0011211,,,,,
29,0.0011042,,,,,
45,0.0011895,,,,,
45,0.0010243,,,,,
45,0.0011264,,,,,
