Max Component Size,Compute Time (s),partition_lgraph_spectral,,,,
10,0.1914825,,10,0.261758466,,10
10,0.2078545,,,,,
10,0.1829808,,,,,
10,0.1698191,,,,,
10,0.206794,,,,,
10,0.2129901,,,,,
10,0.5425755,,,,,
10,0.1799493,,,,,
10,0.1759498,,,,,
10,0.1715427,,,,,
10,0.2371163,,,,,
10,0.1966381,,,,,
10,0.1702842,,,,,
10,0.1758553,,,,,
10,0.1928807,,,,,
10,0.169576,,,,,
10,0.1900852,,,,,
10,0.1847314,,,,,
10,0.3274176,,,,,
10,0.2125193,,,,,
10,0.3250364,,,,,
10,0.3031637,,,,,
10,0.3298579,,,,,
10,2.0901343,,,,,
10,0.8374527,,,,,
10,0.2919,,,,,
10,0.2407509,,,,,
10,0.2460397,,,,,
10,0.2567171,,,,,
10,0.2555969,,,,,
10,0.249108,,,,,
10,0.1687678,,,,,
10,0.2165706,,,,,
10,0.3808544,,,,,
10,0.230174,,,,,
10,0.29293,,,,,
10,0.2273889,,,,,
10,0.2220127,,,,,
10,0.2671301,,,,,
10,0.2692051,,,,,
10,0.2330734,,,,,
10,0.2313472,,,,,
10,0.4138689,,,,,
10,0.1901653,,,,,
10,0.3082626,,,,,
10,0.2528939,,,,,
10,0.2452563,,,,,
10,0.2819583,,,,,
10,0.2821064,,,,,
10,0.2535589,,,,,
10,0.291015,,,,,
10,0.2449769,,,,,
10,0.1879817,,,,,
10,0.2317246,,,,,
10,0.2882566,,,,,
10,0.3205119,,,,,
10,0.264362,,,,,
10,0.3527901,,,,,
10,0.2234654,,,,,
10,0.2635424,,,,,
10,0.2610307,,,,,
10,0.2736868,,,,,
10,0.3543222,,,,,
10,0.1945841,,,,,
10,0.2249436,,,,,
10,0.2065174,,,,,
10,0.2322515,,,,,
10,0.3202625,,,,,
10,0.4245887,,,,,
10,0.2034508,,,,,
10,0.364504,,,,,
10,0.1657058,,,,,
10,0.2660399,,,,,
10,0.2444793,,,,,
10,0.1999319,,,,,
10,0.269365,,,,,
10,0.2358758,,,,,
10,0.1874227,,,,,
10,0.2032194,,,,,
10,0.3097495,,,,,
10,0.2029794,,,,,
10,0.2680993,,,,,
10,0.2479316,,,,,
10,0.2174481,,,,,
10,0.2829187,,,,,
10,0.2395052,,,,,
10,0.2431015,,,,,
10,0.1894947,,,,,
10,0.2626301,,,,,
10,0.2508621,,,,,
10,0.2795996,,,,,
10,0.273635,,,,,
10,0.2920357,,,,,
10,0.2929298,,,,,
10,0.2053719,,,,,
10,0.2816702,,,,,
10,0.2666041,,,,,
10,0.1960706,,,,,
10,0.216994,,,,,
10,0.2575631,,,,,
10,0.2298,,,,,
10,0.2005726,,,,,
10,0.2030846,,,,,
10,0.2760704,,,,,
10,0.307713,,,,,
10,0.2749343,,,,,
10,0.1881548,,,,,
10,0.2070138,,,,,
10,0.2818684,,,,,
10,0.2477312,,,,,
10,0.2481216,,,,,
10,0.1635436,,,,,
10,0.2035398,,,,,
10,0.2404794,,,,,
10,0.1732731,,,,,
10,0.2589192,,,,,
10,0.2690383,,,,,
10,0.2417986,,,,,
10,0.1677199,,,,,
10,0.3514428,,,,,
10,0.2529092,,,,,
10,0.3041561,,,,,
10,0.2270452,,,,,
10,0.2333745,,,,,
10,0.2857449,,,,,
10,0.3239012,,,,,
10,0.2796516,,,,,
10,0.2455484,,,,,
10,0.1955034,,,,,
10,0.2408347,,,,,
10,0.2354231,,,,,
10,0.2281988,,,,,
10,0.2318086,,,,,
10,0.1946066,,,,,
10,0.2505598,,,,,
10,0.2914123,,,,,
10,0.2522391,,,,,
10,0.2907406,,,,,
10,0.2579373,,,,,
10,0.2637816,,,,,
10,0.2322186,,,,,
10,0.1920084,,,,,
10,0.3357929,,,,,
10,0.3184234,,,,,
10,0.2635401,,,,,
10,0.3360845,,,,,
10,0.3227046,,,,,
10,0.2250188,,,,,
10,0.2648611,,,,,
10,0.1831854,,,,,
10,0.2845845,,,,,
10,0.2063619,,,,,
10,0.1845256,,,,,
10,0.1665015,,,,,
10,0.1839981,,,,,
10,0.2145465,,,,,
10,0.1874993,,,,,
10,0.194271,,,,,
10,0.1826602,,,,,
10,0.1905059,,,,,
10,0.2321033,,,,,
10,0.1911239,,,,,
10,0.180346,,,,,
10,0.2376445,,,,,
10,0.2012122,,,,,
10,0.1831675,,,,,
10,0.213686,,,,,
10,0.1725737,,,,,
10,0.1695633,,,,,
10,0.1726718,,,,,
10,0.214398,,,,,
10,0.2219257,,,,,
10,0.181167,,,,,
10,0.1850349,,,,,
10,0.1871727,,,,,
10,0.1818601,,,,,
10,0.1887738,,,,,
10,0.1875492,,,,,
10,0.1836502,,,,,
10,0.1813728,,,,,
10,0.1786225,,,,,
10,0.1876506,,,,,
10,0.1650991,,,,,
10,0.1721243,,,,,
10,0.1817692,,,,,
10,0.17954,,,,,
10,0.2096895,,,,,
10,0.1978547,,,,,
10,0.2282024,,,,,
10,0.1948011,,,,,
10,0.1753471,,,,,
10,0.2265555,,,,,
10,0.1766832,,,,,
10,0.1859388,,,,,
10,0.1795342,,,,,
10,0.2099306,,,,,
10,0.2324368,,,,,
10,2.2768074,,,,,
10,0.7800211,,,,,
10,0.186272,,,,,
