Max Component Size,Compute Time (s),runScen2_2Random,,,,
3820,0.0355554,,3805.4,0.037222261,,3560
3820,0.0349441,,,,,
3740,0.0362228,,,,,
3740,0.0348627,,,,,
3800,0.0355839,,,,,
3800,0.0350452,,,,,
3740,0.0784955,,,,,
3780,0.0364338,,,,,
3900,0.0357357,,,,,
3720,0.0352777,,,,,
3860,0.0355712,,,,,
3840,0.0357601,,,,,
3900,0.0352565,,,,,
3840,0.0366417,,,,,
3840,0.0352573,,,,,
3940,0.035177,,,,,
3900,0.0350698,,,,,
3720,0.0348221,,,,,
3720,0.0357303,,,,,
3800,0.0353897,,,,,
3880,0.0356141,,,,,
3820,0.0355426,,,,,
3780,0.0356361,,,,,
3840,0.0349707,,,,,
3620,0.0348646,,,,,
3820,0.0350271,,,,,
3840,0.0349671,,,,,
3860,0.0350561,,,,,
3920,0.034956,,,,,
3720,0.0351718,,,,,
3780,0.0352875,,,,,
3880,0.0791976,,,,,
3860,0.0356603,,,,,
3840,0.0354713,,,,,
3800,0.0355911,,,,,
3820,0.0353374,,,,,
3780,0.0349606,,,,,
3900,0.0354673,,,,,
3760,0.0352651,,,,,
3820,0.0351043,,,,,
3940,0.0361536,,,,,
3740,0.0349966,,,,,
3880,0.0356796,,,,,
3680,0.0350963,,,,,
3840,0.0362679,,,,,
3780,0.0358863,,,,,
3880,0.0356087,,,,,
3840,0.0359632,,,,,
3740,0.0351089,,,,,
3780,0.0351437,,,,,
3760,0.0351765,,,,,
3820,0.0362514,,,,,
3860,0.0346729,,,,,
3860,0.0352499,,,,,
3720,0.0350292,,,,,
3820,0.035028,,,,,
3860,0.0791492,,,,,
3800,0.0353886,,,,,
3760,0.0360634,,,,,
3900,0.035777,,,,,
3780,0.0355872,,,,,
3900,0.0352963,,,,,
3700,0.0355762,,,,,
3860,0.035003,,,,,
3780,0.0354538,,,,,
3780,0.0352454,,,,,
3680,0.0347075,,,,,
3860,0.0352815,,,,,
3660,0.0352503,,,,,
3740,0.0355781,,,,,
3820,0.0356283,,,,,
3840,0.0356519,,,,,
3760,0.0356823,,,,,
3720,0.0349497,,,,,
3800,0.0350853,,,,,
3820,0.0352992,,,,,
3860,0.0352273,,,,,
3720,0.0355772,,,,,
3820,0.0350584,,,,,
3940,0.0356663,,,,,
3760,0.0348817,,,,,
3820,0.0797744,,,,,
3860,0.0363245,,,,,
3800,0.0361533,,,,,
3840,0.0378927,,,,,
3880,0.0359056,,,,,
3900,0.0352277,,,,,
3780,0.035266,,,,,
3800,0.0352154,,,,,
3740,0.034819,,,,,
3580,0.0348851,,,,,
3820,0.035042,,,,,
3820,0.0350708,,,,,
3800,0.0357614,,,,,
3700,0.0353617,,,,,
3840,0.0357456,,,,,
3740,0.0354777,,,,,
3780,0.0355161,,,,,
3820,0.0349716,,,,,
3800,0.0357436,,,,,
3820,0.0348177,,,,,
3720,0.0349315,,,,,
3880,0.0354397,,,,,
3760,0.0353751,,,,,
3940,0.0356748,,,,,
3840,0.0352917,,,,,
3840,0.0786954,,,,,
3800,0.0354384,,,,,
3860,0.0361513,,,,,
3760,0.0355645,,,,,
3900,0.0366831,,,,,
3820,0.0349872,,,,,
3760,0.0350609,,,,,
3860,0.0350586,,,,,
3840,0.0357973,,,,,
3740,0.0350671,,,,,
3860,0.0351779,,,,,
3920,0.036572,,,,,
3720,0.0356322,,,,,
3680,0.035073,,,,,
3760,0.0356537,,,,,
3860,0.0363202,,,,,
3800,0.0356454,,,,,
3720,0.0348262,,,,,
3800,0.0353263,,,,,
3700,0.0349955,,,,,
3700,0.0348378,,,,,
3860,0.0354173,,,,,
3780,0.0355165,,,,,
3820,0.0351096,,,,,
3820,0.0350735,,,,,
3800,0.0787982,,,,,
3800,0.0364506,,,,,
3780,0.0360756,,,,,
3740,0.0355394,,,,,
3900,0.0358457,,,,,
3760,0.0356211,,,,,
3760,0.0350336,,,,,
3880,0.0353672,,,,,
3800,0.0353877,,,,,
3820,0.0351208,,,,,
3880,0.0357901,,,,,
3860,0.0349024,,,,,
3800,0.0355725,,,,,
3840,0.0357017,,,,,
3720,0.0356768,,,,,
3780,0.0356945,,,,,
3860,0.0358292,,,,,
3900,0.0351832,,,,,
3700,0.0347336,,,,,
3800,0.0354393,,,,,
3800,0.0359004,,,,,
3800,0.0370431,,,,,
3860,0.0367714,,,,,
3940,0.036262,,,,,
3840,0.035223,,,,,
3900,0.079263,,,,,
3680,0.035666,,,,,
3800,0.0362724,,,,,
3560,0.0351622,,,,,
3680,0.0354781,,,,,
3880,0.0355129,,,,,
3760,0.0349371,,,,,
3820,0.0349727,,,,,
3860,0.0354797,,,,,
3800,0.0361807,,,,,
3720,0.0349231,,,,,
3920,0.0355213,,,,,
3800,0.0354104,,,,,
3840,0.0365186,,,,,
3740,0.0355605,,,,,
3880,0.0357702,,,,,
3880,0.0360178,,,,,
3800,0.0352876,,,,,
3820,0.035027,,,,,
3840,0.0347879,,,,,
3860,0.035,,,,,
3880,0.0353995,,,,,
3800,0.0350165,,,,,
3880,0.0355035,,,,,
3760,0.035828,,,,,
3840,0.0787417,,,,,
3760,0.0361376,,,,,
3820,0.0359123,,,,,
3860,0.0365661,,,,,
3840,0.0356611,,,,,
3840,0.0367445,,,,,
3840,0.0363885,,,,,
3860,0.0348059,,,,,
3760,0.0348834,,,,,
3820,0.0354562,,,,,
3760,0.0356591,,,,,
3800,0.0351073,,,,,
3820,0.0353987,,,,,
3720,0.0359492,,,,,
3740,0.0356284,,,,,
3760,0.0357831,,,,,
3820,0.0359649,,,,,
3560,0.0343291,,,,,
3800,0.0351508,,,,,
