Max Component Size,Compute Time (s),runScen3_1_rand,,,,
4000,0.2347198,,4000,0.179204385,,4000
4000,0.1687178,,,,,
4000,0.1759718,,,,,
4000,0.1714227,,,,,
4000,0.173285,,,,,
4000,0.1785831,,,,,
4000,0.1749437,,,,,
4000,0.1700907,,,,,
4000,0.1684784,,,,,
4000,0.1745156,,,,,
4000,0.2150144,,,,,
4000,0.1808862,,,,,
4000,0.1696009,,,,,
4000,0.1745311,,,,,
4000,0.1764059,,,,,
4000,0.177934,,,,,
4000,0.2177434,,,,,
4000,0.1736724,,,,,
4000,0.1720742,,,,,
4000,0.1734193,,,,,
4000,0.1741891,,,,,
4000,0.1690889,,,,,
4000,0.2189218,,,,,
4000,0.1729356,,,,,
4000,0.1731434,,,,,
4000,0.1718608,,,,,
4000,0.1689594,,,,,
4000,0.1707217,,,,,
4000,0.1709841,,,,,
4000,0.1679679,,,,,
4000,0.1747458,,,,,
4000,0.1742901,,,,,
4000,0.1715763,,,,,
4000,0.2176857,,,,,
4000,0.1850536,,,,,
4000,0.1763056,,,,,
4000,0.1682181,,,,,
4000,0.171119,,,,,
4000,0.1717488,,,,,
4000,0.2142388,,,,,
4000,0.1785069,,,,,
4000,0.1730389,,,,,
4000,0.1733745,,,,,
4000,0.1718366,,,,,
4000,0.1716714,,,,,
4000,0.2180879,,,,,
4000,0.1708518,,,,,
4000,0.1764196,,,,,
4000,0.1733224,,,,,
4000,0.1686738,,,,,
4000,0.1798254,,,,,
4000,0.1716,,,,,
4000,0.1770345,,,,,
4000,0.1742262,,,,,
4000,0.1677261,,,,,
4000,0.1700358,,,,,
4000,0.2186009,,,,,
4000,0.1777094,,,,,
4000,0.1762487,,,,,
4000,0.1707442,,,,,
4000,0.1688511,,,,,
4000,0.1689814,,,,,
4000,0.2164412,,,,,
4000,0.1700276,,,,,
4000,0.1739973,,,,,
4000,0.1693617,,,,,
4000,0.177646,,,,,
4000,0.1665237,,,,,
4000,0.208127,,,,,
4000,0.1711209,,,,,
4000,0.1694937,,,,,
4000,0.1682473,,,,,
4000,0.1782629,,,,,
4000,0.1712728,,,,,
4000,0.1726431,,,,,
4000,0.1726079,,,,,
4000,0.1723655,,,,,
4000,0.1768426,,,,,
4000,0.163112,,,,,
4000,0.216709,,,,,
4000,0.1713652,,,,,
4000,0.1742628,,,,,
4000,0.176973,,,,,
4000,0.1811048,,,,,
4000,0.1795656,,,,,
4000,0.2161077,,,,,
4000,0.174674,,,,,
4000,0.1736671,,,,,
4000,0.171399,,,,,
4000,0.1685064,,,,,
4000,0.1772032,,,,,
4000,0.2210031,,,,,
4000,0.1778048,,,,,
4000,0.1717784,,,,,
4000,0.1713124,,,,,
4000,0.1700983,,,,,
4000,0.1687655,,,,,
4000,0.1709046,,,,,
4000,0.1753699,,,,,
4000,0.1742456,,,,,
4000,0.1721172,,,,,
4000,0.1740189,,,,,
4000,0.2134386,,,,,
4000,0.1738259,,,,,
4000,0.1733052,,,,,
4000,0.1737448,,,,,
4000,0.1727024,,,,,
4000,0.1716154,,,,,
4000,0.2224151,,,,,
4000,0.1725978,,,,,
4000,0.1743683,,,,,
4000,0.1753266,,,,,
4000,0.1702166,,,,,
4000,0.1924063,,,,,
4000,0.217975,,,,,
4000,0.1701262,,,,,
4000,0.1773584,,,,,
4000,0.1738416,,,,,
4000,0.1737078,,,,,
4000,0.1694717,,,,,
4000,0.1739133,,,,,
4000,0.1735149,,,,,
4000,0.1666519,,,,,
4000,0.1754259,,,,,
4000,0.1802386,,,,,
4000,0.2152667,,,,,
4000,0.1695737,,,,,
4000,0.178438,,,,,
4000,0.1693736,,,,,
4000,0.1720409,,,,,
4000,0.1742132,,,,,
4000,0.2201617,,,,,
4000,0.177153,,,,,
4000,0.1750048,,,,,
4000,0.1732753,,,,,
4000,0.1736035,,,,,
4000,0.1756515,,,,,
4000,0.213227,,,,,
4000,0.1786591,,,,,
4000,0.1705515,,,,,
4000,0.177238,,,,,
4000,0.1717106,,,,,
4000,0.1730744,,,,,
4000,0.1770933,,,,,
4000,0.174093,,,,,
4000,0.1706934,,,,,
4000,0.1815336,,,,,
4000,0.1782843,,,,,
4000,0.2280188,,,,,
4000,0.1739475,,,,,
4000,0.1698996,,,,,
4000,0.1736426,,,,,
4000,0.1788729,,,,,
4000,0.1753914,,,,,
4000,0.2114707,,,,,
4000,0.1700189,,,,,
4000,0.1741968,,,,,
4000,0.17426,,,,,
4000,0.1735232,,,,,
4000,0.1729447,,,,,
4000,0.2162232,,,,,
4000,0.1799025,,,,,
4000,0.1672786,,,,,
4000,0.1765959,,,,,
4000,0.173732,,,,,
4000,0.175682,,,,,
4000,0.1731176,,,,,
4000,0.16612,,,,,
4000,0.1696071,,,,,
4000,0.1803242,,,,,
4000,0.1653921,,,,,
4000,0.2189169,,,,,
4000,0.1736592,,,,,
4000,0.1698921,,,,,
4000,0.1676807,,,,,
4000,0.1720387,,,,,
4000,0.1732767,,,,,
4000,0.2220882,,,,,
4000,0.1659309,,,,,
4000,0.1815471,,,,,
4000,0.1801376,,,,,
4000,0.168026,,,,,
4000,0.1752197,,,,,
4000,0.2177488,,,,,
4000,0.1715658,,,,,
4000,0.1760535,,,,,
4000,0.1765528,,,,,
4000,0.1681206,,,,,
4000,0.1767175,,,,,
4000,0.1719873,,,,,
4000,0.1770091,,,,,
4000,0.1757179,,,,,
4000,0.1697285,,,,,
4000,0.174585,,,,,
4000,0.2166245,,,,,
4000,0.174909,,,,,
4000,0.171427,,,,,
4000,0.1741015,,,,,
4000,0.1743756,,,,,
4000,0.1767919,,,,,
